"ID Fiche Terrain";"Libellé Sortie";"ID Fiche Fréquentation";"Libellé Territoire";"Code Habitat";"Libellé Habitat";"Heure Comptage";"Nb Total";"Nb Adultes";"Nb Enfants";"Autres usages";"Commentaires"
257433;"Herbier_des_Haas_26/10/2015_11:08_AAMP_6996";257434;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"11:08";17;;;"";
257441;"Beg Lann_CDB_27/10/2015_09:48_JP_10869";257442;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"09:48";2;;;"";
257445;"Boed_HRB_27/10/2015_11:45_JP_10691";257446;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"11:45";7;;;"";
257449;"Erquy_CDB_27/10/2015_12:47_AAMP_6997";257450;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";"12:47";7;;;"";
257461;"La Falaise_CDB_27/10/2015_10:00_JP_11032";257462;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"10:00";5;;;"";
257471;"MOUSTERLIN_CDB_27/10/2015_09:45_HY_11087";257472;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"09:45";2;;;"";
257591;"Beg Lann_CDB_28/10/2015_10:35_JP_10870";257592;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:35";6;;;"";
257641;"Beg Lann_CDB_29/10/2015_11:25_JP_10871";257642;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:25";3;;;"";
257683;"Champ de blocs de Kéraliou_30/10/2015_12:45_F.Oppermann_5793";257684;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"12:45";0;;;"";
257685;"Herbier de Kernisi_30/10/2015_NA_F.Oppermann_5791";257686;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";;0;;;"";
257713;"Perharidy_30/10/2015_13:30_Michael Tanghe_5320";257714;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:30";1;;;"Promeneurs, joggeurs";
257765;"Champ de blocs de Kéraliou_10/11/2015_10:00_F.Oppermann & A.Postollec_5797";257766;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"10:00";0;;;"";
257771;"Herbier de Kernisi_10/11/2015_NA_A.Postollec_5795";257772;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";;0;;;"";
257795;"Perharidy_12/11/2015_12:25_Michael Tanghe_5325";257796;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:25";2;;;"";
257853;"Champ de blocs de Kéraliou_25/11/2015_10:05_F.Oppermann_5800";257854;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"10:05";0;;;"";
257859;"Herbier de Kernisi_25/11/2015_11:15_D.Cochennec_5829";257860;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"11:15";1;;;"";
257861;"Herbier_des_Haas_25/11/2015_12:05_Saint_Jacut_Environnement_7003";257862;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"12:05";0;;;"";
257869;"Perharidy_25/11/2015_11:00_Michael Tanghe_5333";257870;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"11:00";5;;;"";
257945;"Beg Lann_CDB_26/11/2015_10:15_JP_10872";257946;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:15";9;;;"";
257951;"Boed_HRB_26/11/2015_12:15_JP_10692";257952;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"12:15";3;;;"";
257955;"Champeaux_26/11/2015_13:25_AAMP_7008";257956;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"01:25";163;;;"";
257957;"Champeaux_26/11/2015_13:55_AAMP_7009";257958;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"01:55";129;;;"";
257959;"Champeaux_26/11/2015_14:25_AAMP_7010";257960;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"02:25";105;;;"";
257965;"Erquy_CDB_26/11/2015_13:40_AAMP_7011";257966;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";"01:40";2;;;"";
257979;"La Falaise_CDB_26/11/2015_10:30_JP_11033";257980;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"10:30";8;;;"";
257985;"MOUSTERLIN_CDB_26/11/2015_10:15_HY_11088";257986;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:15";1;;;"";
258005;"Sainte-Anne_26/11/2015_NC_LIPAP_7015";258006;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;5;;;"";
258035;"Erquy_CDB_27/11/2015_13:25_AAMP_7017";258036;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";"01:25";0;;;"";
258037;"Erquy_CDB_27/11/2015_14:00_AAMP_7019";258038;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";"02:00";0;;;"";
258039;"Erquy_CDB_27/11/2015_14:25_AAMP_7021";258040;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";"02:25";0;;;"";
258081;"Perharidy_27/11/2015_12:30_Michael Tanghe_5341";258082;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:30";5;;;"";
258157;"Champ de blocs de Kéraliou_10/12/2015_10:10_F.Oppermann_5835";258158;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"10:10";0;;;"";
258163;"Herbier de Kernisi_10/12/2015_10:10_F.Oppermann_5832";258164;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"10:10";0;;;"";
258179;"Herbier_des_Haas_11/12/2015_12:38_AAMP_7025";258180;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"12:38";1;;;"";
258205;"Perharidy_15/12/2015_13:15_Michael Tanghe_5361";258206;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:15";1;;;"";
258219;"Perharidy_16/12/2015_14:35_Andrea Lauro_5364";258220;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:35";5;;;"Promeneurs, joggeurs";
258229;"Champ de blocs de Kéraliou_23/12/2015_09:00_L.Beauverger_5839";258230;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"09:00";2;;;"";
258231;"Herbier de Kernisi_23/12/2015_09:00_L.Beauverger_5836";258232;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"09:00";0;;;"";
258245;"Perharidy_29/12/2015_13:55_Michael Tanghe_5371";258246;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:55";4;2;2;"Promeneurs, joggeurs";
258339;"Perharidy_25/01/2016_13:51_Andrea Lauro_8786";258340;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:51";5;;;"Promeneurs, joggeurs";
258361;"Champ de blocs de Kéraliou_29/01/2016_14:20_NA_5965";258362;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"02:20";0;;;"";
258363;"Herbier de Kernisi_29/01/2016_14:20_NA_5966";258364;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"02:20";0;;;"";
258403;"Champ de blocs de Kéraliou_07/02/2016_10:10_NA_5969";258404;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"10:10";0;;;"";
258405;"Herbier de Kernisi_07/02/2016_10:10_NA_5970";258406;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"10:10";0;;;"";
258417;"Beg Lann_CDB_08/02/2016_10:00_JP_10873";258418;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:00";4;;;"";
258421;"Boed_HRB_08/02/2016_12:00_JP_10693";258422;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"12:00";5;;;"";
258435;"Boed_HRB_09/02/2016_13:00_JP_10694";258436;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"01:00";3;;;"";
258467;"Beg Lann_CDB_10/02/2016_NA_NA_10874";258468;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";;0;;;"";
258471;"Boed_HRB_10/02/2016_14:30_JP_10695";258472;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"02:30";0;;;"";
258491;"Herbier_des_Haas_10/02/2016_13:45_AAMP_7030";258492;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"01:45";7;;;"";
258511;"La Falaise_CDB_10/02/2016_11:45_JP_11034";258512;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:45";0;;;"";
258527;"Perharidy_10/02/2016_14:03_Andrea Lauro_8790";258528;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:03";19;18;1;"Promeneurs, joggeurs";
258543;"Sainte-Anne_10/02/2016_15:47_LIPAP_7028";258544;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";"03:47";80;;;"";
258565;"Boed_HRB_11/02/2016_14:00_JP_10696";258566;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"02:00";4;;;"";
258571;"Champeaux_11/02/2016_15:29_AAMP_7031";258572;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:29";79;;;"";
258573;"Champeaux_11/02/2016_15:59_AAMP_7032";258574;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:59";72;;;"";
258575;"Champeaux_11/02/2016_16:29_AAMP_7033";258576;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"04:29";68;;;"";
258579;"Erquy_CDB_11/02/2016_15:45_Guibert_Aurelien_7034";258580;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";"03:45";1;;;"";
258591;"Herbier_des_Haas_11/02/2016_15:05_Mairie_de_St_Jacut_de_la_mer_7038";258592;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"03:05";30;;;"";
258623;"Perharidy_11/02/2016_14:15_Michaël Tanghe_8802";258624;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:15";5;;;"";
258629;"Sainte-Anne_11/02/2016_15:29_LIPAP_7037";258630;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";"03:29";50;;;"";
258665;"Beg Lann_CDB_13/02/2016_14:00_JP_10875";258666;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"02:00";0;;;"";
258719;"La Falaise_CDB_22/02/2016_10:30_JP_10929";258720;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"10:30";0;;;"";
258731;"Beg Lann_CDB_23/02/2016_11:00_JP_10876";258732;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:00";8;;;"";
258735;"Boed_HRB_23/02/2016_13:00_JP_10697";258736;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"01:00";4;;;"";
258749;"Herbier_des_Haas_24/02/2016_NA_AAMP_7040";258750;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;1;;;"";
258759;"La Falaise_CDB_24/02/2016_11:45_JP_10930";258760;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:45";0;;;"";
258765;"Perharidy_24/02/2016_13:30_Michaël Tanghe_8807";258766;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:30";2;;;"";
258781;"Beg Lann_CDB_25/02/2016_12:05_JP_10877";258782;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:05";5;;;"";
258785;"Boed_HRB_25/02/2016_14:05_JP_10698";258786;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"02:05";5;;;"";
258791;"Perharidy_25/02/2016_14:30_Michaël Tanghe_8813";258792;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:30";11;;;"";
258799;"La Falaise_CDB_26/02/2016_13:00_JP_10931";258800;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"01:00";0;;;"";
258851;"La Falaise_CDB_07/03/2016_09:05_JP_10932";258852;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"09:05";0;;;"";
258865;"Perharidy_07/03/2016_10:30_Michaël Tanghe_8814";258866;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"10:30";0;;;"Promeneurs, joggeurs";
258871;"Beg Lann_CDB_08/03/2016_09:30_JP_10878";258872;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"09:30";1;;;"";
258875;"Boed_HRB_08/03/2016_11:30_JP_10699";258876;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"11:30";0;;;"";
258933;"Perharidy_09/03/2016_12:18_Andrea Lauro_8821";258934;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:18";5;;;"Promeneurs, joggeurs";
258979;"Herbier_des_Haas_10/03/2016_14:05_Saint_Jacut_Environnement_7050";258980;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"02:05";19;;;"";
259003;"MOUSTERLIN_CDB_10/03/2016_NA_HY_11089";259004;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";;1;;;"";
259017;"Sainte-Anne_10/03/2016_14:32_LIPAP_7048";259018;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";"02:32";100;;;"";
259075;"Champ de blocs de Kéraliou_11/03/2016_11:55_F.Sénéchal_5843";259076;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"11:55";0;;;"";
259113;"Herbier de Kernisi_11/03/2016_12:45_F.Sénéchal_5844";259114;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"12:45";0;;;"";
259233;"MOUSTERLIN_CDB_11/03/2016_12:15_LM_11090";259234;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"12:15";0;;;"";
259347;"SAINT-NICOLAS / BANNANEC_CDB_11/03/2016_11:57_MD - TB_11091";259348;"Finistère Sud";"FINS_12_CDB";"Saint-Nicolas des Glénan (champ de blocs)";"11:57";0;;;"";
259349;"SAINT-NICOLAS / BANNANEC_HRBHAB_11/03/2016_11:57_MD - TB_11118";259350;"Finistère Sud";"FINS_12_HRB";"Saint-Nicolas des Glénan (herbier)";"11:57";2;;;"";
259371;"Beg Lann_CDB_12/03/2016_NA_NA_10879";259372;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";;0;;;"";
259375;"Boed_HRB_12/03/2016_15:00_DL_10700";259376;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"03:00";5;;;"";
259415;"La Falaise_CDB_12/03/2016_12:45_NA_11035";259416;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"12:45";8;;;"";
259467;"Perharidy_14/03/2016_15:45_Michaël Tanghe_8835";259468;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"03:45";3;;;"Promeneurs, joggeurs";
259517;"La Falaise_CDB_21/03/2016_09:25_JP_10933";259518;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"09:25";0;;;"";
259531;"La Falaise_CDB_22/03/2016_10:00_JP_10934";259532;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"10:00";0;;;"";
259545;"Beg Lann_CDB_23/03/2016_10:45_JP_10880";259546;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:45";3;;;"";
259549;"Boed_HRB_23/03/2016_12:26_JP_10701";259550;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"12:26";0;;;"";
259591;"Perharidy_25/03/2016_13:45_Michaël Tanghe_8840";259592;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:45";5;;;"Promeneurs, joggeurs";
259603;"Champ de blocs de Kéraliou_27/03/2016_14:30_L.Beauverger_5973";259604;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"02:30";0;;;"";
259605;"Herbier de Kernisi_27/03/2016_14:30_L.Beauverger_5974";259606;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"02:30";0;;;"";
259621;"Champ de blocs de Kéraliou_04/04/2016_08:30_Ronan ?_5977";259622;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"08:30";0;;;"";
259627;"Herbier de Kernisi_04/04/2016_08:30_Ronan ?_5978";259628;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"08:30";0;;;"";
259735;"Beg Lann_CDB_07/04/2016_11:00_JP_10881";259736;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:00";3;;;"";
259739;"Boed_HRB_07/04/2016_13:00_JP_10702";259740;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"01:00";4;;;"";
259885;"Beg Lann_CDB_08/04/2016_12:09_DL_10882";259886;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:09";33;;;"";
259895;"Boed_HRB_08/04/2016_15:00_DL_10703";259896;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"03:00";39;;;"";
259913;"Champeaux_08/04/2016_NA_Mediateur_7061";259914;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;300;;;"";
260035;"La Falaise_CDB_08/04/2016_12:00_JP_11036";260036;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"12:00";15;;;"";
260137;"Perharidy_08/04/2016_13:35_Michaël Tanghe_8857";260138;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:35";78;67;11;"Promeneurs, joggeurs";"Dont 24 sur le champ de blocs"
260259;"Sainte-Anne_08/04/2016_NA_Mediateur_7067";260260;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;125;;;"";
260309;"Perharidy_09/04/2016_13:00_Michaël Tanghe_8865";260310;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:00";46;39;7;"Promeneurs, joggeurs";"Dont 12 sur le champ de blocs et 10 sur l_herbier"
260389;"Herbier de Kernisi_13/04/2016_16:20_A.Postollec_5981";260390;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"04:20";0;;;"";
260477;"Boed_HRB_22/04/2016_14:00_JP_10704";260478;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"02:00";1;;;"";
260489;"Perharidy_22/04/2016_14:15_Michaël Tanghe_8874";260490;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:15";5;;;"";
260505;"La Falaise_CDB_23/04/2016_12:20_JP_10935";260506;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"12:20";0;;;"";
260653;"Champ de blocs de Kéraliou_06/05/2016_11:15_F.Opperman_5905";260654;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"11:15";6;;;"";
260663;"Erquy_CDB_06/05/2016_13:58_AAMP_7070";260664;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";"01:58";27;;;"";
260761;"SAINT-NICOLAS / BANNANEC_CDB_06/05/2016_11:27_BF - BC - MLG - SLC - MLR_11093";260762;"Finistère Sud";"FINS_12_CDB";"Saint-Nicolas des Glénan (champ de blocs)";"11:27";3;;;"";
260793;"Beg Lann_CDB_07/05/2016_11:32_DL_10883";260794;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:32";0;;;"";
260797;"Boed_HRB_07/05/2016_NA_DL_10705";260798;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";;0;;;"";
260867;"La Falaise_CDB_07/05/2016_11:35_NA_11037";260868;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:35";8;;;"";
261109;"Herbier_des_Haas_10/05/2016_NC_Gabriel_Ifremer_7072";261110;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;4;;;"";
261165;"Herbier_des_Haas_20/05/2016_13:40_AAMP_7075";261166;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"01:40";6;;;"";
261175;"Champ de blocs de Kéraliou_21/05/2016_11:45_F.Oppermann_5984";261176;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"11:45";0;;;"";
261197;"La Falaise_CDB_21/05/2016_11:00_JP_10936";261198;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:00";0;;;"";
261231;"Champeaux_23/05/2016_15:24_AAMP_7076";261232;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:24";39;;;"";
261305;"Perharidy_26/05/2016_15:20_Michaël Tanghe_8882";261306;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"03:20";0;;;"";
261403;"Herbier_des_Haas_01/06/2016_10:31_AAMP_7079";261404;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"10:31";0;;;"";
261465;"Beg Lann_CDB_04/06/2016_10:19_LV_10884";261466;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:19";9;;;"";
261471;"Boed_HRB_04/06/2016_12:26_LV_10706";261472;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"12:26";2;;;"";
261475;"Champeaux_04/06/2016_15:33_AAMP_7087";261476;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:33";77;;;"";
261485;"La Falaise_CDB_04/06/2016_10:20_JP_10937";261486;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"10:20";0;;;"";
261571;"SAINT-NICOLAS / BANNANEC_HRBHAB_05/06/2016_11:30_MD - BF - BC - SLC - ND _11119";261572;"Finistère Sud";"FINS_12_HRB";"Saint-Nicolas des Glénan (herbier)";"11:30";4;;;"";
261587;"Beg Lann_CDB_06/06/2016_12:16_NA_10885";261588;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:16";13;;;"";
261593;"Boed_HRB_06/06/2016_14:30_DL_10707";261594;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"02:30";12;;;"";
261603;"Champeaux_06/06/2016_15:20_AAMP_7096";261604;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:20";234;;;"";
261605;"Champeaux_06/06/2016_15:50_AAMP_7097";261606;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:50";179;;;"";
261607;"Champeaux_06/06/2016_16:20_AAMP_7098";261608;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"04:20";113;;;"";
261643;"La Falaise_CDB_06/06/2016_12:00_NA_11038";261644;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"12:00";0;;;"";
261687;"SAINT-NICOLAS / BANNANEC_HRBHAB_06/06/2016_12:16_MD - BF - NM - A - KQ - MLB - C - MLR_11120";261688;"Finistère Sud";"FINS_12_HRB";"Saint-Nicolas des Glénan (herbier)";"12:16";4;;;"";
261701;"Beg Lann_CDB_07/06/2016_12:34_LV_10886";261702;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:34";8;;;"";
261707;"Boed_HRB_07/06/2016_15:15_LV_10708";261708;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"03:15";4;;;"";
261715;"Champ de blocs de Kéraliou_07/06/2016_12:41_Ronan ?_5987";261716;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"12:41";4;;;"";
261727;"Herbier de Kernisi_07/06/2016_12:41_Ronan ?_5988";261728;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"12:41";0;;;"";
261729;"Herbier_des_Haas_07/06/2016_16:30_AAMP_7109";261730;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"04:30";4;;;"";
261755;"MOUSTERLIN_CDB_07/06/2016_12:55_MLR_11094";261756;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"12:55";2;;;"";
261777;"La Falaise_CDB_09/06/2016_14:35_LV_10938";261778;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"02:35";0;;;"";
261859;"Champ de blocs de Kéraliou_17/06/2016_09:45_F.Oppermann_5991";261860;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"09:45";0;;;"";
261861;"Champeaux_17/06/2016_12:20_AAMP_7111";261862;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"12:20";3;;;"";
261865;"Herbier de Kernisi_17/06/2016_09:45_F.Oppermann_5992";261866;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"09:45";0;;;"";
261941;"Beg Lann_CDB_20/06/2016_11:15_LV_10887";261942;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:15";0;;;"";
261945;"Boed_HRB_20/06/2016_13:10_LV_10709";261946;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"01:10";0;;;"";
261955;"La Falaise_CDB_20/06/2016_11:20_JP_10939";261956;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:20";0;;;"";
261959;"Beg Lann_CDB_21/06/2016_11:43_LV_10888";261960;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:43";3;;;"";
261963;"Boed_HRB_21/06/2016_14:00_LV_10710";261964;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"02:00";0;;;"";
261973;"Herbier_des_Haas_21/06/2016_14:20_AAMP_7113";261974;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"02:20";3;;;"";
261987;"La Falaise_CDB_21/06/2016_11:50_JP_10940";261988;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:50";0;;;"";
