"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"Penfoulic_08/10/2014_AL_113";;"Non";;"Coques";"espèce sans maille";35;"Réponse incorrecte ou NSP";"Oui";;;;"Coques";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Penfoulic_11/07/2014_HY_80";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_11/07/2014_HY_81";;"Non";;;"espèce sans maille";20;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_11/07/2014_HY_82";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Penfoulic_11/07/2014_HY_83";;"Non";;"Palourdes";"espèce sans maille";45;"Réponse incorrecte ou NSP";"Oui";"Artisanal";;;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Oui"
"Penfoulic_11/08/2014_HY_100";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_11/08/2014_HY_93";;"Non";;"Bigorneau";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Bigorneau";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_11/08/2014_HY_94";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui";"Commerce";;;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Campagne de sensibilisation";"Oui"
"Penfoulic_11/08/2014_HY_95";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_11/08/2014_HY_96";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Oui"
"Penfoulic_11/08/2014_HY_97";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Penfoulic_11/08/2014_HY_98";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_11/08/2014_HY_99";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non"
"Penfoulic_13/08/2014_HY_101";;"Non";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_13/08/2014_HY_102";;"Non";;"Coques";"espèce sans maille";15;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non"
"Penfoulic_13/08/2014_HY_103";;"Non";;"Coques";"espèce sans maille";30;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Penfoulic_13/08/2014_HY_104";;"Non";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_13/08/2014_HY_105";;"Non";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Penfoulic_13/08/2014_HY_106";;"Non";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_13/08/2014_HY_107";;"Non";;"Coques";"espèce sans maille";30;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_14/06/2014_HY_72";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_14/06/2014_HY_73";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_14/06/2014_HY_74";;"Non";;"Coques";"espèce sans maille";30;"Réponse correcte";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";;;"Bigorneau";"Oui";;;"Réponse correcte";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Penfoulic_14/06/2014_HY_75";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_14/06/2014_HY_76";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Annuaire des marées";"Non"
"Penfoulic_14/06/2014_HY_77";;"Non";;"Coques";"espèce sans maille";30;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Penfoulic_14/06/2014_HY_78";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_14/06/2014_HY_79";;"Oui";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv) | Internet / Applications mobiles";"Oui"
"Penfoulic_14/07/2014_HY_84";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Panneau d'information/affichage | Annuaire des marées | Professionnels du tourisme | Internet / Applications mobiles";"Oui"
"Penfoulic_14/07/2014_HY_85";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_14/07/2014_HY_86";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non"
"Penfoulic_14/07/2014_HY_87";;"Non";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_14/07/2014_HY_88";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Panneau d'information/affichage";"Non"
"Penfoulic_14/07/2014_HY_89";;"Oui";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Penfoulic_14/07/2014_HY_90";;"Non";;"Lutraire";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Lutraire";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Penfoulic_14/07/2014_HY_91";;"Oui";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non"
"Penfoulic_14/07/2014_HY_92";;"Oui";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Non"
"Penfoulic_16/06/2015_HY_246";;"Non";;"Bigorneau";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_16/06/2015_HY_247";;"Non";;"Coques";"espèce sans maille";40;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Panneau d'information/affichage";"Oui"
"Penfoulic_16/06/2015_HY_248";;"Non";;"Moules";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Professionnels du tourisme | Médias (journaux, radios, tv)";"Oui"
"Penfoulic_16/06/2015_PP_245";;"Non";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_20/02/2015_AL_200";;"Non renseigné";;"Moules";"espèce sans maille";35;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";;;"Réponse correcte";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Penfoulic_20/02/2015_PP_195";;"Non";;"Moules";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Non renseigné"
"Penfoulic_20/02/2015_PP_196";;"Non";;"Palourdes";"espèce sans maille";60;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_20/02/2015_PP_197";;"Non";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_20/02/2015_PP_198";;"Non";;"Coques";"espèce sans maille";30;"Réponse correcte";"Oui mais pas aujourd'hui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non"
"Penfoulic_20/02/2015_PP_199";;"Non";;"Moules";"espèce sans maille";30;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";;;"Réponse correcte";;;;;"Oui";"Annuaire des marées | Médias (journaux, radios, tv)";"Oui"
"Penfoulic_20/08/2016_HY_419";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_HY_420";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_HY_421";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_HY_422";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_HY_423";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_MLR_411";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_MLR_412";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_MLR_413";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_MLR_414";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_MLR_415";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_MLR_416";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_MLR_417";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_20/08/2016_MLR_418";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfoulic_24/12/2014_AL_121";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Penfoulic_24/12/2014_AL_122";;"Non";;"Bigorneau";"espèce sans maille";;"Réponse correcte";"Oui";"Artisanal";;;"Bigorneau";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Non renseigné"
"Penfoulic_29/08/2015_HY_279";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Penfoulic_29/08/2015_HY_280";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Artisanal";;;"Palourdes";"Oui";4;;"Réponse correcte";;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Penfoulic_29/08/2015_HY_281";;"Oui";;"Coques";"espèce sans maille";25;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Penfoulic_29/08/2015_HY_282";;"Non";;"Coques";"espèce sans maille";35;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Penfoulic_29/08/2015_HY_283";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Professionnels du tourisme";"Oui"
"Penfoulic_29/08/2015_PP_274";;"Non";;"Coques";"espèce sans maille";25;"Réponse incorrecte ou NSP";"Oui";"Artisanal";"Marque engin de pêche";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Annuaire des marées";"Oui"
"Penfoulic_29/08/2015_PP_275";;"Non";;;"espèce sans maille";120;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Internet / Applications mobiles";"Non renseigné"
"Penfoulic_29/08/2015_PP_276";;"Non";;"Palourdes";"espèce sans maille";3;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";3;;"Réponse correcte";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Penfoulic_29/08/2015_PP_277";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Artisanal";;;"Palourdes";"Oui";3;;"Réponse correcte";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Penfoulic_29/08/2015_PP_278";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";3;;"Réponse correcte";;;;;"Non renseigné";"";"Oui"
"Penfret_14/07/2014_BC_134";;"Non";;"Etrille";"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";;;"Etrille";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Penfret_14/07/2014_BC_135";;"Oui";;"Etrille";"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui";"Campagne de sensibilisation";;;"Etrille";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Non renseigné"
"Penfret_14/07/2014_BC_136";;"Non";;"Bouquet commun";"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";;;"Bouquet commun";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_05/06/2016__356";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_05/06/2016__357";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_05/06/2016__358";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_05/06/2016__359";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_05/06/2016__360";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_05/06/2016__361";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_05/06/2016_SLC_354";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_05/06/2016_SLC_355";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_06/06/2016_A et MLR_377";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_06/06/2016_A et MLR_378";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_06/06/2016_A et MLR_379";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_06/06/2016_A et MLR_380";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_09/09/2014_AR_175";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui";"Commerce";;;;;;;"Réponse incorrecte ou NSP";;;;;"Oui";"Internet / Applications mobiles";"Non renseigné"
"Saint-Nicolas_09/09/2014_AR_176";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui";"Artisanal";;;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Saint-Nicolas_09/09/2014_KQ_164";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Artisanal";;;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Campagne de sensibilisation | Annuaire des marées";"Oui"
"Saint-Nicolas_09/09/2014_KQ_165";;"Non";;;"espèce sans maille";90;"Réponse correcte";"Oui";"Artisanal";;;;"Oui";;;"Réponse correcte";;;;;"Oui";"Campagne de sensibilisation | Panneau d'information/affichage";"Non renseigné"
"Saint-Nicolas_09/09/2014_KQ_166";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui";"Artisanal";"Marque engin de pêche";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Campagne de sensibilisation | Panneau d'information/affichage";"Oui"
"Saint-Nicolas_09/09/2014_KQ_167";;"Non";;;"espèce sans maille";90;"Réponse correcte";"Oui";"Artisanal";;;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Médias (journaux, radios, tv) | Internet / Applications mobiles";"Oui"
"Saint-Nicolas_09/09/2014_KQ_168";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui";"Campagne de sensibilisation";;;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Saint-Nicolas_09/09/2014_KQ_169";;"Non";;;"espèce sans maille";90;"Réponse correcte";"Oui";"Artisanal";;;;"Oui";;;"Réponse correcte";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Saint-Nicolas_09/09/2014_MD_170";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";;;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Médias (journaux, radios, tv)";"Oui"
"Saint-Nicolas_09/09/2014_MD_171";;"Oui";;;"espèce sans maille";90;"Réponse correcte";"Oui";"Campagne de sensibilisation";;;;"Oui";;;"Réponse correcte";;;;;"Oui";"Internet / Applications mobiles";"Non renseigné"
"Saint-Nicolas_09/09/2014_MD_172";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui";"Campagne de sensibilisation";;;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Saint-Nicolas_09/09/2014_MD_173";;"Non";;"Bouquet commun";"espèce sans maille";50;"Réponse correcte";"Oui";"Campagne de sensibilisation";;;"Bouquet commun";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Campagne de sensibilisation";"Non renseigné"
"Saint-Nicolas_09/09/2014_MD_174";;"Oui";;;"espèce sans maille";90;"Réponse correcte";"Oui";"Commerce";"Pied à coulisse FNPPSF";;;"Oui";;;"Réponse correcte";;;;;"Oui";"Campagne de sensibilisation | Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Médias (journaux, radios, tv) | Internet / Applications mobiles";"Non renseigné"
"Saint-Nicolas_10/09/2014_CH_181";;"Non";;"Praire";"espèce sans maille";40;"Réponse incorrecte ou NSP";"Oui";"Artisanal";;;"Praire";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Saint-Nicolas_10/09/2014_CH_182";;"Non";;;"espèce sans maille";90;"Réponse correcte";"Oui";"Artisanal";;;;"Oui";;;"Réponse correcte";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Saint-Nicolas_10/09/2014_CH_183";;"Non";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Campagne de sensibilisation | Panneau d'information/affichage";"Non renseigné"
"Saint-Nicolas_11/09/2014_CD_189";;"Oui";;"Vernis";"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;"Vernis";;;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Saint-Nicolas_11/09/2014_MT_190";;"Non";;"Vernis";"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";;;"Vernis";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Professionnels du tourisme";"Oui"
