"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"Port Lazo/Bilfot_30/03/2014_Franck Delisle_3";;"Non";;"Praire";"espèce sans maille";40;"Réponse ancienne valeur";"Non";"Aucun outil";;;;"Oui";20;;;;;;;"Oui";"Annuaire des marées";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson &Anne Priac_19";;"Non renseigné";;;"espèce sans maille";;;"Oui mais pas aujourd'hui";;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson &Anne Priac_20";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson& Anne Priac_1";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson& Anne Priac_16";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson& Anne Priac_2";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson& Anne Priac_3";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Réglette à trou (type IODDE)";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson& Anne Priac_4";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_10";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Artisanal";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_11";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Artisanal";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_12";;"Non renseigné";;;"espèce sans maille";;;"Oui";;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_13";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_14";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Artisanal";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_15";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_18";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_22";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_6";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_7";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_8";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jean-Pierre Guillosson&Anne Priac_9";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jen-Pierre Guillosson&Anne Priac_17";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jen-Pierre Guillosson&Anne Priac_21";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Port Lazo/Bilfot_31/08/2015_Jen-Pierre Guillosson&Anne Priac_5";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Ile aux Oiseaux_03/08/2016_BB_24";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Association de plaisanciers | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Ile aux Oiseaux_03/08/2016_BB_25";;"Non";;;"espèce sans maille";20;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Ile aux Oiseaux_03/08/2016_BB_26";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Ile aux Oiseaux_03/08/2016_BB_27";;"Oui";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Annuaire des marées";"Oui"
"Ile aux Oiseaux_03/08/2016_BB_28";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui mais pas aujourd'hui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";;"Palourdes";"Oui";;;"Réponse inférieure";;;;;"Oui";"Annuaire des marées | Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Ile aux Oiseaux_03/08/2016_BB_29";;"Non";;"Palourdes";"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Oui"
"Ile aux Oiseaux_03/08/2016_BB_30";;"Non";;"Palourdes";"espèce sans maille";35;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Internet / Applications mobiles";"Non"
"Ile aux Oiseaux_03/08/2016_BB_31";;"Non";;;"espèce sans maille";100;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse correcte";;;;;"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Oui"
"Ile aux Oiseaux_03/08/2016_DM_32";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Annuaire des marées";"Oui"
"Ile aux Oiseaux_03/08/2016_DM_33";;"Non";;"Palourdes";"espèce sans maille";20;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_03/08/2016_DM_34";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_03/08/2016_DM_35";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Ile aux Oiseaux_03/08/2016_DM_36";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Ile aux Oiseaux_03/08/2016_DM_37";;"Non";;"Palourdes";"espèce sans maille";30;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Association de plaisanciers";"Oui"
"Ile aux Oiseaux_09/07/2016_BB_1";;"Non";;"Crabe vert d'Europe, crabe enragé";"espèce sans maille";;"Réponse correcte";"Oui";"Artisanal";;;"Crabe vert d'Europe, crabe enragé";;;;;;;;;"Oui";"Internet / Applications mobiles";"Non renseigné"
"Ile aux Oiseaux_09/07/2016_BB_10";;"Non";;;"espèce sans maille";100;"Réponse correcte";"Oui mais pas aujourd'hui";;;;;"Oui";;;"Réponse inférieure";;;;;"Non renseigné";"";"Oui"
"Ile aux Oiseaux_09/07/2016_BB_2";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_09/07/2016_BB_3";;"Non";;"Coques";"espèce sans maille";30;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Ile aux Oiseaux_09/07/2016_BB_4";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Ile aux Oiseaux_09/07/2016_BB_5";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Annuaire des marées";"Non"
"Ile aux Oiseaux_09/07/2016_BB_6";;"Non";;"Palourdes";"espèce sans maille";30;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_09/07/2016_BB_7";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Internet / Applications mobiles";"Oui"
"Ile aux Oiseaux_09/07/2016_BB_8";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_09/07/2016_BB_9";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Professionnels du tourisme | Internet / Applications mobiles";"Oui"
"Ile aux Oiseaux_09/07/2016_DM_11";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_09/07/2016_DM_12";;"Non";;"Crabe vert d'Europe, crabe enragé";"espèce sans maille";;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Crabe vert d'Europe, crabe enragé";"Oui";;;"Réponse correcte";;;;;"Non";"Aucune";"Non renseigné"
"Ile aux Oiseaux_09/07/2016_DM_13";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Ile aux Oiseaux_09/07/2016_DM_14";;"Non";;"Crabe vert d'Europe, crabe enragé";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Crabe vert d'Europe, crabe enragé";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non renseigné"
"Ile aux Oiseaux_09/07/2016_DM_15";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non"
"Ile aux Oiseaux_10/07/2014_DM_01";;"Non";;"Palourdes";"espèce sans maille";35;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_11/10/2014_DM_36";;"Oui";"APPBA";;"espèce sans maille";120;"Réponse supérieure";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Association de plaisanciers";"Non"
"Ile aux Oiseaux_11/10/2014_DM_37";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse inférieure";;;;;"Oui";"Annuaire des marées";"Non"
"Ile aux Oiseaux_11/10/2014_DM_38";;"Non";;"Bigorneau";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Bigorneau";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Non renseigné"
"Ile aux Oiseaux_12/08/2014_DM_23";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Ile aux Oiseaux_12/08/2014_DM_24";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Association de plaisanciers";"Non"
"Ile aux Oiseaux_12/08/2014_DM_25";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Internet / Applications mobiles";"Non"
"Ile aux Oiseaux_12/08/2014_DM_26";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse inférieure";;;;;"Oui";"Annuaire des marées";"Oui"
"Ile aux Oiseaux_12/08/2014_DM_27";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_12/08/2014_DM_28";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non"
"Ile aux Oiseaux_12/08/2014_DM_29";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Ile aux Oiseaux_12/08/2014_DM_30";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Non renseigné"
"Ile aux Oiseaux_12/08/2014_DM_31";;"Non";;;"espèce sans maille";100;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse correcte";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Ile aux Oiseaux_13/09/2014_DM_32";;"Non";;"Crabe vert d'Europe, crabe enragé";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Crabe vert d'Europe, crabe enragé";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Non renseigné"
"Ile aux Oiseaux_13/09/2014_DM_33";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Ile aux Oiseaux_13/09/2014_DM_34";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Non renseigné"
"Ile aux Oiseaux_18/08/2016_BB_38";;"Non";;"Palourdes";"espèce sans maille";35;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Annuaire des marées | Internet / Applications mobiles";"Oui"
"Ile aux Oiseaux_18/08/2016_BB_39";;"Non";;"Moules";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";;;"Réponse correcte";;;;;"Oui";"Annuaire des marées | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Internet / Applications mobiles";"Non renseigné"
"Ile aux Oiseaux_18/08/2016_BB_40";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_19/08/2015_DM_Rec19";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Ile aux Oiseaux_19/08/2015_PB_Rec17";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Ile aux Oiseaux_19/08/2015_PB_Rec18";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Ile aux Oiseaux_20/06/2015_DM_39";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui mais pas aujourd'hui";"Commerce";"Autre type de réglette";;"Palourdes";"Oui";;;"Réponse supérieure";;;;;"Non renseigné";"";"Oui"
"Ile aux Oiseaux_20/06/2015_DM_40";;"Non";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse inférieure";;;;;"Non renseigné";"";"Oui"
"Ile aux Oiseaux_20/06/2015_DM_41";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Ile aux Oiseaux_20/07/2015_PB_42";;"Non";;"Bigorneau";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Bigorneau";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Non renseigné"
"Ile aux Oiseaux_20/07/2015_PB_43";;"Non";;"Crabe vert d'Europe, crabe enragé";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Crabe vert d'Europe, crabe enragé";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Annuaire des marées | Association de plaisanciers | Internet / Applications mobiles";"Non renseigné"
"Ile aux Oiseaux_20/07/2015_PB_44";;"Non";;;"espèce sans maille";;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;;"Oui";;;"Réponse correcte";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Ile aux Oiseaux_20/07/2015_PB_45";;"Oui";;"Crabe vert d'Europe, crabe enragé";"espèce sans maille";45;"Réponse supérieure";"Non";"Aucun outil";"Aucun outil";;"Crabe vert d'Europe, crabe enragé";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Ile aux Oiseaux_20/07/2015_PB_46";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv) | Internet / Applications mobiles";"Oui"
"Ile aux Oiseaux_21/07/2016_BB_16";;"Non";;"Bigorneau";"espèce sans maille";;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Bigorneau";"Oui";;;"Réponse correcte";;;;;"Oui";"Campagne de sensibilisation";"Non renseigné"
"Ile aux Oiseaux_21/07/2016_BB_17";;"Oui";"CNL";"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui mais pas aujourd'hui";;;;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Association de plaisanciers | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"Ile aux Oiseaux_21/07/2016_BB_18";;"Non";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;;;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Internet / Applications mobiles";"Non renseigné"
"Ile aux Oiseaux_21/07/2016_BB_19";;"Non";;;"espèce sans maille";;;"Non";"Aucun outil";"Aucun outil";;;;;;;;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Internet / Applications mobiles";"Non renseigné"
"Ile aux Oiseaux_21/07/2016_DM_20";;"Non";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
"Ile aux Oiseaux_21/07/2016_DM_21";;"Non";;"Palourdes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non renseigné";"";"Non"
"Ile aux Oiseaux_21/07/2016_DM_22";;"Non";;"Palourdes";"espèce sans maille";30;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;;;;"Oui";"Médias (journaux, radios, tv)";"Oui"
"Ile aux Oiseaux_21/07/2016_DM_23";;"Non";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;;"Non";"Aucune";"Oui"
