"Libellé Sortie";"Code Enquète";"Commune résidence";"Département";"Pays";"De passage";"Commune séjour";"Durée séjour";"Hebergement";"Premier Séjour";"Fréquence Visites";"Influence Destination";"Influence Date";"Sexe - Pécheur";"Annee Naissance - Pécheur";"CSP - Pécheur";"Sexe - Autre membre";"Annee Naissance - Autre membre";"CSP - Autre membre";"Tri récolte";"Accueil";"Sensibilisation";"Remarques pécheur";"Précisions remarques"
"2018-09-12_ARMO_104_389238";"2018-09-12-ARMO-SEN-064";"REDON";;;"pour la journée";;;;;;;;"F";1988;"0_Non Renseigné";"F";1934;;"Tri partiel";"Bon";"Oui";"";
"2018-09-12_ARMO_104_389249";"2018-09-12-ARMO-SEN-065";"BEGARD";;;"pour la journée";;;;;;;;"M";1952;"0_Non Renseigné";"M";1949;;"Tri complet";"Bon";"Oui";"";"Accompagnants en séjour venus des départements 93, 77 et 83"
"2018-09-12_ARMO_104_389249";"2018-09-12-ARMO-SEN-065";"BEGARD";;;"pour la journée";;;;;;;;"M";1952;"0_Non Renseigné";"M";1978;;"Tri complet";"Bon";"Oui";"";"Accompagnants en séjour venus des départements 93, 77 et 83"
"2018-09-12_ARMO_104_389249";"2018-09-12-ARMO-SEN-065";"BEGARD";;;"pour la journée";;;;;;;;"M";1952;"0_Non Renseigné";"M";;;"Tri complet";"Bon";"Oui";"";"Accompagnants en séjour venus des départements 93, 77 et 83"
"2018-09-12-ARMO-SEN-066";"2018-09-12_ARMO_104_389259";"PLOUGUIEL";;;"en séjour sur une commune";;;;;;;;"M";1981;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";"Plusieurs espèces de vers pour appâts"
"2018-09-12_ARMO_104_389267";"2018-09-12-ARMO-SEN-067";"ORLEANS";;;"en séjour sur une commune";"PENVENAN";7;;;;;;"M";1964;"0_Non Renseigné";"F";1962;;"Tri complet";"Bon";"Oui";"";"Ont rejeté tous les coquillages une fois informés de l'interdiction sanitaire."
"2018-09-12_ARMO_104_389267";"2018-09-12-ARMO-SEN-067";"ORLEANS";;;"en séjour sur une commune";"PENVENAN";7;;;;;;"M";1964;"0_Non Renseigné";"F";1960;;"Tri complet";"Bon";"Oui";"";"Ont rejeté tous les coquillages une fois informés de l'interdiction sanitaire."
"2018-09-12-ARMO-SEN-068";"2018-09-12_ARMO_104_389276";"LAVAL";;;"en séjour sur une commune";"TREVOU TREGUIGNEC";15;;;;;;"M";1954;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";"Accompagnante venue de Maubeuge."
"2018-09-12-ARMO-SEN-069";"2018-09-12_ARMO_104_389284";"THOREE LES PINS";;;"en séjour sur une commune";"PENVENAN";15;;;;;;"M";1951;"0_Non Renseigné";;;;"Tri partiel";"Bon";"Non";"";
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"M";1959;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"F";1993;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"M";1993;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"M";1983;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"F";1983;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"M";1956;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"M";1958;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"F";1958;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-09-13_ARMO_106_389293";"2018-09-13-ARMO-SEN-026";"ST MARTIN DE RE";;;"en séjour sur une commune";"PENVENAN";;;;;;;"F";1958;"0_Non Renseigné";"M";1957;;"Récolte conforme";"Bon";"Oui";"";"Déjà sensibilisés par éco-gardes de l'Île de Ré. Accompagnants venus de Bordeaux et Niort."
"2018-10-25-ARMO-SEN-029";"2018-10-25_ARMO_053_389312";"PLERIN";;;"en séjour sur une commune";;;;;;;;"F";1941;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-030";"2018-10-25_ARMO_053_389321";"PLERIN";;;"en séjour sur une commune";;;;;;;;"F";1960;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-031";"2018-10-25_ARMO_053_389330";"ST DONAN";;;"en séjour sur une commune";;;;;;;;"M";1947;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-032";"2018-10-25_ARMO_053_389337";"TREGUEUX";;;"en séjour sur une commune";;;;;;;;"F";1967;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-033";"2018-10-25_ARMO_053_389344";"ST JEAN BONNEFONDS";;;"en séjour sur une commune";"SQUIFFIEC";15;;;;;;"M";1954;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-034";"2018-10-25_ARMO_053_389351";"PLERIN";;;"en séjour sur une commune";;;;;;;;"F";1947;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-10-LEGD-SEN-036";"2018-10-10_LEGD_04_389359";"LE FOLGOET";;;"en séjour sur une commune";;;;;;;;"M";1946;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-10-LEGD-SEN-037";"2018-10-10_LEGD_04_389366";"GOULVEN";;;"en séjour sur une commune";;;;;;;;"M";1959;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";"Contrôlé par la gendarmerie hier (6kg eu lieu de 3kg). N'ont pas compté et rien dit sur le râteau."
"2018-10-10-LEGD-SEN-038";"2018-10-10_LEGD_04_389373";"PLABENNEC";;;"pour la journée";;;;;;;;"M";1952;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";"3 fois par an ici"
"2018-10-10_LEGD_04_389380";"2018-10-10-LEGD-SEN-039";"LANDERNEAU";;;"en séjour sur une commune";;;;;;;;"F";1978;"0_Non Renseigné";"M";1978;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Trient après mon départ. Demandent où pêcher des huîtres."
"2018-10-10_LEGD_04_389380";"2018-10-10-LEGD-SEN-039";"LANDERNEAU";;;"en séjour sur une commune";;;;;;;;"F";1978;"0_Non Renseigné";"M";2008;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Trient après mon départ. Demandent où pêcher des huîtres."
"2018-10-10-LEGD-SEN-040";"2018-10-10_LEGD_04_389389";"PAU";;;"en séjour sur une commune";"KERLOUAN";7;"Famille/Amis";"Non";1.0;"Non, secondaire";"Non, secondaire";"F";1958;"0_Non Renseigné";;;;"Non Triée";"Bon";"Oui";"";"Tri après mon départ."
"2018-10-10_LEGD_04_389396";"2018-10-10-LEGD-SEN-041";"PLOUESCAT";;;"en séjour sur une commune";;;;;;;;"F";1950;"0_Non Renseigné";"F";1950;"0_Non Renseigné";"Panier vide";"Bon";"Oui";"";
"2018-10-10_LEGD_04_389403";"2018-10-10-LEGD-SEN-042";"PLOUGOURVEST";;;"en séjour sur une commune";;;;;;;;"F";1959;"0_Non Renseigné";"M";1959;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Se sont fait déjà contrôler il y a 6 mois."
"2018-10-25-ARMO-SEN-035";"2018-10-25_ARMO_053_389414";"ST DONAN";;;"en séjour sur une commune";;;;;;;;"F";1949;"0_Non Renseigné";;;;"Panier vide";"Bon";"Oui";"";
"2018-10-10_LEGD_04_389412";"2018-10-10-LEGD-SEN-043";"PENCRAN";;;"en séjour sur une commune";;;;;;;;"M";1948;"0_Non Renseigné";"F";2010;"0_Non Renseigné";"Panier vide";"Bon";"Oui";"";
"2018-10-10_LEGD_04_389412";"2018-10-10-LEGD-SEN-043";"PENCRAN";;;"en séjour sur une commune";;;;;;;;"M";1948;"0_Non Renseigné";"F";2011;"0_Non Renseigné";"Panier vide";"Bon";"Oui";"";
"2018-10-10_LEGD_04_389422";"2018-10-10-LEGD-SEN-044";"LANDERNEAU";;;"en séjour sur une commune";;;;;;;;"F";1963;"0_Non Renseigné";"M";1962;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Panier de pêche avec un trait dessus pour les quantités."
"2018-10-25_ARMO_053_389429";"2018-10-25-ARMO-SEN-036";"NICE";;;"en séjour sur une commune";;;;;;;;"F";1960;"0_Non Renseigné";"M";1960;;"Tri complet";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-037";"2018-10-25_ARMO_053_389441";"LAMBALLE";;;"en séjour sur une commune";;;;;;;;"M";1958;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-23_LEGD_04_389446";"2018-10-23-LEGD-SEN-012";"PLOUNEOUR TREZ";;;"en séjour sur une commune";;;;;;;;"M";1951;"0_Non Renseigné";"M";1951;"0_Non Renseigné";"Tri partiel";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-038";"2018-10-25_ARMO_053_389452";"TREGUEUX";;;"en séjour sur une commune";;;;;;;;"M";1956;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-039";"2018-10-25_ARMO_053_389465";"ALLINEUC";;;"en séjour sur une commune";;;;;;;;"M";1950;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-23_LEGD_04_389469";"2018-10-23-LEGD-SEN-014";"PLOUIDER";;;"en séjour sur une commune";;;;;;;;"F";1952;"0_Non Renseigné";"F";1951;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-040";"2018-10-25_ARMO_053_389482";"ST DONAN";;;"en séjour sur une commune";;;;;;;;"M";1963;"5_Employés";;;;"Non Triée";"Bon";"Moyen";"";"Attentif lors de l'échange mais reparti avec sa récolte non conforme et la complicité de sa femme."
"2018-10-24_MORL_19_389488";"2018-10-24-MORL-SEN-022";"LOCQUIREC";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"M";2006;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Tri après mon départ."
"2018-10-24_MORL_19_389488";"2018-10-24-MORL-SEN-022";"LOCQUIREC";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"M";2006;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Tri après mon départ."
"2018-10-24_MORL_19_389488";"2018-10-24-MORL-SEN-022";"LOCQUIREC";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"M";1954;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Tri après mon départ."
"2018-10-24_MORL_19_389488";"2018-10-24-MORL-SEN-022";"LOCQUIREC";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"F";1976;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Tri après mon départ."
"2018-10-25_ARMO_053_389499";"2018-10-25-ARMO-SEN-041";"LYON 01";;;"en séjour sur une commune";;7;;;;;;"M";1982;"0_Non Renseigné";"M";2013;;"Tri complet";"Bon";"Oui";"";
"2018-10-25_ARMO_053_389499";"2018-10-25-ARMO-SEN-041";"LYON 01";;;"en séjour sur une commune";;7;;;;;;"M";1982;"0_Non Renseigné";"F";2015;;"Tri complet";"Bon";"Oui";"";
"2018-10-25_ARMO_053_389499";"2018-10-25-ARMO-SEN-041";"LYON 01";;;"en séjour sur une commune";;7;;;;;;"M";1982;"0_Non Renseigné";"M";1984;;"Tri complet";"Bon";"Oui";"";
"2018-10-24-MORL-SEN-024";"2018-10-24_MORL_19_389508";"NOIRMOUTIER EN L ILE";;;"en séjour sur une commune";"LOCQUIREC";7;"Camping";;;"Oui, en partie";"Oui, en partie";"M";1948;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-25_ARMO_059_389523";"2018-10-25-ARMO-SEN-042";"GUINGAMP";;;"en séjour sur une commune";"BINIC ETABLES SUR MER";;"Résidence secondaire";;;;;;;"0_Non Renseigné";"F";1948;;"Panier vide";"Bon";"Oui";"";"Se baladent pour le bol d'air surtout."
"2018-10-25-ARMO-SEN-043";"2018-10-25_ARMO_059_389532";"ST QUAY PORTRIEUX";;;"en séjour sur une commune";;;;;;;;"M";1949;"0_Non Renseigné";;;;"Non Triée";"Moyen";"Moyen";"";"N'a pas le temps de mesurer pendant la pêche."
"2018-10-24_MORL_19_389538";"2018-10-24-MORL-SEN-025";"RENNES";;;"pour la journée";;;;;;;;"F";1953;"0_Non Renseigné";"M";1950;"0_Non Renseigné";"Non Triée";"Bon";"Oui";"";"Première fois à la coque. Tri après mon passage."
"2018-10-24_MORL_19_389548";"2018-10-24-MORL-SEN-026";"LA ROCHELLE";;;"en séjour sur une commune";"LOCQUIREC";7;"Camping";;;"Oui, en partie";"Oui, en partie";"M";1952;"0_Non Renseigné";"F";1951;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-044";"2018-10-25_ARMO_059_389558";"BINIC ETABLES SUR MER";;;"en séjour sur une commune";;;;;;;;"M";1948;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";"Pêche 1 ou 2 homards à chaque grande marée. Rappel du marquage du homard, ce qu'il a fait."
"2018-10-24_MORL_19_389567";"2018-10-24-MORL-SEN-027";"CAEN";;;"en séjour sur une commune";"LOCQUIREC";7;"Camping";"Non";2.0;"Oui, en partie";"Oui, en partie";"F";1952;"0_Non Renseigné";"M";1953;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-045";"2018-10-25_ARMO_059_389573";"PLELO";;;"pour la journée";;;;;;;;"F";1978;"0_Non Renseigné";;;;"Non Triée";"Moyen";"Moyen";"";"Mauvaise compréhension orale."
"2018-10-24_MORL_19_389584";"2018-10-24-MORL-SEN-028";"MARSEILLE 01";;;"en séjour sur une commune";"LOCQUIREC";7;"Camping";"Non";2.0;"Non, secondaire";"Non, secondaire";"M";1981;"0_Non Renseigné";"F";2010;"0_Non Renseigné";"Non Triée";"Bon";"Oui";"";"Pêchent pour la famille (8 personnes). 1 seul seau"
"2018-10-24_MORL_19_389601";"2018-10-24-MORL-SEN-029";"BREST";;;"pour la journée";;;;;;;;"F";1953;"0_Non Renseigné";"M";1952;"0_Non Renseigné";"Panier vide";"Bon";"Oui";"";"Ne pensaient pas que la pêche à pied était réglementée."
"2018-10-25_ARMO_059_389603";"2018-10-25-ARMO-SEN-046";"PLOUAGAT";;;"pour la journée";;;;;;;;"F";1947;"0_Non Renseigné";"M";1945;;"Non Triée";"Bon";"Moyen";"";
"2018-10-24-MORL-SEN-030";"2018-10-24_MORL_19_389619";"LOCQUIREC";;;"en séjour sur une commune";;;;;;;;"F";1950;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";"Enquêtée l'année dernière."
"2018-10-25-ARMO-SEN-047";"2018-10-25_ARMO_059_389621";"ST QUAY PORTRIEUX";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Moyen";"";"Mari éloigné, femme un peu déroutée."
"2018-10-25-ARMO-SEN-048";"2018-10-25_ARMO_059_389633";;;;"en séjour sur une commune";"GOUDELIN";10;;;;;;"F";1970;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";"Couple belge. Femme rapportant la récolte de son mari avant d'aller ramasser des huîtres en plus."
"2018-10-24-MORL-SEN-031";"2018-10-24_MORL_19_389666";"ST JEAN DU DOIGT";;;"en séjour sur une commune";;;;;;;;"M";1950;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-25_ARMO_059_389648";"2018-10-25-ARMO-SEN-049";"VERSAILLES";;;"en séjour sur une commune";"BINIC ETABLES SUR MER";7;;;;;;"F";1969;"0_Non Renseigné";"M";2011;;"Tri complet";"Bon";"Oui";"";"Pêche découverte avec petit fils avec totalité des prises relâchées à la fin."
"2018-10-25_ARMO_059_389657";"2018-10-25-ARMO-SEN-050";"BINIC ETABLES SUR MER";;;"en séjour sur une commune";;;;;;;;"F";1941;"0_Non Renseigné";"F";1965;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25-ARMO-SEN-051";"2018-10-25_ARMO_059_389667";"MONTAUBAN DE BRETAGNE";;;"en séjour sur une commune";"BINIC ETABLES SUR MER";7;;;;;;"M";1943;"0_Non Renseigné";;;;"Panier vide";"Bon";"Oui";"";"A pris réglettes pour petits enfants en vacances"
"2018-10-25-ARMO-SEN-052";"2018-10-25_ARMO_059_389682";"BINIC ETABLES SUR MER";;;"en séjour sur une commune";;;;;;;;"M";1963;"0_Non Renseigné";;;;"Panier vide";"Bon";"Oui";"";
"2018-10-24_MORL_09_389693";"2018-10-24-MORL-SEN-031";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"M";1954;"0_Non Renseigné";"M";2009;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Ne connaissait pas les herbiers."
"2018-10-25_ARMO_059_389694";"2018-10-25-ARMO-SEN-053";;;;"en séjour sur une commune";"GOUDELIN";10;;;;;;"M";1966;"0_Non Renseigné";"F";1970;;"Récolte conforme";"Bon";"Oui";"";"En couple avec femme de l'enquête n°1."
"2018-10-25-ARMO-SEN-054";"2018-10-25_ARMO_059_389710";;;;"en séjour sur une commune";;;;;;;;"M";1958;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Non";"";"Info collectée à travers des échanges entre pêcheurs au retour de marée"
"2018-10-25-ARMO-SEN-055";"2018-10-25_ARMO_059_389717";;;;"en séjour sur une commune";;;;;;;;"F";1960;"0_Non Renseigné";;;;"Tri partiel";"Bon";"Moyen";"";"A trié sa récolte rapidement. 3 CSJ sous-maillée contrôlées par les gendarmes au retour."
"2018-10-25_ARMO_059_389729";"2018-10-25-ARMO-SEN-056";;;;"en séjour sur une commune";;;;;;;;"M";1963;"0_Non Renseigné";"F";1963;;"Récolte conforme";"Bon";"Moyen";"";"Déjà verbalisé pour un homard sous-maillé de 2 mm.. Trouve ça abusif !"
"2018-10-25-ARMO-SEN-057";"2018-10-25_ARMO_059_389737";;;;"en séjour sur une commune";;;;;;;;"M";1953;"0_Non Renseigné";;;;;;;"";"Pêcheur non rencontré par enquêteurs mais verbalisé par gendarmes avec qui nous avons échangé."
"2018-10-26-ARMO-SEN-016";"2018-10-26_ARMO_104_389746";"PENVENAN";;;"en séjour sur une commune";;;;;;;;"F";1954;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-26-ARMO-SEN-017";"2018-10-26_ARMO_104_389753";"PARIS 10";;;"en séjour sur une commune";;75;;;;;;"F";1985;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";"Au courant de l'interdiction sanitaire mais pas de problème selon elle."
"2018-10-24_MORL_09_389761";"2018-10-24-MORL-SEN-033";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"M";;;"Non Triée";"Bon";"Oui";"";"Déjà sensibilisés l'année dernière. Plein de petites dans le seau."
"2018-10-24_MORL_09_389761";"2018-10-24-MORL-SEN-033";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"F";;;"Non Triée";"Bon";"Oui";"";"Déjà sensibilisés l'année dernière. Plein de petites dans le seau."
"2018-10-24_MORL_09_389761";"2018-10-24-MORL-SEN-033";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"M";1983;"0_Non Renseigné";"Non Triée";"Bon";"Oui";"";"Déjà sensibilisés l'année dernière. Plein de petites dans le seau."
"2018-10-24_MORL_09_389761";"2018-10-24-MORL-SEN-033";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"M";;;"Non Triée";"Bon";"Oui";"";"Déjà sensibilisés l'année dernière. Plein de petites dans le seau."
"2018-10-24_MORL_09_389771";"2018-10-24-MORL-SEN-034";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"M";1950;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";"Déjà sensibilisés en août."
"2018-10-25-MORL-SEN-057";"2018-10-25_MORL_09_389779";;;;"en séjour sur une commune";;;;;;;;;;"0_Non Renseigné";;;;;"Refus";"Non";"";
"2018-10-25-MORL-SEN-059";"2018-10-25_MORL_09_389783";"LANDERNEAU";;;"en séjour sur une commune";;;;;;;;"M";1958;"0_Non Renseigné";;;;"Non Triée";"Bon";"Oui";"";"Connaissance de la réglementation des parcs ostréicoles."
"2018-10-25_MORL_09_389791";"2018-10-25-MORL-SEN-060";"PLOUGASNOU";;;"en séjour sur une commune";;;;;;;;"M";1948;"0_Non Renseigné";"M";1958;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";
"2018-10-25-MORL-SEN-061";"2018-10-25_MORL_09_389799";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1963;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-25-MORL-SEN-062";"2018-10-25_MORL_09_389806";"BREST";;;"pour la journée";;;;;;;;"F";1958;"0_Non Renseigné";;;;"Non Triée";"Bon";"Oui";"";
"2018-10-25_MORL_09_389813";"2018-10-25-MORL-SEN-063";"STRASBOURG";;;"en séjour sur une commune";"PLOUGASNOU";7;;;;"Non, secondaire";"Non, secondaire";"F";1978;"0_Non Renseigné";"M";1978;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";
"2018-10-25_MORL_09_389821";"2018-10-25-MORL-SEN-064";"MORLAIX";;;"en séjour sur une commune";;;;;;;;"M";1958;"0_Non Renseigné";"F";1958;"0_Non Renseigné";"Non Triée";"Bon";"Oui";"";"S'interrogent de la taille dans le commerce."
"2018-10-26_ARMO_104_389829";"2018-10-26-ARMO-SEN-018";"TRELEVERN";;;"en séjour sur une commune";;;;;;;;"M";1952;"0_Non Renseigné";"F";1952;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25_MORL_09_389838";"2018-10-25-MORL-SEN-065";"RENNES";;;"en séjour sur une commune";"PLOUGASNOU";7;"Location/Hotel";;;;;"M";1983;"0_Non Renseigné";"F";1983;"0_Non Renseigné";"Panier vide";"Bon";"Oui";"";"Ont fait une animation avec nous la veille (CO)."
"2018-10-26-ARMO-SEN-019";"2018-10-26_ARMO_106_389844";"PERROS GUIREC";;;"pour la journée";;;;;;;;"M";1955;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25_MORL_09_389852";"2018-10-25-MORL-SEN-066";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"F";2009;"0_Non Renseigné";"Panier vide";"Moyen";"Moyen";"";"Ne sont pas contents des animations GP sur le site."
"2018-10-25_MORL_09_389852";"2018-10-25-MORL-SEN-066";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1953;"0_Non Renseigné";"M";2010;"0_Non Renseigné";"Panier vide";"Moyen";"Moyen";"";"Ne sont pas contents des animations GP sur le site."
"2018-10-26-ARMO-SEN-020";"2018-10-26_ARMO_103_389858";"PENVENAN";;;"en séjour sur une commune";;;;;;;;"F";1947;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";"Pêche aussi la palourde parfois d'où la fourchette."
"2018-10-25_MORL_09_389868";"2018-10-25-MORL-SEN-067";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1968;"0_Non Renseigné";"F";;;"Tri complet";"Bon";"Oui";"";"Déjà sensibilisés l'année dernière."
"2018-10-25_MORL_09_389868";"2018-10-25-MORL-SEN-067";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1968;"0_Non Renseigné";"M";1968;;"Tri complet";"Bon";"Oui";"";"Déjà sensibilisés l'année dernière."
"2018-10-25_MORL_09_389868";"2018-10-25-MORL-SEN-067";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1968;"0_Non Renseigné";"M";;;"Tri complet";"Bon";"Oui";"";"Déjà sensibilisés l'année dernière."
"2018-10-25_MORL_09_389868";"2018-10-25-MORL-SEN-067";"PLOUEZOC H";;;"en séjour sur une commune";;;;;;;;"F";1968;"0_Non Renseigné";"F";;;"Tri complet";"Bon";"Oui";"";"Déjà sensibilisés l'année dernière."
"2018-10-26-ARMO-SEN-021";"2018-10-26_ARMO_106_389872";"TREGUIER";;;"en séjour sur une commune";;;;;;;;"M";1955;"0_Non Renseigné";;;;"Panier vide";"Bon";"Oui";"";"Ravi de voir plein d'ormeaux même si trop petits. Remet en place les pierres."
"2018-10-25_MORL_09_389885";"2018-10-25-MORL-SEN-068";;;;"en séjour sur une commune";;;;;;;;"M";1973;"0_Non Renseigné";"M";1973;"0_Non Renseigné";;"Refus";"Non";"";
"2018-10-26_ARMO_106_389892";"2018-10-26-ARMO-SEN-022";"TROYES";;;"en séjour sur une commune";"PENVENAN";7;;;;;;"F";1967;"0_Non Renseigné";"M";2008;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-26_ARMO_106_389892";"2018-10-26-ARMO-SEN-022";"TROYES";;;"en séjour sur une commune";"PENVENAN";7;;;;;;"F";1967;"0_Non Renseigné";"F";2000;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-26_ARMO_106_389892";"2018-10-26-ARMO-SEN-022";"TROYES";;;"en séjour sur une commune";"PENVENAN";7;;;;;;"F";1967;"0_Non Renseigné";"F";2003;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-26_ARMO_106_389892";"2018-10-26-ARMO-SEN-022";"TROYES";;;"en séjour sur une commune";"PENVENAN";7;;;;;;"F";1967;"0_Non Renseigné";"M";1963;;"Récolte conforme";"Bon";"Oui";"";
