"Libellé Sortie";"Code Enquète";"Heure début récolte";"Temps passé récolte";"Temps total Peche";"Nb pêcheurs récolte";"Panier vide";"Conformité maille";" Conformité quantité";"Tri du panier";"Espece";"Poids récolte";"Nb individus";"Volume récolté";"Type évaluation";"Poids maille";"Nb maille";"Volume maille";"Type évaluation maille";"Taille échantillon"
"Mousterlin_08/04/2016_LM_348";;;90;90;2;"Non";;;;"Crevettes";;;;;;;;;
"Mousterlin_08/04/2016_LM_349";;;60;60;2;"Non";;;;"Moules";;;;;;;;;
"Mousterlin_08/04/2016_LM_350";;;75;95;7;"Non";;;;"Crevettes";;10;;;;;;;
"Mousterlin_08/04/2016_LM_351";;;70;90;2;"Non";;;;"Moules";;4;;;;;;;
"Mousterlin_09/05/2016_HY_352";;;60;120;2;"Non";;;;"Moules";;50;;;;;;;
"Mousterlin_09/05/2016_HY_353";;;60;90;1;"Non";;;;"Moules";2500.0;;;;;;;;
"Mousterlin_09/09/2014_AL_41";;;55;170;1;"Oui";;;
"Mousterlin_09/09/2014_AL_42";;;80;180;1;"Non";;;;"Moules";500.0;;;;;;;;
"Mousterlin_09/09/2014_AL_43";;;60;180;1;"Non";;;;"Crevettes";;1;;;;;;;
"Mousterlin_09/09/2014_AL_43";;;60;180;1;"Non";;;;"Etrille";50.0;;;;;;;;
"Mousterlin_09/09/2014_AL_44";;;65;165;1;"Non";;;;"Crevettes";50.0;;;;;;;;
"Mousterlin_09/09/2014_AL_45";;;90;90;2;"Non";;;;"Crevettes";50.0;;;;;;;;
"Mousterlin_09/09/2014_AL_45";;;90;90;2;"Non";;;;"Palourdes";;4;;;;;;;
"Mousterlin_09/09/2014_AL_46";;;40;45;2;"Non";;;;"Moules";1000.0;;;;;;;;
"Mousterlin_09/09/2014_AL_47";;;120;120;1;"Non";;;;"Araignée de mer";;2;;;;;;;
"Mousterlin_09/09/2014_AL_47";;;120;120;1;"Non";;;;"Tourteau";;2;;;;;;;
"Mousterlin_09/09/2014_AL_47";;;120;120;1;"Non";;;;"Etrille";;12;;;;;;;
"Mousterlin_09/09/2014_AL_48";;;180;180;2;"Non";;;;"Tourteau";;4;;;;;;;
"Mousterlin_09/09/2014_AL_48";;;180;180;2;"Non";;;;"Etrille";;5;;;;;;;
"Mousterlin_09/09/2014_GG_49";;;7;49;2;"Non";;;;"Palourdes";;7;;;;;;;
"Mousterlin_09/09/2014_GG_50";;;30;60;1;"Non";;;;"Etrille";;8;;;;;;;
"Mousterlin_09/09/2014_GG_51";;;75;90;1;"Non";;;;"Crevettes";1200.0;;;;;;;;
"Mousterlin_09/09/2014_GG_52";;;89;90;1;"Non";;;;"Crevettes";2000.0;;;;;;;;
"Mousterlin_09/09/2014_GG_53";;;90;90;1;"Non";;;;"Etrille";;20;;;;;;;
"Mousterlin_09/09/2014_GG_54";;;150;150;1;"Non";;;;"Crevettes";1480.0;;;;;;;;
"Mousterlin_09/09/2014_GG_55";;;105;105;4;"Non";;;;"Tourteau";;4;;;;;;;
"Mousterlin_09/09/2014_GG_55";;;105;105;4;"Non";;;;"Etrille";;3;;;;;;;
"Mousterlin_09/09/2014_GG_56";;;120;120;6;"Non";;;;"Tourteau";;3;;;;;;;
"Mousterlin_09/09/2014_GG_56";;;120;120;6;"Non";;;;"Etrille";;5;;;;;;;
"Mousterlin_09/10/2014_AL_70";;;100;100;1;"Non";;;;"Crevettes";;10;;;;;;;
"Mousterlin_09/10/2014_AL_71";;;150;150;1;"Non";;;;"Crevettes";;;;;;;;;
"Mousterlin_11/02/2016_HY_324";;;13;60;1;"Non";;;;"Praire";;3;;;;;;;
"Mousterlin_11/02/2016_HY_325";;;57;90;1;"Non";;;;"Moules";;50;;;;;;;
"Mousterlin_11/02/2016_HY_325";;;57;90;1;"Non";;;;"Patelles";;10;;;;;;;
"Mousterlin_11/02/2016_HY_325";;;57;90;1;"Non";;;;"Praire";;6;;;;;;;
"Mousterlin_11/09/2014_AL_57";;;20;90;1;"Oui";;;
"Mousterlin_11/09/2014_AL_58";;;35;150;1;"Oui";;;
"Mousterlin_11/09/2014_AL_59";;;35;135;1;"Non";;;;"Crevettes";250.0;;;;;;;;
"Mousterlin_11/09/2014_AL_60";;;120;270;2;"Non";;;;"Tourteau";;1;;;;;;;
"Mousterlin_11/09/2014_AL_60";;;120;270;2;"Non";;;;"Etrille";;1;;;;;;;
"Mousterlin_11/09/2014_AL_61";;;35;95;1;"Non";;;;"Praire";;2;;;;;;;
"Mousterlin_11/09/2014_GG_62";;;91;105;2;"Non";;;;"Palourdes";;;;;;;;;
"Mousterlin_11/09/2014_GG_62";;;91;105;2;"Non";;;;"Moules";;56;;;;;;;
"Mousterlin_11/09/2014_GG_63";;;53;75;1;"Non";;;;"Etrille";;4;;;;;;;
"Mousterlin_11/09/2014_GG_63";;;53;75;1;"Non";;;;"Crevettes";;1;;;;;;;
"Mousterlin_11/09/2014_GG_64";;;116;120;1;"Non";;;;"Tourteau";;1;;;;;;;
"Mousterlin_11/09/2014_GG_65";;;97;150;2;"Non";;;;"Crevettes";1370.0;;;;;;;;
"Mousterlin_11/09/2014_GG_66";;;105;180;2;"Non";;;;"Tourteau";;3;;;;;;;
"Mousterlin_11/09/2014_GG_66";;;105;180;2;"Non";;;;"Etrille";;16;;;;;;;
"Mousterlin_11/09/2014_GG_67";;;93;93;2;"Non";;;;"Tourteau";;1;;;;;;;
"Mousterlin_11/09/2014_GG_67";;;93;93;2;"Non";;;;"Crevettes";;40;;;;;;;
"Mousterlin_11/09/2014_GG_67";;;93;93;2;"Non";;;;"Palourdes";;1;;;;;;;
"Mousterlin_11/09/2014_GG_67";;;93;93;2;"Non";;;;"Etrille";;5;;;;;;;
"Mousterlin_11/09/2014_GG_68";;;90;90;2;"Non";;;;"Moules";4000.0;;;;;;;;
"Mousterlin_11/09/2014_GG_68";;;90;90;2;"Non";;;;"Palourdes";;4;;;;;;;
"Mousterlin_11/09/2014_GG_69";;;150;150;1;"Non";;;;"Crevettes";200.0;1;;;;;;;
"Mousterlin_12/07/2014_HY_10";;;55;90;4;"Oui";;;
"Mousterlin_12/07/2014_HY_11";;;7;60;2;"Non";;;;"Moules";;6;;;;;;;
"Mousterlin_12/07/2014_HY_12";;;58;75;1;"Non";;;;"Palourdes";;10;;;;;;;
"Mousterlin_12/07/2014_HY_13";;;65;75;3;"Non";;;;"Crabe vert d'Europe, crabe enragé";;3;;;;;;;
"Mousterlin_12/07/2014_HY_13";;;65;75;3;"Non";;;;"Crevettes";;50;;;;;;;
"Mousterlin_12/07/2014_HY_14";;;68;105;2;"Non";;;;"Palourdes";800.0;70;;;;;;;
"Mousterlin_12/07/2014_HY_14";;;68;105;2;"Non";;;;"Clam";;8;;;;;;;
"Mousterlin_12/07/2014_HY_15";;;68;105;1;"Non";;;;"Moules";800.0;70;;;;;;;
"Mousterlin_12/07/2014_HY_9";;;45;90;1;"Non";;;;"Palourdes";;10;;;;;;;
"Mousterlin_12/08/2014_LM_33";;;30;60;4;"Non";;;;"Moules";;30;;;;;;;
"Mousterlin_12/08/2014_LM_34";;;30;120;4;"Non";;;;"Bouquet commun";;5;;;;;;;
"Mousterlin_12/08/2014_LM_35";;;60;180;4;"Oui";;;
"Mousterlin_12/08/2014_LM_36";;;45;150;4;"Oui";;;
"Mousterlin_12/08/2014_LM_37";;;120;180;6;"Non";;;;"Etrille";;1;;;;;;;
"Mousterlin_12/08/2014_LM_37";;;120;180;6;"Non";;;;"Tourteau";;3;;;;;;;
"Mousterlin_12/08/2014_LM_38";;;90;100;4;"Non";;;;"Etrille";;2;;;;;;;
"Mousterlin_12/08/2014_LM_38";;;90;100;4;"Non";;;;"Crevettes";;20;;;;;;;
"Mousterlin_12/08/2014_LM_39";;;45;60;1;"Non";;;;"Praire";;2;;;;;;;
"Mousterlin_12/08/2014_LM_40";;;150;150;4;"Non";;;;"Praire";;5;;;;;;;
"Mousterlin_12/08/2014_LM_40";;;150;150;4;"Non";;;;"Palourdes";;20;;;;;;;
"Mousterlin_14/06/2014_GG_1";;;35;120;3;"Oui";;;
"Mousterlin_14/06/2014_GG_2";;;5;170;1;"Non";;;;"Crevettes";40.0;20;;;;;;;
"Mousterlin_14/06/2014_GG_3";;;30;170;1;"Non";;;;"Crevettes";50.0;30;;;;;;;
"Mousterlin_14/06/2014_GG_4";;;15;75;4;"Non";;;;"Palourdes";;2;;;;;;;
"Mousterlin_14/06/2014_GG_4";;;15;75;4;"Non";;;;"Praire";;8;;;;;;;
"Mousterlin_14/06/2014_GG_5";;;70;70;2;"Oui";;;
"Mousterlin_14/06/2014_GG_6";;;55;85;5;"Non";;;;"Crevettes";;3;;;;;;;
"Mousterlin_14/06/2014_GG_6";;;55;85;5;"Non";;;;"Tourteau";;1;;;;;;;
"Mousterlin_14/06/2014_GG_6";;;55;85;5;"Non";;;;"Araignée de mer";;4;;;;;;;
"Mousterlin_14/06/2014_GG_7";;;75;105;2;"Non";;;;"Tourteau";;1;;;;;;;
"Mousterlin_14/06/2014_GG_8";;;140;180;5;"Non";;;;"Etrille";;5;;;;;;;
"Mousterlin_14/06/2014_GG_8";;;140;180;5;"Non";;;;"Tourteau";;4;;;;;;;
"Mousterlin_14/06/2014_GG_8";;;140;180;5;"Non";;;;"Couteaux";;1;;;;;;;
"Mousterlin_14/07/2014_GG_16";;;150;165;3;"Non";;;;"Crevettes";200.0;;;;;;;;
"Mousterlin_14/07/2014_GG_17";;;120;135;5;"Non";;;;"Tourteau";;6;;;;;;;
"Mousterlin_14/07/2014_GG_17";;;120;135;5;"Non";;;;"Crevettes";;30;;;;;;;
"Mousterlin_14/07/2014_GG_18";;;120;120;2;"Non";;;;"Crevettes";300.0;;;;;;;;
"Mousterlin_14/07/2014_GG_18";;;120;120;2;"Non";;;;"Etrille";;3;;;;;;;
"Mousterlin_14/07/2014_GG_19";;;150;150;1;"Non";;;;"Etrille";;12;;;;;;;
"Mousterlin_14/07/2014_GG_20";;;60;60;2;"Non";;;;"Palourdes";;6;;;;;;;
"Mousterlin_14/07/2014_GG_21";;;240;240;4;"Non";;;;"Tourteau";;8;;;;;;;
"Mousterlin_14/07/2014_GG_21";;;240;240;4;"Non";;;;"Etrille";;8;;;;;;;
"Mousterlin_14/07/2014_GG_22";;;105;105;3;"Non";;;;"Praire";;1;;;;;;;
"Mousterlin_14/07/2014_GG_22";;;105;105;3;"Non";;;;"Etrille";;12;;;;;;;
"Mousterlin_14/07/2014_GG_22";;;105;105;3;"Non";;;;"Tourteau";;13;;;;;;;
"Mousterlin_15/07/2014_GG_23";;;15;;6;"Non";;;;"Tourteau";;1;;;;;;;
"Mousterlin_15/07/2014_GG_24";;;180;180;1;"Oui";;;
"Mousterlin_15/07/2014_GG_25";;;97;150;2;"Non";;;;"Crevettes";;40;;;;;;;
"Mousterlin_15/07/2014_GG_26";;;77;115;2;"Non";;;;"Crevettes";;2;;;;;;;
"Mousterlin_15/07/2014_GG_27";;;80;140;1;"Non";;;;"Palourdes";1900.0;;;;;;;;
"Mousterlin_15/07/2014_GG_28";;;100;100;1;"Non";;;;"Etrille";;1;;;;;;;
"Mousterlin_15/07/2014_GG_28";;;100;100;1;"Non";;;;"Tourteau";;3;;;;;;;
"Mousterlin_15/07/2014_GG_29";;;120;150;1;"Non";;;;"Etrille";;8;;;;;;;
"Mousterlin_15/07/2014_GG_29";;;120;150;1;"Non";;;;"Tourteau";;3;;;;;;;
"Mousterlin_15/07/2014_LM_30";;;30;90;4;"Non";;;;"Moules";1000.0;60;;;;;;;
"Mousterlin_15/07/2014_LM_31";;;135;135;3;"Non";;;;"Bigorneaux";;30;;;;;;;
"Mousterlin_15/07/2014_LM_32";;;90;120;3;"Oui";;;
"Mousterlin_17/06/2015_HY_249";;;30;45;1;"Non";;;;"Moules";;70;;;;;;;
"Mousterlin_17/06/2015_HY_250";;;75;105;2;"Non";;;;"Coques";2000.0;;;;;;;;
"Mousterlin_19/02/2015_LM_202";;;;90;4;"Non";;;;"Palourdes";;1;;;;;;;
"Mousterlin_19/02/2015_LM_203";;;40;100;2;"Non";;;;"Moules";2000.0;;;;;;;;
"Mousterlin_19/02/2015_LM_204";;;60;120;2;"Non";;;;"Crevettes";;9;;;;;;;
"Mousterlin_19/02/2015_LM_205";;;40;120;2;"Non";;;;"Etrille";;6;;;;;;;
"Mousterlin_19/02/2015_LM_206";;;30;85;3;"Oui";;;
"Mousterlin_19/02/2015_LM_207";;;90;90;2;"Non";;;;"Moules";500.0;;;;;;;;
"Mousterlin_19/02/2015_LM_207";;;90;90;2;"Non";;;;"Palourdes";;2;;;;;;;
"Mousterlin_19/03/2015_HY_220";;;30;60;1;"Non";;;;"Bouquet commun";857.1428571428571;3;;;;;;;
"Mousterlin_19/03/2015_HY_226";;;80;140;1;"Non";;;;"Palourdes";;20;;;;;;;
"Mousterlin_19/03/2015_HY_226";;;80;140;1;"Non";;;;"Praire";;9;;;;;;;
"Mousterlin_19/03/2015_HY_227";;;65;90;1;"Non";;;;"Palourdes";;45;;;;;;;
"Mousterlin_19/03/2015_HY_228";;;55;90;1;"Non";;;;"Praire";;1;;;;;;;
"Mousterlin_19/03/2015_HY_229";;;45;90;1;"Non";;;;"Dosinie, Montre, Verre de montre";;6;;;;;;;
"Mousterlin_19/03/2015_PP_221";;;60;105;2;"Non";;;;"Dosinie, Montre, Verre de montre";;3;;;;;;;
"Mousterlin_19/03/2015_PP_221";;;60;105;2;"Non";;;;"Palourdes";;13;;;;;;;
"Mousterlin_19/03/2015_PP_221";;;60;105;2;"Non";;;;"Praire";;1;;;;;;;
"Mousterlin_19/03/2015_PP_222";;;45;60;2;"Non";;;;"Palourdes";;;;;;;;;
"Mousterlin_19/03/2015_PP_223";;;120;130;1;"Non";;;;"Dosinie, Montre, Verre de montre";;2;;;;;;;
"Mousterlin_19/03/2015_PP_223";;;120;130;1;"Non";;;;"Praire";;4;;;;;;;
"Mousterlin_19/03/2015_PP_223";;;120;130;1;"Non";;;;"Palourdes";;10;;;;;;;
"Mousterlin_19/03/2015_PP_224";;;125;125;1;"Non";;;;"Etrille";;2;;;;;;;
"Mousterlin_19/03/2015_PP_225";;;105;120;1;"Non";;;;"Palourdes";;2;;;;;;;
"Mousterlin_19/03/2015_PP_225";;;105;120;1;"Non";;;;"Etrille";;4;;;;;;;
"Mousterlin_19/03/2015_PP_225";;;105;120;1;"Non";;;;"Patelles";;20;;;;;;;
"Mousterlin_19/08/2016_HY et MLR_403";;;5;45;1;"Non";;;;"Moules";;;;;;;;;
"Mousterlin_19/08/2016_HY et MLR_404";;;;180;1;"Oui";;;
"Mousterlin_19/08/2016_HY et MLR_405";;;90;120;4;"Non";;;;"Moules";500.0;;;;;;;;
"Mousterlin_19/08/2016_HY et MLR_406";;;20;60;1;"Non";;;;"Etrille";;1;;;;;;;
"Mousterlin_19/08/2016_HY et MLR_407";;;50;80;1;"Non";;;;"Crevettes";;;;;;;;;
"Mousterlin_19/08/2016_HY et MLR_408";;;56;120;1;"Oui";;;
"Mousterlin_19/08/2016_HY et MLR_409";;;45;90;1;"Non";;;;"Crevettes";;;;;;;;;
"Mousterlin_19/08/2016_HY et MLR_409";;;45;90;1;"Non";;;;"Crabe vert d'Europe, crabe enragé";;2;;;;;;;
"Mousterlin_19/08/2016_HY et MLR_410";;;53;;1;"Non";;;;"Moules";;2;;;;;;;
"Mousterlin_19/08/2016_LL_397";;;15;90;1;"Non";;;;"Bouquet commun";;;;;;;;;
"Mousterlin_19/08/2016_LL_398";;;15;85;2;"Oui";;;
"Mousterlin_19/08/2016_LL_399";;;75;75;2;"Oui";;;
"Mousterlin_19/08/2016_LL_400";;;45;105;3;"Non";;;;"Moules";500.0;;;;;;;;
"Mousterlin_19/08/2016_LL_401";;;25;85;7;"Non";;;;"Tourteau";;;;;;;;;
"Mousterlin_19/08/2016_LL_402";;;10;35;2;"Non";;;;"Crevettes";;;;;;;;;
"Mousterlin_20/02/2015_GG_211";;;45;75;1;"Non";;;;"Etrille";;4;;;;;;;
"Mousterlin_20/02/2015_GG_212";;;60;75;3;"Non";;;;"Etrille";;1;;;;;;;
"Mousterlin_20/02/2015_GG_213";;;30;45;2;"Non";;;;"Etrille";;2;;;;;;;
"Mousterlin_20/02/2015_GG_214";;;15;;1;"Non";;;;"Palourdes";;1;;;;;;;
"Mousterlin_20/02/2015_LM_208";;;;75;4;"Oui";;;
"Mousterlin_20/02/2015_LM_209";;;50;90;5;"Non";;;;"Palourdes";;1;;;;;;;
"Mousterlin_20/02/2015_LM_209";;;50;90;5;"Non";;;;"Etrille";;2;;;;;;;
"Mousterlin_20/02/2015_LM_209";;;50;90;5;"Non";;;;"Amande de mer";;13;;;;;;;
"Mousterlin_20/02/2015_LM_209";;;50;90;5;"Non";;;;"Bouquet commun";;15;;;;;;;
"Mousterlin_20/02/2015_LM_210";;;30;60;3;"Oui";;;
"Mousterlin_28/09/2015_LM_316";;;140;150;1;"Non";;;;"Bouquet commun";30.0;100;;;;;;;
"Mousterlin_28/09/2015_LM_317";;;140;140;1;"Non";;;;"Ormeaux";;1;;;;;;;
"Mousterlin_28/09/2015_LM_317";;;140;140;1;"Non";;;;"Tourteau";;3;;;;;;;
"Mousterlin_28/09/2015_LM_317";;;140;140;1;"Non";;;;"Etrille";;8;;;;;;;
"Mousterlin_28/09/2015_LM_318";;;40;105;1;"Non";;;;"Etrille";;10;;;;;;;
"Mousterlin_28/09/2015_LM_319";;;50;75;1;"Non";;;;"Moules";800.0;;;;;;;;
"Mousterlin_28/09/2015_LM_320";;;100;105;3;"Non";;;;"Palourdes";800.0;30;;;;;;;
"Mousterlin_28/09/2015_LM_321";;;60;60;1;"Non";;;;"Couteaux";880.0;;;;;;;;
"Mousterlin_28/09/2015_LM_322";;;80;120;2;"Non";;;;"Bouquet commun";100.0;50;;;;;;;
"Mousterlin_28/09/2015_LM_322";;;80;120;2;"Non";;;;"Couteaux";880.0;;;;;;;;
"Mousterlin_28/09/2015_LM_323";;;30;110;2;"Non";;;;"Moules";;;;;;;;;
"Mousterlin_28/09/2015_LM_323";;;30;110;2;"Non";;;;"Couteaux";880.0;;;;;;;;
"Penfoulic_05/12/2014_AL_118";;;15;15;1;"Non";;;;"Huître plate";2200.0;;;;;;;;
"Penfoulic_05/12/2014_AL_119";;;60;120;1;"Non";;;;"Palourdes";;3;;;;;;;
"Penfoulic_05/12/2014_AL_120";;;30;30;1;"Non";;;;"Huître plate";4900.0;;;;;;;;
"Penfoulic_05/12/2014_AL_120";;;30;30;1;"Non";;;;"Huître creuse";2.6;;;;;;;;
"Penfoulic_06/11/2014_AL_114";;;80;110;1;"Non";;;;"Palourdes";;16;;;;;;;
"Penfoulic_06/11/2014_AL_114";;;80;110;1;"Non";;;;"Bigorneaux";;25;;;;;;;
"Penfoulic_06/11/2014_AL_115";;;70;120;1;"Non";;;;"Coques";;9;;;;;;;
"Penfoulic_06/11/2014_AL_115";;;70;120;1;"Non";;;;"Palourdes";;14;;;;;;;
"Penfoulic_06/11/2014_AL_116";;;100;100;1;"Non";;;;"Bigorneaux";100.0;;;;;;;;
"Penfoulic_06/11/2014_AL_116";;;100;100;1;"Non";;;;"Palourdes";;;;;;;;;
"Penfoulic_06/11/2014_AL_116";;;100;100;1;"Non";;;;"Moules";;;;;;;;;
"Penfoulic_06/11/2014_AL_117";;;30;30;2;"Non";;;;"Huître creuse";6.8;;;;;;;;
"Penfoulic_08/09/2014_HY_110";;;32;90;1;"Non";;;;"Palourdes";;15;;;;;;;
"Penfoulic_08/09/2014_HY_111";;;180;195;1;"Non";;;;"Crevettes";1200.0;;;;;;;;
"Penfoulic_08/10/2014_AL_112";;;105;105;2;"Non";;;;"Coques";1800.0;;;;;;;;
"Penfoulic_08/10/2014_AL_112";;;105;105;2;"Non";;;;"Palourdes";800.0;;;;;;;;
"Penfoulic_08/10/2014_AL_113";;;75;90;1;"Non";;;;"Moules";;2;;;;;;;
"Penfoulic_08/10/2014_AL_113";;;75;90;1;"Non";;;;"Coques";400.0;;;;;;;;
"Penfoulic_08/10/2014_AL_113";;;75;90;1;"Non";;;;"Bigorneaux";100.0;;;;;;;;
"Penfoulic_08/10/2014_AL_113";;;75;90;1;"Non";;;;"Palourdes";;1;;;;;;;
"Penfoulic_11/07/2014_HY_80";;;23;90;1;"Non";;;;"Palourdes";2000.0;50;;;;;;;
"Penfoulic_11/07/2014_HY_81";;;60;90;1;"Non";;;;"Couteaux";2500.0;250;;;;;;;
"Penfoulic_11/07/2014_HY_82";;;30;90;3;"Non";;;;"Couteaux";;50;;;;;;;
"Penfoulic_11/07/2014_HY_83";;;25;75;2;"Non";;;;"Palourdes";;17;;;;;;;
"Penfoulic_11/08/2014_HY_100";;;30;60;1;"Non";;;;"Palourdes";;37;;;;;;;
"Penfoulic_11/08/2014_HY_93";;;71;100;1;"Non";;;;"Bigorneaux";500.0;;;;;;;;
"Penfoulic_11/08/2014_HY_94";;;30;150;2;"Oui";;;
"Penfoulic_11/08/2014_HY_95";;;35;120;2;"Non";;;;"Coques";;4;;;;;;;
"Penfoulic_11/08/2014_HY_95";;;35;120;2;"Non";;;;"Palourdes";;6;;;;;;;
"Penfoulic_11/08/2014_HY_96";;;75;90;2;"Non";;;;"Palourdes";;8;;;;;;;
"Penfoulic_11/08/2014_HY_97";;;55;75;2;"Non";;;;"Couteaux";1700.0;6;;;;;;;
"Penfoulic_11/08/2014_HY_98";;;6;60;2;"Non";;;;"Couteaux";;4;;;;;;;
"Penfoulic_11/08/2014_HY_99";;;75;90;5;"Non";;;;"Palourdes";;15;;;;;;;
"Penfoulic_11/08/2014_HY_99";;;75;90;5;"Non";;;;"Couteaux";;10;;;;;;;
"Penfoulic_13/08/2014_HY_101";;;141;150;1;"Non";;;;"Coques";3500.0;;;;;;;;
"Penfoulic_13/08/2014_HY_102";;;60;120;1;"Non";;;;"Coques";;60;;;;;;;
"Penfoulic_13/08/2014_HY_102";;;60;120;1;"Non";;;;"Moules";;60;;;;;;;
"Penfoulic_13/08/2014_HY_103";;;73;120;2;"Non";;;;"Coques";;26;;;;;;;
"Penfoulic_13/08/2014_HY_103";;;73;120;2;"Non";;;;"Palourdes";;5;;;;;;;
"Penfoulic_13/08/2014_HY_104";;;34;60;2;"Non";;;;"Coques";1200.0;;;;;;;;
"Penfoulic_13/08/2014_HY_105";;;47;90;4;"Non";;;;"Coques";1000.0;;;;;;;;
"Penfoulic_13/08/2014_HY_106";;;150;180;1;"Non";;;;"Coques";;58;;;;;;;
"Penfoulic_13/08/2014_HY_106";;;150;180;1;"Non";;;;"Palourdes";;3;;;;;;;
"Penfoulic_13/08/2014_HY_107";;;15;30;2;"Non";;;;"Coques";;164;;;;;;;
"Penfoulic_14/06/2014_HY_72";;;35;60;3;"Non";;;;"Palourdes";;10;;;;;;;
"Penfoulic_14/06/2014_HY_72";;;35;60;3;"Non";;;;"Coques";;3;;;;;;;
"Penfoulic_14/06/2014_HY_72";;;35;60;3;"Non";;;;"Couteaux";;15;;;;;;;
"Penfoulic_14/06/2014_HY_73";;;75;90;2;"Non";;;;"Bigorneaux";;;;;;;;;
"Penfoulic_14/06/2014_HY_73";;;75;90;2;"Non";;;;"Palourdes";;15;;;;;;;
"Penfoulic_14/06/2014_HY_74";;;60;60;3;"Non";;;;"Coques";;3;;;;;;;
"Penfoulic_14/06/2014_HY_74";;;60;60;3;"Non";;;;"Palourdes";;1;;;;;;;
"Penfoulic_14/06/2014_HY_74";;;60;60;3;"Non";;;;"Bigorneaux";;;;;;;;;
"Penfoulic_14/06/2014_HY_74";;;60;60;3;"Non";;;;"Moules";;3;;;;;;;
"Penfoulic_14/06/2014_HY_74";;;60;60;3;"Non";;;;"Patelles";;4;;;;;;;
"Penfoulic_14/06/2014_HY_75";;;30;90;2;"Non";;;;"Couteaux";;10;;;;;;;
"Penfoulic_14/06/2014_HY_76";;;10;60;1;"Non";;;;"Couteaux";;50;;;;;;;
"Penfoulic_14/06/2014_HY_77";;;100;120;3;"Non";;;;"Coques";;40;;;;;;;
"Penfoulic_14/06/2014_HY_78";;;15;120;1;"Non";;;;"Moules";;12;;;;;;;
"Penfoulic_14/06/2014_HY_78";;;15;120;1;"Non";;;;"Palourdes";;3;;;;;;;
"Penfoulic_14/06/2014_HY_78";;;15;120;1;"Non";;;;"Coques";;15;;;;;;;
"Penfoulic_14/06/2014_HY_79";;;30;90;1;"Non";;;;"Couteaux";;50;;;;;;;
"Penfoulic_14/07/2014_HY_84";;;50;150;1;"Non";;;;"Palourdes";;14;;;;;;;
"Penfoulic_14/07/2014_HY_85";;;15;60;1;"Non";;;;"Palourdes";;10;;;;;;;
"Penfoulic_14/07/2014_HY_86";;;50;90;1;"Non";;;;"Couteaux";;12;;;;;;;
"Penfoulic_14/07/2014_HY_87";;;17;60;2;"Non";;;;"Coques";;16;;;;;;;
"Penfoulic_14/07/2014_HY_87";;;17;60;2;"Non";;;;"Palourdes";;13;;;;;;;
"Penfoulic_14/07/2014_HY_88";;;105;120;1;"Non";;;;"Couteaux";;20;;;;;;;
"Penfoulic_14/07/2014_HY_89";;;54;90;2;"Non";;;;"Couteaux";;80;;;;;;;
"Penfoulic_14/07/2014_HY_90";;;120;180;2;"Non";;;;"Lutraires";;30;;;;;;;
"Penfoulic_14/07/2014_HY_91";;;70;120;1;"Non";;;;"Couteaux";1700.0;50;;;;;;;
"Penfoulic_14/07/2014_HY_92";;;82;90;3;"Non";;;;"Palourdes";500.0;27;;;;;;;
"Penfoulic_14/07/2014_HY_92";;;82;90;3;"Non";;;;"Coques";1000.0;;;;;;;;
"Penfoulic_16/06/2015_HY_246";;;45;135;1;"Non";;;;"Huître creuse";;12;;;;;;;
"Penfoulic_16/06/2015_HY_246";;;45;135;1;"Non";;;;"Bigorneaux";;100;;;;;;;
"Penfoulic_16/06/2015_HY_247";;;55;115;1;"Non";;;;"Coques";2000.0;;;;;;;;
"Penfoulic_16/06/2015_HY_248";;;60;120;1;"Non";;;;"Moules";3000.0;;;;;;;;
"Penfoulic_16/06/2015_PP_245";;;10;55;1;"Non";;;;"Coques";;20;;;;;;;
"Penfoulic_20/02/2015_AL_200";;;105;105;1;"Non";;;;"Moules";1000.0;;;;;;;;
"Penfoulic_20/02/2015_AL_200";;;105;105;1;"Non";;;;"Coques";900.0;;;;;;;;
"Penfoulic_20/02/2015_PP_195";;;40;45;1;"Non";;;;"Coques";;;;;;;;;
"Penfoulic_20/02/2015_PP_195";;;40;45;1;"Non";;;;"Palourdes";;;;;;;;;
"Penfoulic_20/02/2015_PP_195";;;40;45;1;"Non";;;;"Moules";;;;;;;;;
"Penfoulic_20/02/2015_PP_196";;;54;60;2;"Non";;;;"Palourdes";;;;;;;;;
"Penfoulic_20/02/2015_PP_196";;;54;60;2;"Non";;;;"Moules";;;;;;;;;
"Penfoulic_20/02/2015_PP_196";;;54;60;2;"Non";;;;"Coques";;;;;;;;;
"Penfoulic_20/02/2015_PP_197";;;65;90;2;"Oui";;;
"Penfoulic_20/02/2015_PP_198";;;100;100;2;"Non";;;;"Palourdes";;10;;;;;;;
"Penfoulic_20/02/2015_PP_198";;;100;100;2;"Non";;;;"Coques";4000.0;;;;;;;;
"Penfoulic_20/02/2015_PP_198";;;100;100;2;"Non";;;;"Lutraires";200.0;;;;;;;;
"Penfoulic_20/02/2015_PP_199";;;100;100;1;"Oui";;;
"Penfoulic_20/08/2016_HY_419";;;10;70;2;"Non";;;;"Bigorneaux";;20;;;;;;;
"Penfoulic_20/08/2016_HY_419";;;10;70;2;"Non";;;;"Coques";;30;;;;;;;
"Penfoulic_20/08/2016_HY_420";;;30;105;3;"Non";;;;"Coques";;30;;;;;;;
"Penfoulic_20/08/2016_HY_420";;;30;105;3;"Non";;;;"Bigorneaux";;;;;;;;;
