"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"2018-07-11-GUER-SEN-034";"2018-07-11_GUER_3A_372829";"Non renseigné";;"Palourdes";"Oui";40;"Réponse ancienne valeur";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Non concerné"
"2018-10-12-GONB-SEN-001";"2018-10-12_GONB_02B_372837";;;"Praire";"Oui";;"Réponse incorrecte ou NSP";"Non";;;;"Praire";"Oui";3;"kg";"Réponse correcte";"Praire";"Pas de période";;"Réponse correcte";;"Culture locale / habitude";
"2018-07-11-GUER-SEN-036";"2018-07-11_GUER_3A_372851";"Non renseigné";;"Coque commune";"Oui";20;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";"Non";"Coque commune";"Oui";5;"kg";"Réponse incorrecte ou NSP";;"Oui";;"Ne sait pas";"Oui";"Internet / Applications mobiles";"Non renseigné"
"2018-10-12-GONB-SEN-003";"2018-10-12_GONB_02B_372850";;;"Etrille";"Oui";65;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Etrille";"Oui";20;"Nb";"Réponse incorrecte ou NSP";"Etrille";"Pas de période";;"Réponse correcte";;"Culture locale / habitude | Internet / Applications mobiles";
"2018-07-11-GUER-SEN-037";"2018-07-11_GUER_3A_372867";"Oui";;"Vers annélides";"espèce sans maille";;;"Non";;;;"Vers annélides";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Vers annélides";"Ne sait pas";;"Ne sait pas";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Médias (journaux, radios, tv)";"Non concerné"
"2018-10-08-GONB-SEN-015";"2018-10-08_GONB_12A_372874";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"Octobre à mi-mai";"Réponse correcte";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Médias (journaux, radios, tv)";
"2018-10-08-GONB-SEN-017";"2018-10-08_GONB_12A_372883";;;"Praire";"Oui";43;"Réponse correcte";"Non";;;;"Praire";"Pas de quota";;;"Réponse incorrecte ou NSP";"Praire";"Pas de période";;"Réponse correcte";;"Culture locale / habitude";
"2018-10-08-GONB-SEN-018";"2018-10-08_GONB_12A_372891";;;"Praire";"Oui";4;"Réponse inférieure";"Non";;;;"Praire";"Oui";3;"kg";"Réponse correcte";"Praire";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-11-GUER-SEN-038";"2018-07-11_GUER_3A_372939";"Non renseigné";;"Coque commune";"Oui";;;"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";2;"kg";"Réponse incorrecte ou NSP";;"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";"Non renseigné"
"2018-06-05-GUER-SEN-001";"2018-06-05_GUER_3B_372971";"Non renseigné";;"Coque commune";"Oui";40;"Réponse supérieure";"Non";"Aucun outil";"Aucun outil";;"Coque commune";"Oui";4;"kg";"Réponse correcte";"Coque commune";"Oui";"";"Ne sait pas";"Oui";"Panneau d'information/affichage";"Non renseigné"
"2018-06-13-GUER-SEN-060";"2018-06-13_GUER_3B_372985";"Non renseigné";;"Palourdes";"Oui";40;"Réponse ancienne valeur";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Panneau d'information/affichage";"Non renseigné"
"2018-10-11-GONB-SEN-006";"2018-10-11_GONB_01A_381183";"Non";;"Coques";"Oui";27;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Non";"Coques";"Oui";300;;"Réponse correcte";"Coques";"Ne sait pas";;"Réponse incorrecte";;"Campagne de sensibilisation | Guides du commerce / Livres / Revues";"Oui"
"2018-10-08-GONB-SEN-019";"2018-10-08_GONB_12A_381196";;;"Coquille Saint-Jacques";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Coquille Saint-Jacques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coquille Saint-Jacques";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-08-GONB-SEN-021";"2018-10-08_GONB_12A_381206";;;"Praire";"Oui";43;"Réponse correcte";"Non";;;;"Praire";"Oui";3;"kg";"Réponse correcte";"Praire";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-08-GONB-SEN-022";"2018-10-08_GONB_12A_381218";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Coquille Saint-Jacques";"Oui";20;;"Réponse inférieure";"Coquille Saint-Jacques";"Oui";"Vient d'ouvrir, jusqu'au printemps";"Réponse correcte";"Non";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Culture locale / habitude";
"2018-10-08-GONB-SEN-023";"2018-10-08_GONB_12A_381229";;;"Praire";"Oui";43;"Réponse correcte";"Non";;;;"Praire";"Oui";3;"kg";"Réponse correcte";"Praire";"Oui";"Pas le weekend";"Réponse incorrecte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-19-GONB-SEN-001";"2018-10-19_GONB_01A_381242";"Non";;"Coques";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";;"Autre source";"Non"
"2018-10-08-GONB-SEN-024";"2018-10-08_GONB_12A_381244";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Oui";"Pas le dimanche";"Réponse correcte";;"Culture locale / habitude | Médias (journaux, radios, tv)";
"2018-10-08-GONB-SEN-025";"2018-10-08_GONB_12A_381258";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Commerce";"Pied à coulisse FNPPSF";"Oui";"Coquille Saint-Jacques";"Oui";;;"Réponse correcte";"Coquille Saint-Jacques";"Oui";"1/10 au 15/05";"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";
"2018-10-19-GONB-SEN-002";"2018-10-19_GONB_01A_381260";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;"Non";"Coques";"Oui";300;"Nb";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";"Oui"
"2018-10-09-GONB-SEN-021";"2018-10-09_GONB_12A_381271";;;"Palourdes";"Oui";30;"Réponse inférieure";"Non";;;;"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";
"2018-10-09-GONB-SEN-022";"2018-10-09_GONB_12A_381282";;;"Coques";"Oui";30;"Réponse supérieure";"Oui";"Artisanal";"Commerce";;"Coques";"Oui";;;"Réponse correcte";"Coques";;;"Ne sait pas";;"Annuaire des marées";
"2018-10-19-GONB-SEN-003";"2018-10-19_GONB_01A_381285";"Non";;"Arénicoles";"espèce sans maille";;"Réponse correcte";"Oui mais pas aujourd'hui";"Commerce";"Pied à coulisse FNPPSF";"Non renseigné";"Arénicoles";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Arénicoles";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Non concerné"
"2018-10-19-GONB-SEN-004";"2018-10-19_GONB_01A_381294";"Non";;"Arénicoles";"espèce sans maille";;"Réponse correcte";"Non";;"Aucun outil";"Non";"Arénicoles";"Pas de quota";;;"Réponse incorrecte ou NSP";"Arénicoles";"Pas de période";;"Réponse correcte";;"Aucune";"Non concerné"
"2018-10-19-GONB-SEN-005";"2018-10-19_GONB_01A_381302";"Non";;"Arénicoles";"espèce sans maille";;"Réponse correcte";"Non";;"Aucun outil";"Non";"Arénicoles";"Pas de quota";;;"Réponse incorrecte ou NSP";"Arénicoles";"Pas de période";;"Réponse correcte";;"Annuaire des marées | Guides du commerce / Livres / Revues";"Non concerné"
"2018-10-09-GONB-SEN-023";"2018-10-09_GONB_12A_381322";;;"Praire";"Oui";35;"Réponse inférieure";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non renseigné";"Praire";"Oui";3;"kg";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"Depuis le 1/10";"Réponse correcte";;"Annuaire des marées | Internet / Applications mobiles";
"2018-10-09-GONB-SEN-024";"2018-10-09_GONB_12A_381330";;;"Praire";"Oui";43;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Non renseigné";"Praire";"Oui";50;;"Réponse inférieure";"Praire";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-09-GONB-SEN-025";"2018-10-09_GONB_12A_381337";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;"Artisanal";"Non";"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-09-GONB-SEN-026";"2018-10-09_GONB_12A_381347";;;"Praire";"Oui";50;"Réponse supérieure";"Non";;;;"Praire";"Oui";3;"kg";"Réponse correcte";"Praire";"Pas de période";;"Réponse correcte";;"Médias (journaux, radios, tv)";
"2018-10-09-GONB-SEN-027";"2018-10-09_GONB_12A_381356";;;"Praire";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage | Culture locale / habitude";
"2018-10-09-GONB-SEN-028";"2018-10-09_GONB_12A_381362";;;"Praire";"Oui";43;"Réponse correcte";"Non";;;;"Praire";"Oui";100;"Nb";"Réponse correcte";"Praire";"Pas de période";;"Réponse correcte";;"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Internet / Applications mobiles";
"2018-10-25-GONB-SEN-001";"2018-10-25_GONB_01A_383966";"Non";;"Moules";"Oui";35;"Réponse incorrecte ou NSP";"Oui mais pas aujourd'hui";"Commerce";;"Non renseigné";"Moules";"Oui";;;"Réponse incorrecte ou NSP";"Moules";"Oui";"juillet et aout";"Réponse incorrecte";"Oui";"Panneau d'information/affichage";"Non concerné"
"2018-10-25-GONB-SEN-003";"2018-10-25_GONB_01A_383977";"Non";;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;"Non";"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Réponse incorrecte";"Oui";"Annuaire des marées | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-10-25-GONB-SEN-004";"2018-10-25_GONB_01A_383996";"Non";;"Moules";"Oui";40;"Réponse correcte";"Non";;;"Non";"Moules";"Oui";;;"Réponse incorrecte ou NSP";"Moules";"Ne sait pas";;"Réponse incorrecte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2018-10-25-GONB-SEN-004";"2018-10-25_GONB_01B_384044";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-25-GONB-SEN-006";"2018-10-25_GONB_01B_384104";;;"Palourdes";"Oui";45;"Réponse supérieure";"Oui";"Commerce";"Commerce";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Autre source";
"2018-10-25-GONB-SEN-007";"2018-10-25_GONB_01B_384121";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Oui";100;"Nb";"Réponse inférieure";"Palourdes";"Oui";"Interdit dans la baie du mont st michel";"Réponse incorrecte";;"Campagne de sensibilisation | Annuaire des marées";
"2018-10-25-GONB-SEN-008";"2018-10-25_GONB_01B_384151";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Commerce";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Annuaire des marées | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-25-GONB-SEN-009";"2018-10-25_GONB_01B_384172";;;"Bivalves fouisseurs";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Bivalves fouisseurs";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bivalves fouisseurs";"Ne sait pas";;"Ne sait pas";;"Professionnels du tourisme";
"2018-10-26-GONB-SEN-001";"2018-10-26_GONB_12A_384335";;;"Vers";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Vers";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Vers";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";
"2018-10-29-GONB-SEN-001";"2018-10-29_GONB_01A_385191";"Non";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Non";"Autre source";"Oui"
"2018-10-29-GONB-SEN-003";"2018-10-29_GONB_01A_385201";"Non";;"Huitres";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Huitres";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Huitres";"Ne sait pas";;"Ne sait pas";"Non";"Autre source";"Non concerné"
"2018-10-29-GONB-SEN-004";"2018-10-29_GONB_01A_385209";"Non";;"Huitres";"Oui";50;"Réponse correcte";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non";"Huitres";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Huitres";"Ne sait pas";;"Ne sait pas";"Oui";"Campagne de sensibilisation";"Non concerné"
"2018-11-06-GONB-SEN-001";"2018-11-06_GONB_01A_386247";"Oui";"palisanciers de Saint Cast";"Huitres";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Huitres";"Pas de quota";;;"Réponse incorrecte ou NSP";"Huitres";"Pas de période";;"Réponse correcte";;"Annuaire des marées";"Non concerné"
"2018-11-06-GONB-SEN-003";"2018-11-06_GONB_01A_386270";"Non";;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Moules";"Ne sait pas";;"Ne sait pas";"Non";"Autre source";"Non concerné"
"2018-11-06-GONB-SEN-004";"2018-11-06_GONB_01A_386276";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Oui";"Commerce";"Crible";"Non";"Coques";"Oui";300;"Nb";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";;"Annuaire des marées";"Oui"
"2018-11-06-GONB-SEN-005";"2018-11-06_GONB_01A_386282";"Non";;"Lançons";"espèce sans maille";;"Réponse correcte";"Non";;"Aucun outil";"Non";"Lançons";"Pas de quota";;;"Réponse correcte";"Lançons";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Guides du commerce / Livres / Revues";"Non concerné"
"2018-11-06-GONB-SEN-006";"2018-11-06_GONB_12A_386298";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-11-06-GONB-SEN-008";"2018-11-06_GONB_12A_386317";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-11-07-GONB-SEN-001";"2018-11-07_GONB_01A_386459";"Non";;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Non";;;"Non";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"autorisée d'octobre à avril";"Réponse correcte";"Oui";"Annuaire des marées | Culture locale / habitude";"Non concerné"
"2018-11-07-GONB-SEN-006";"2018-11-07_GONB_01A_386494";"Oui";"Saint Géran";"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"autorisée d'Octobre à Avril";"Réponse correcte";"Oui";"Autre source";"Non concerné"
"2018-11-07-GONB-SEN-007";"2018-11-07_GONB_01A_386513";"Non";;"Moules";"Oui";30;"Réponse incorrecte ou NSP";"Non";;;"Non";"Moules";"Oui";3;"kg";"Réponse correcte";"Moules";"Oui";"connait les périodes ""biologiques"" plus ou moins grasses, mais pas les périodes administratives (qui n'ont pas lieu d'être pour la moule) ";"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-07-12-GUER-SEN-029";"2018-07-12_GUER_3A_386576";"Non renseigné";;"Palourdes";"Oui";;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes croisées";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Panneau d'information/affichage";"Non renseigné"
"2018-07-12-GUER-SEN-031";"2018-07-12_GUER_3A_386584";"Non renseigné";;"Bigorneau";"espèce sans maille";;;"Oui";;"Anatomique (phalange, largeur de paume, pouce…)";"Oui";"Bigorneau";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bigorneau";"Oui";;"Ne sait pas";;"Professionnels du tourisme | Guides du commerce / Livres / Revues";"Non renseigné"
"2018-11-08-GONB-SEN-002";"2018-11-08_GONB_01A_386587";"Non";;"Palourdes";"Oui";45;"Réponse supérieure";"Oui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";"Non";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Guides du commerce / Livres / Revues";"Non"
"2018-11-08-GONB-SEN-004";"2018-11-08_GONB_01A_386594";"Non";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";"Non";"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Annuaire des marées";"Oui"
"2018-11-08-GONB-SEN-005";"2018-11-08_GONB_01A_386605";"Non";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Commerce";"Crible";"Non";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-07-13-GUER-SEN-165";"2018-07-13_GUER_3A_386618";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;"Non renseigné";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Oui";;"Ne sait pas";;"Panneau d'information/affichage | Internet / Applications mobiles";
"2018-11-12-GONB-SEN-001";"2018-11-12_GONB_01A_387018";"Oui";"Asso du Quai Barrier Fréhel";"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;"Non";"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Annuaire des marées";"Oui"
"2018-11-12-GONB-SEN-003";"2018-11-12_GONB_01A_387029";"Non";;"Coques";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Oui"
"2018-07-13-GUER-SEN-166";"2018-07-13_GUER_3A_388061";"Non renseigné";;"Palourdes";"Oui";;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";"Non renseigné";"Panneau d'information/affichage";
"2018-07-13-GUER-SEN-167";"2018-07-13_GUER_3A_388110";;;"Coques";"Oui";30;"Réponse correcte";"Oui";;"Campagne de sensibilisation";"Oui";"Coques";"Oui";3;"kg";"Réponse incorrecte ou NSP";;"Oui";;"Réponse incorrecte";;"Panneau d'information/affichage | Autre source";
"2018-07-12-GUER-SEN-031";"2018-07-12_GUER_3A_388335";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Oui";2;"kg";"Réponse incorrecte ou NSP";"Palourdes";"Oui";"mais en fait, ne les connait pas exactement";"Ne sait pas";;"Internet / Applications mobiles";
"2018-07-12-GUER-SEN-033";"2018-07-12_GUER_3A_388361";"Non renseigné";;"Vers tubes";"espèce sans maille";;;"Oui";"Artisanal";"Artisanal";"Non renseigné";"Vers";"Pas de quota";;;"Réponse incorrecte ou NSP";"Vers tubes";"Ne sait pas";;"Ne sait pas";;"Annuaire des marées";
"2018-07-14-GUER-SEN-022";"2018-07-14_GUER_3A_388368";"Non renseigné";;"Palourdes";"Oui";15;"Réponse incorrecte ou NSP";"Non";;;"Non renseigné";"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";;"Pas de période";;"Réponse correcte";;"Aucune";
"2018-07-14-GUER-SEN-023";"2018-07-14_GUER_3A_388375";"Non renseigné";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Non";;;"Non renseigné";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage";
"2018-08-13-LEGD-SEN-117";"2018-08-13_LEGD_00_389495";"Non";;"Patelles";"espèce sans maille";;"Réponse correcte";"Non renseigné";;;"Non renseigné";"Patelles";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Patelles";"Pas de période";;"Réponse correcte";"Non renseigné";"Culture locale / habitude";"Non concerné"
"2018-08-13-LEGD-SEN-119";"2018-08-13_LEGD_00_389545";"Non";;"Araignée de mer";"Oui";;"Réponse incorrecte ou NSP";"Oui mais pas aujourd'hui";"Artisanal";;"Non renseigné";"Araignée de mer";"Oui";6;"Nb";"Réponse correcte";"Araignée de mer";"Pas de période";;"Réponse correcte";"Oui";"Médias (journaux, radios, tv)";"Oui"
"2018-08-13-LEGD-SEN-120";"2018-08-13_LEGD_00_389617";"Non";;"Patelles";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;"Non renseigné";"Patelles";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non concerné"
