"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"2018-09-24-GONB-SEN-004";"2018-09-24_GONB_02F_369464";;;"Palourdes";"Oui";43;"Réponse supérieure";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Campagne de sensibilisation | Annuaire des marées";
"2018-09-24-GONB-SEN-006";"2018-09-24_GONB_02F_369471";;;"Crustacés";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Crustacés";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crustacés";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";
"2018-09-24-GONB-SEN-007";"2018-09-24_GONB_02F_369480";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-09-24-GONB-SEN-008";"2018-09-24_GONB_02F_369493";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Annuaire des marées | Professionnels du tourisme";
"2018-09-25-GONB-SEN-001";"2018-09-25_369510";;;"Palourdes";"Oui";40;;"Oui";"Campagne de sensibilisation";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Culture locale / habitude";
"2018-09-25-GONB-SEN-003";"2018-09-25_GONB_02C_369516";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Panneau d'information/affichage";
"2018-09-25-GONB-SEN-004";"2018-09-25_GONB_02C_369523";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Médias (journaux, radios, tv)";
"2018-09-26-GONB-SEN-001";"2018-09-26_GONB_02B_369588";;;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Culture locale / habitude";
"2018-09-26-GONB-SEN-003";"2018-09-26_GONB_02C_369596";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Oui";"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Pas de période";;"Réponse correcte";;"Panneau d'information/affichage";
"2018-09-26-GONB-SEN-004";"2018-09-26_GONB_02C_369605";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-09-26-GONB-SEN-005";"2018-09-26_GONB_02C_369626";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Oui";"Uniquement l'hivers";"Réponse incorrecte";;"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-09-26-GONB-SEN-006";"2018-09-26_GONB_02C_369669";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Professionnels du tourisme";
"2018-09-27-GONB-SEN-001";"2018-09-27_GONB_02F_369731";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Campagne de sensibilisation | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-09-27-GONB-SEN-003";"2018-09-27_GONB_02F_369739";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-09-27-GONB-SEN-004";"2018-09-27_GONB_02F_369747";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Oui";"Palourdes";"Oui";;;"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Annuaire des marées | Culture locale / habitude";
"2018-09-27-GONB-SEN-005";"2018-09-27_GONB_02F_369754";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Pas de période";;"Réponse correcte";;"Annuaire des marées";
"2018-09-21-GONB-SEN-002";"2018-09-21_GONB_01A_370352";"Non";;"Palourdes";"Oui";37;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Non";"Palourdes";"Oui";4;"kg";"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Réponse incorrecte";"Non";"Panneau d'information/affichage | Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Oui"
"2018-09-21-GONB-SEN-004";"2018-09-21_GONB_01A_370363";"Non";;"Coques";"Oui";20;"Réponse incorrecte ou NSP";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non"
"2018-09-21-GONB-SEN-005";"2018-09-21_GONB_01A_370372";"Non";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Oui";"Panneau d'information/affichage";"Non"
"2018-10-08-GONB-SEN-001";"2018-10-08_GONB_12C_371554";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Internet / Applications mobiles";
"2018-10-08-GONB-SEN-007";"2018-10-08_GONB_02F_371650";;;"Spisule, Mactre solide";"Oui";30;"Réponse supérieure";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";;;"Spisule, Mactre solide";"Oui";3;"kg";"Réponse supérieure";"Spisule, Mactre solide";"Oui";"Septembre- octobre et Février-Mars";"Réponse incorrecte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-08-GONB-SEN-008";"2018-10-08_GONB_02F_371681";;;"Praire";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Praire";"Oui";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-08-GONB-SEN-009";"2018-10-08_GONB_02F_371700";;;"Praire";"Oui";40;"Réponse inférieure";"Non";;;;"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-08-GONB-SEN-010";"2018-10-08_GONB_02F_371714";;;"Praire";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Praire";"Oui";3;"kg";"Réponse correcte";"Praire";"Pas de période";;"Réponse correcte";;"Annuaire des marées";
"2018-10-08-GONB-SEN-011";"2018-10-08_GONB_02F_372107";;;"Coquille Saint-Jacques";"Ne sait pas";;"Réponse incorrecte ou NSP";"Oui mais pas aujourd'hui";;;;"Coquille Saint-Jacques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coquille Saint-Jacques";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage | Culture locale / habitude";
"2018-10-08-GONB-SEN-012";"2018-10-08_GONB_02F_372120";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-10-08-GONB-SEN-013";"2018-10-08_GONB_02F_372133";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Campagne de sensibilisation";
"2018-10-08-GONB-SEN-014";"2018-10-08_GONB_02F_372162";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Artisanal";"Non renseigné";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation | Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";
"2018-10-08-GONB-SEN-015";"2018-10-08_GONB_02F_372173";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Autre source";
"2018-10-09-GONB-SEN-001";"2018-10-09_GONB_02F_372181";;;"Etrille";"Oui";65;"Réponse correcte";"Non";;;;"Etrille";"Pas de quota";;;"Réponse correcte";"Etrille";"Pas de période";;"Réponse correcte";"Non renseigné";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Autre source";
"2018-10-09-GONB-SEN-003";"2018-10-09_GONB_02F_372188";;;"Bivalves fouisseurs";"Oui";;;"Oui";"Autre type de réglette";"Mesure graduée (pied à coulisse ou réglet)";;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Oui";;"Ne sait pas";;"Annuaire des marées | Internet / Applications mobiles";
"2018-10-05-GONB-SEN-001";"2018-10-05_GONB_01A_372192";"Non";;"Moules";"Oui";40;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non";"Huitres";"Oui";60;"Nb";"Réponse correcte";"Huitres";"Pas de période";;"Réponse correcte";;"Panneau d'information/affichage | Internet / Applications mobiles";"Non concerné"
"2018-10-09-GONB-SEN-004";"2018-10-09_GONB_02F_372198";;;"Bouquet";"Oui";40;"Réponse inférieure";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Crustacés";"Ne sait pas";;"Ne sait pas";;"Ne sait plus";
"2018-10-09-GONB-SEN-005";"2018-10-09_GONB_02F_372209";;;"Etrille";"Oui";60;"Réponse inférieure";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";;"Oui";"Automne";"Réponse incorrecte";;"Panneau d'information/affichage | Médias (journaux, radios, tv)";
"2018-10-05-GONB-SEN-004";"2018-10-05_GONB_01A_372219";"Non";;"Coques";"Oui";27;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Commerce";"Non";"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";;"Panneau d'information/affichage";"Oui"
"2018-10-09-GONB-SEN-006";"2018-10-09_GONB_02F_372230";;;"Etrille";"Ne sait pas";;"Réponse incorrecte ou NSP";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Médias (journaux, radios, tv)";
"2018-10-09-GONB-SEN-007";"2018-10-09_GONB_02F_372239";;;"Coquille Saint-Jacques";"Oui";13;"Réponse supérieure";"Non";;;;"Coquille Saint-Jacques";"Oui";;;"Réponse incorrecte ou NSP";"Coquille Saint-Jacques";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-10-05-GONB-SEN-004";"2018-10-05_GONB_01A_372250";"Non";;"Arénicoles";"espèce sans maille";;"Réponse correcte";"Non";;;"Non";"Arénicoles";"Pas de quota";;;"Réponse incorrecte ou NSP";"Arénicoles";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Non concerné"
"2018-10-09-GONB-SEN-008";"2018-10-09_GONB_02F_372248";;;"Crustacés";"Ne sait pas";;"Réponse incorrecte ou NSP";"Oui";"Artisanal";;;"Crustacés";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crustacés";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-09-GONB-SEN-009";"2018-10-09_GONB_02F_372264";;;"Etrille";"Oui";60;"Réponse inférieure";"Non";;;;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Oui";;"Ne sait pas";;"Annuaire des marées";
"2018-10-09-GONB-SEN-010";"2018-10-09_GONB_02F_372271";;;"Crevettes";"Oui";;"Réponse incorrecte ou NSP";"Non";;;;"Crevettes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crevettes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-09-GONB-SEN-011";"2018-10-09_GONB_02F_372279";;;"Crevettes";"Oui";10;"Réponse inférieure";"Non";;;;"Crevettes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crevettes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-09-GONB-SEN-012";"2018-10-09_GONB_02F_372287";;;"Praire";"Oui";50;"Réponse supérieure";"Oui";"Artisanal";"Artisanal";"Oui";"Praire";"Oui";50;"Nb";"Réponse correcte";"Praire";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-09-GONB-SEN-013";"2018-10-09_GONB_02F_372294";;;"Etrille";"Oui";;"Réponse incorrecte ou NSP";"Non";;;;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Pas de période";;"Réponse correcte";;"Médias (journaux, radios, tv)";
"2018-10-09-GONB-SEN-014";"2018-10-09_GONB_02F_372300";;;"Etrille";"Oui";65;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Oui";"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Culture locale / habitude";
"2018-10-09-GONB-SEN-015";"2018-10-09_GONB_02F_372310";;;"Homard";"Oui";87;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";;"Homard";"Oui";;;"Réponse incorrecte ou NSP";"Homard";"Oui";;"Ne sait pas";;"Campagne de sensibilisation | Annuaire des marées";
"2018-10-09-GONB-SEN-016";"2018-10-09_GONB_02F_372318";;;"Homard";"Oui";87;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";;"Homard";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Homard";"Ne sait pas";;"Ne sait pas";;"Annuaire des marées";
"2018-10-09-GONB-SEN-017";"2018-10-09_GONB_02F_372327";;;"Etrille";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Etrille";"Oui";10;"Nb";"Réponse inférieure";"Etrille";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-09-GONB-SEN-018";"2018-10-09_GONB_02F_372333";;;"Etrille";"Oui";65;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Etrille";"Oui";;;"Réponse incorrecte ou NSP";"Etrille";"Oui";;"Ne sait pas";;"Campagne de sensibilisation | Internet / Applications mobiles";
"2018-10-09-GONB-SEN-019";"2018-10-09_GONB_02F_372340";;;"Crabes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Crabes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crabes";"Pas de période";;"Réponse correcte";;"Aucune";
"2018-10-09-GONB-SEN-020";"2018-10-09_GONB_02F_372346";;;"Etrille";"Oui";35;"Réponse inférieure";"Oui";"Artisanal";"Marque engin de pêche";"Non";"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-10-11-GONB-SEN-001";"2018-10-11_GONB_02C_372546";;;"Praire";"Oui";43;"Réponse correcte";"Non";;;;"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-11-GONB-SEN-003";"2018-10-11_GONB_02C_372553";;;"Couteaux";"Oui";150;"Réponse supérieure";"Non";;;;"Couteaux";"Oui";10;"Nb";"Réponse inférieure";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-10-11-GONB-SEN-004";"2018-10-11_GONB_02C_372560";;;"Palourdes";"Ne sait pas";;;"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Médias (journaux, radios, tv)";
"2018-10-11-GONB-SEN-005";"2018-10-11_GONB_02C_372569";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Culture locale / habitude";
"2018-10-11-GONB-SEN-006";"2018-10-11_GONB_02C_372577";;;"Praire";"Oui";43;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Oui";"Praire";"Oui";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Campagne de sensibilisation | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-06-22-GUER-SEN-001";"2018-06-22_GUER_3A_372585";;;"Palourdes croisées";"Oui";35;"Réponse correcte";"Oui";;"Piges, toiseurs, gabarits";"Non renseigné";"Palourdes croisées";"Oui";;;"Non renseigné";;"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";"Non renseigné"
"2018-10-10-GONB-SEN-001";"2018-10-10_GONB_02B_372587";;;"Etrille";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";;;;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-10-GONB-SEN-003";"2018-10-10_GONB_02B_372603";"Non renseigné";;"Etrille";"Oui";;"Réponse incorrecte ou NSP";"Non";;;;"Etrille";"Oui";;;"Réponse incorrecte ou NSP";"Etrille";"Oui";;"Ne sait pas";;"Aucune";
"2018-10-10-GONB-SEN-004";"2018-10-10_GONB_02B_372615";;;"Praire";"Oui";27;"Réponse inférieure";"Non";;;;"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-10-10-GONB-SEN-005";"2018-10-10_GONB_02B_372623";;;"Spisule, Mactre solide";"Oui";30;"Réponse supérieure";"Oui mais pas aujourd'hui";;;;"Spisule, Mactre solide";"Oui";60;"Nb";"Réponse inférieure";"Spisule, Mactre solide";"Oui";;"Ne sait pas";;"Ne sait plus";
"2018-10-10-GONB-SEN-006";"2018-10-10_GONB_02B_372632";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Artisanal";;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Guides du commerce / Livres / Revues";
"2018-10-10-GONB-SEN-007";"2018-10-10_GONB_02B_372640";;;"Couteaux";"Oui";;"Réponse incorrecte ou NSP";"Non";;;;"Couteaux";"Oui";60;"Nb";"Réponse correcte";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Autre source";
"2018-10-10-GONB-SEN-008";"2018-10-10_GONB_02B_372648";;;"Coquille Saint-Jacques";"Oui";14;"Réponse supérieure";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Coquille Saint-Jacques";"Oui";20;;"Réponse inférieure";"Coquille Saint-Jacques";"Oui";"15/09";"Réponse correcte";;"Annuaire des marées";
"2018-10-10-GONB-SEN-009";"2018-10-10_GONB_02B_372656";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"1/10";"Réponse correcte";;"Panneau d'information/affichage";
"2018-10-10-GONB-SEN-010";"2018-10-10_GONB_02B_372662";;;"Etrille";"Oui";70;"Réponse supérieure";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Oui";"Etrille";"Oui";30;"Nb";"Réponse incorrecte ou NSP";"Etrille";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-10-GONB-SEN-011";"2018-10-10_GONB_02B_372669";;;"Bouquet";"Oui";60;"Réponse supérieure";"Oui";"Artisanal";"Piges, toiseurs, gabarits";;"Bouquet";"Pas de quota";;;"Réponse correcte";"Bouquet";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage | Annuaire des marées";
"2018-10-10-GONB-SEN-012";"2018-10-10_GONB_02B_372676";;;"Etrille";"Oui";80;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non renseigné";"Etrille";"Pas de quota";;;"Réponse correcte";"Etrille";"Oui";"out l'été";"Réponse incorrecte";;"Panneau d'information/affichage | Médias (journaux, radios, tv)";
"2018-10-10-GONB-SEN-013";"2018-10-10_GONB_02B_372683";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";"Palourdes";"Pas de période";;"Réponse correcte";;"Internet / Applications mobiles";
"2018-10-10-GONB-SEN-014";"2018-10-10_GONB_02B_372690";;;"Bouquet";"Oui";50;"Réponse correcte";"Non";;;;"Bouquet";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bouquet";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Médias (journaux, radios, tv)";
"2018-10-10-GONB-SEN-015";"2018-10-10_GONB_02B_372696";;;"Etrille";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Pas de période";;"Réponse correcte";;"Ne sait plus";
"2018-10-10-GONB-SEN-016";"2018-10-10_GONB_02B_372703";;;"Etrille";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-10-10-GONB-SEN-017";"2018-10-10_GONB_02B_372711";;;"Spisule, Mactre solide";"Oui";28;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Spisule, Mactre solide";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Spisule, Mactre solide";"Ne sait pas";;"Ne sait pas";;"Médias (journaux, radios, tv) | Internet / Applications mobiles";
"2018-10-10-GONB-SEN-018";"2018-10-10_GONB_02B_372718";;;"Palourdes";"Oui";;"Réponse incorrecte ou NSP";"Oui";"Artisanal";"Artisanal";"Non renseigné";"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Médias (journaux, radios, tv)";
"2018-10-10-GONB-SEN-019";"2018-10-10_GONB_02B_372725";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Commerce";;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-10-GONB-SEN-020";"2018-10-10_GONB_02B_372731";;;"Etrille";"Oui";;"Réponse incorrecte ou NSP";"Oui";"Autre type de réglette";"Commerce";;"Etrille";"Oui";;;"Réponse incorrecte ou NSP";"Etrille";"Oui";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-10-10-GONB-SEN-021";"2018-10-10_GONB_02B_372737";;;"Crevettes";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";;;;"Crevettes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crevettes";"Oui";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-06-22-GUER-SEN-003";"2018-06-22_GUER_3A_372748";"Non renseigné";;"Palourdes";"Oui";40;"Réponse ancienne valeur";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";"Non concerné"
"2018-06-22-GUER-SEN-004";"2018-06-22_GUER_3A_372754";"Non renseigné";;"Ver à tube";"espèce sans maille";;"Réponse correcte";"Non";;;"Non renseigné";"Ver à tube";"Oui";1;"kg";"Réponse supérieure";"Ver à tube";"Pas de période";;"Réponse correcte";"Oui";"Ifremer / SHOM / ARS | Internet / Applications mobiles";"Non concerné"
"2018-06-27-GUER-SEN-002";"2018-06-27_GUER_3A_372775";"Non renseigné";;"Moule";"Oui";60;"Réponse supérieure";"Oui";"Autre type de réglette";"Autre type de réglette";"Non renseigné";"Moule";"Oui";;;"Réponse correcte";"Moule";"Oui";"Pendant l'été, quand elles sont pleines";"Réponse incorrecte";"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Non renseigné"
"2018-06-27-GUER-SEN-003";"2018-06-27_GUER_3A_372787";"Non renseigné";;"Palourdes";"Oui";4;"Réponse ancienne valeur";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Oui";;"Réponse incorrecte";"Oui";"Panneau d'information/affichage";
"2018-06-27-GUER-SEN-004";"2018-06-27_GUER_3A_392148";"Non renseigné";;"Palourdes croisées";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes croisées";"Oui";;;"Non renseigné";"Palourdes croisées";"Oui";;"Réponse incorrecte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
