"Libellé Sortie";"Code Enquète";"Commune résidence";"Département";"Pays";"De passage";"Commune séjour";"Durée séjour";"Hebergement";"Premier Séjour";"Fréquence Visites";"Influence Destination";"Influence Date";"Sexe - Pécheur";"Annee Naissance - Pécheur";"CSP - Pécheur";"Sexe - Autre membre";"Annee Naissance - Autre membre";"CSP - Autre membre";"Tri récolte";"Accueil";"Sensibilisation";"Remarques pécheur";"Précisions remarques"
"2018-08-23_GUER_3B_391962";"2018-08-23-GUER-SEN-003";"SARTES";;;"en séjour sur une commune";"BAULE";7;"Résidence secondaire";"Non renseigné";;;;"M";1947;"7_Retraités";"F";1952;"7_Retraités";"Non Triée";"Bon";"Oui";"";
"2018-08-23_GUER_3B_391989";"2018-08-23-GUER-SEN-004";"ERDRE EN ANJOU";;;"en séjour sur une commune";"LE POULIGUEN";;"Résidence secondaire";"Non renseigné";;;;"F";1957;"3_Cadres et professions intellectuelles supérieures";"M";1955;"3_Cadres et professions intellectuelles supérieures";"Non Triée";"Bon";"Moyen";"";
"2018-08-31-GUER-SEN-016";"2018-08-31_GUER_3B_392002";"CHATILLON SUR COLMONT";;;"en séjour sur une commune";;60;;"Non renseigné";;;;"F";1949;"7_Retraités";;;;;;;"";
"2018-08-31-GUER-SEN-007";"2018-08-31_GUER_3B_392033";"TOULON";;;"en séjour sur une commune";"ST NAZAIRE";150;;"Non renseigné";;;;"M";1944;"7_Retraités";;;;;;;"";
"2018-08-31_GUER_3B_392050";"2018-08-31-GUER-SEN-009";"PORNICHET";;;"en séjour sur une commune";;;;;;;;"F";1964;"5_Employés";"M";1961;"2-21_Artisans";"Non Triée";"Bon";"Moyen";"";
"2018-10-12-GUER-SEN-004";"2018-10-12_GUER_3B_392060";"TERCE";;;"en séjour sur une commune";"PORNICHET";;;;;;;;;;;;;;;;"";
"2018-08-31_GUER_3B_392072";"2018-08-31-GUER-SEN-010";"ST HERBLAIN";;;"pour la journée";;;;;;;;"M";1952;"7_Retraités";"F";1950;"7_Retraités";;;;"";
"2018-12-11-GUER-SEN-002";"2018-12-11_GUER_3B_392081";"NANTES";;;"en séjour sur une commune";;;;;;;;"M";1971;"5_Employés";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-12-11_GUER_3B_392097";"2018-12-11-GUER-SEN-004";"BAULE";;;"en séjour sur une commune";;;;;;;;"F";1951;"7_Retraités";"F";1951;"7_Retraités";"Récolte non vérifiée";"Refus";"Moyen";"";
"2018-12-11_GUER_3B_392097";"2018-12-11-GUER-SEN-004";"BAULE";;;"en séjour sur une commune";;;;;;;;"F";1951;"7_Retraités";"M";1948;"7_Retraités";"Récolte non vérifiée";"Refus";"Moyen";"";
"2019-01-21-GUER-SEN-005";"2019-01-21_GUER_3B_392106";"GUERANDE";;;"en séjour sur une commune";;;;"Non renseigné";;;;"F";1942;"7_Retraités";;;;"Non Triée";"Moyen";"Oui";"";
"2019-01-21-GUER-SEN-006";"2019-01-21_GUER_3B_392114";"ST BREVIN LES PINS";;;"en séjour sur une commune";;;;"Non renseigné";;;;"M";1969;"5_Employés";;;;;;;"";
"2018-10-22_GUER_3A_392161";"2018-10-22-GUER-SEN-006";"PORNICHET";;;"en séjour sur une commune";;;;;;;;"M";1958;"7_Retraités";"F";2001;"8-82-84_Elèves, étudiants";"Récolte non vérifiée";"Bon";"Oui";"";
"2018-10-22-GUER-SEN-008";"2018-10-22_GUER_3A_392194";"REDON";;;"en séjour sur une commune";"LE POULIGUEN";;"Camping car";;;;;"M";1956;"7-76-78_Anciens ouvriers";;;;;"Bon";"Oui";"";
"2018-08-31-GUER-SEN-009";"2018-08-31_GUER_3B_392225";"MAYENNE";;;"en séjour sur une commune";"ST BREVIN LES PINS";;;;;;;"M";1955;"6_Ouvriers";;;;"Non Triée";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-011";"2018-08-31_GUER_3B_392235";"CORDEMAIS";;;"en séjour sur une commune";;;;;;;;"M";1946;"7_Retraités";;;;"Récolte conforme";"Moyen";"Moyen";"";
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392246";"TRIGNAC";;;"pour la journée";;;;;;;;"M";1958;"6_Ouvriers";;;;"Non Triée";"Bon";"Oui";"";
"2019-02-05-GUER-SEN-002";"2019-02-05_GUER_3A_392256";"CARQUEFOU";;;"pour la journée";;;;"Non renseigné";;;;"M";1956;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2019-01-24_GUER_3A_392261";"2019-01-24-GUER-SEN-001";"REZE";;;"en séjour sur une commune";;15;;;;;;"F";1957;"7_Retraités";"M";1956;"7_Retraités";;;;"";
"2019-01-24-GUER-SEN-003";"2019-01-24_GUER_3A_392278";"ARZAL";;;"pour la journée";;;;;;;;"M";1965;"6_Ouvriers";;;;;;;"";
"2019-02-05-GUER-SEN-002";"2019-02-05_GUER_3A_392283";"LE POULIGUEN";;;"en séjour sur une commune";;;;;;;;"M";1939;"7-76-78_Anciens ouvriers";;;;"Panier vide";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-012";"2018-08-31_GUER_3B_392286";"ST SEBASTIEN SUR LOIRE";;;"pour la journée";;;;;;;;"F";1962;"0_Non Renseigné";;;;"Non Triée";"Bon";"Oui";"";
"2019-02-06_GUER_3B_392311";"2019-02-06-GUER-SEN-001";"PIRIAC SUR MER";;;"pour la journée";;;;;;;;"F";1976;"2-22_Commerçants et assimilés";"F";2010;"8-82-84_Elèves, étudiants";"Non Triée";"Moyen";"Non";"";
"2019-02-07-GUER-SEN-001";"2019-02-07_GUER_3B_392337";"OUDON";;;"pour la journée";;;;"Non renseigné";;;;"M";1951;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";"Pas au courant de l'arrêté sur l'interdiction de pêche de la coque à La Baule"
"2019-02-07-GUER-SEN-003";"2019-02-07_GUER_3B_392345";"PORNIC";;;"pour la journée";;;;"Non renseigné";;;;"M";1956;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";"Pas au courant de l'arrêté sur l'interdiction de pêche de la coque à La Baule"
"2019-02-07-GUER-SEN-004";"2019-02-07_GUER_3B_392352";"ST NAZAIRE";;;"en séjour sur une commune";;;;;;;;"M";1949;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";"Pêche de la palourde de plus de 40mm"
"2019-02-07_GUER_3B_392358";"2019-02-07-GUER-SEN-005";"ST NAZAIRE";;;"en séjour sur une commune";;;;;;;;"F";1952;"7_Retraités";"F";1953;"7_Retraités";"Tri partiel";"Bon";"Oui";"";"Pêche de la palourde de plus de 40mm"
"2019-02-07_GUER_3B_392369";"2019-02-07-GUER-SEN-006";"LA BAULE ESCOUBLAC";;;"en séjour sur une commune";;;;;;;;"M";1952;"7_Retraités";"M";1954;"7_Retraités";"Non Triée";"Bon";"Oui";"";
"2019-02-07-GUER-SEN-011";"2019-02-07_GUER_3B_392380";"BATZ SUR MER";;;"en séjour sur une commune";;;;;;;;"M";1980;"0_Non Renseigné";;;;"Non Triée";"Bon";"Oui";"";"Pas au courant de l'arrêté sur l'interdiction de pêche de la coque à La Baule"
"2019-02-07-GUER-SEN-009";"2019-02-07_GUER_3B_392394";"ST NAZAIRE";;;"en séjour sur une commune";;;;;;;;"M";1950;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-014";"2018-08-31_GUER_3B_392647";"LA BAULE ESCOUBLAC";;;"en séjour sur une commune";;;;;;;;"M";1959;"7_Retraités";;;;;;;"";
"2018-08-31-GUER-SEN-036";"2018-08-31_GUER_3B_392654";"NANTES";;;"en séjour sur une commune";;;;;;;;"F";1951;"7_Retraités";;;;;;;"";
"2018-08-31-GUER-SEN-018";"2018-08-31_GUER_3B_392682";"HERBIGNAC";;;"en séjour sur une commune";;4;;;;;;"M";1954;"7_Retraités";;;;"Non Triée";"Bon";"Moyen";"";
"2019-02-12_GUER_3A_392688";"2019-02-12-GUER-SEN-001";"BATZ SUR MER";;;"en séjour sur une commune";;;;;;;;"M";1959;"7_Retraités";"F";1959;"7_Retraités";"Tri partiel";"Bon";"Oui";"";
"2019-02-12-GUER-SEN-002";"2019-02-12_GUER_3A_392698";"NANTES";;;"en séjour sur une commune";;;"Résidence secondaire";;;;;"M";1971;"2_Artisans, commerçants et chefs d'entreprise";;;;;"Bon";"Oui";"";
"2019-02-22_GUER_3A_392700";"2019-02-22-GUER-SEN-001";"CARQUEFOU";;;"pour la journée";;;;;;;;"F";1957;"5_Employés";"M";2000;"8-82-84_Elèves, étudiants";;;;"";
"2019-02-22_GUER_3A_392700";"2019-02-22-GUER-SEN-001";"CARQUEFOU";;;"pour la journée";;;;;;;;"F";1957;"5_Employés";"M";1956;"7_Retraités";;;;"";
"2019-02-22_GUER_3A_392714";"2019-02-22-GUER-SEN-005";"ST ANDRE DES EAUX";;;"pour la journée";;;;;;;;"M";1948;"7_Retraités";"M";2009;"8-82-84_Elèves, étudiants";;;;"";
"2019-02-22_GUER_3A_392714";"2019-02-22-GUER-SEN-005";"ST ANDRE DES EAUX";;;"pour la journée";;;;;;;;"M";1948;"7_Retraités";"F";1949;"7_Retraités";;;;"";
"2019-02-22_GUER_3A_392728";"2019-02-22-GUER-SEN-004";"HERBIGNAC";;;"pour la journée";;;;;;;;"F";1960;"7_Retraités";"F";1957;"7_Retraités";"Récolte conforme";"Mauvais";"Oui";"";
"2019-02-22_GUER_3A_392747";"2019-02-22-GUER-SEN-005";"LA BAULE ESCOUBLAC";;;"en séjour sur une commune";;;;;;;;"F";1965;"4_Professions Intermédiaires";"F";1965;"4_Professions Intermédiaires";;;;"";
"2018-08-31-GUER-SEN-020";"2018-08-31_GUER_3B_392758";"LA BAULE ESCOUBLAC";;;"en séjour sur une commune";;;;;;;;"F";1936;"7_Retraités";;;;;;;"";
"2018-08-31_GUER_3B_392768";"2018-08-31-GUER-SEN-035";"ST HERBLAIN";;;"en séjour sur une commune";;150;;;;;;"F";1948;"7_Retraités";"F";1954;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-08-31_GUER_3B_392768";"2018-08-31-GUER-SEN-035";"ST HERBLAIN";;;"en séjour sur une commune";;150;;;;;;"F";1948;"7_Retraités";"F";2000;"8-82-84_Elèves, étudiants";"Récolte conforme";"Bon";"Oui";"";
"2018-08-31_GUER_3B_392784";"2018-08-31-GUER-SEN-035";"LA BAULE ESCOUBLAC";;;"en séjour sur une commune";;;;;;;;"M";1952;"7_Retraités";"M";1952;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392797";"ANGERS";;;"en séjour sur une commune";;;;;;;;"F";1960;"4_Professions Intermédiaires";;;;;;;"";
"2018-08-31-GUER-SEN-025";"2018-08-31_GUER_3B_392810";"MONTOIR DE BRETAGNE";;;"en séjour sur une commune";;;;;;;;"M";1942;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-036";"2018-08-31_GUER_3B_392821";"BREST";;;"en séjour sur une commune";;;"Résidence secondaire";;;;;"M";1946;"7_Retraités";;;;;;;"";
"2019-03-05_GUER_3A_392904";"2019-03-05-GUER-SEN-001";"TOURS";;;"en séjour sur une commune";"LE CROISIC";;;"Non renseigné";;;;"M";1966;"6_Ouvriers";"M";1958;"5_Employés";"Panier vide";"Bon";"Oui";"";
"2018-08-31_GUER_3B_392919";"2018-08-31-GUER-SEN-026";"ANGERS";;;"en séjour sur une commune";;;"Résidence secondaire";;;;;"M";1946;"0_Non Renseigné";"F";1949;;;;;"";
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392934";"ST NAZAIRE";;;"pour la journée";;;;;;;;"M";1949;"7_Retraités";;;;;;;"";
"2019-02-26-GUER-SEN-001";"2019-02-26_GUER_3A_392937";"HERBIGNAC";;;"en séjour sur une commune";;;;;;;;"F";1942;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392945";"NALLIERS";;;"en séjour sur une commune";;;"Résidence secondaire";;;;;"F";1973;"4_Professions Intermédiaires";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-31_GUER_3B_392959";"2018-08-31-GUER-SEN-031";"AURAY";;;"en séjour sur une commune";;;;;;;;"F";1984;"2_Artisans, commerçants et chefs d'entreprise";"M";1979;"4_Professions Intermédiaires";"Récolte conforme";"Moyen";"Oui";"";
"2018-08-31_GUER_3B_392959";"2018-08-31-GUER-SEN-031";"AURAY";;;"en séjour sur une commune";;;;;;;;"F";1984;"2_Artisans, commerçants et chefs d'entreprise";"F";1980;;"Récolte conforme";"Moyen";"Oui";"";
"2018-08-31_GUER_3B_392959";"2018-08-31-GUER-SEN-031";"AURAY";;;"en séjour sur une commune";;;;;;;;"F";1984;"2_Artisans, commerçants et chefs d'entreprise";"M";1972;;"Récolte conforme";"Moyen";"Oui";"";
"2018-08-31_GUER_3B_392959";"2018-08-31-GUER-SEN-031";"AURAY";;;"en séjour sur une commune";;;;;;;;"F";1984;"2_Artisans, commerçants et chefs d'entreprise";"M";2010;;"Récolte conforme";"Moyen";"Oui";"";
"2018-08-31_GUER_3B_392959";"2018-08-31-GUER-SEN-031";"AURAY";;;"en séjour sur une commune";;;;;;;;"F";1984;"2_Artisans, commerçants et chefs d'entreprise";"M";2008;;"Récolte conforme";"Moyen";"Oui";"";
"2018-08-31_GUER_3B_392959";"2018-08-31-GUER-SEN-031";"AURAY";;;"en séjour sur une commune";;;;;;;;"F";1984;"2_Artisans, commerçants et chefs d'entreprise";"M";2008;;"Récolte conforme";"Moyen";"Oui";"";
"2018-08-31-GUER-SEN-030";"2018-08-31_GUER_3B_392969";"CORDEMAIS";;;"pour la journée";;;;;;;;"F";1950;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392976";"PORNICHET";;;"en séjour sur une commune";;;;;;;;"M";1950;"7_Retraités";;;;;;;"";
"2018-08-31_GUER_3B_392989";"2018-08-31-GUER-SEN-035";"TOURS";;;"en séjour sur une commune";;;"Résidence secondaire";;;;;"M";1942;"7_Retraités";"M";2012;;;;;"";
"2018-08-31-GUER-SEN-033";"2018-08-31_GUER_3B_392992";;;;"en séjour sur une commune";;;;;;;;"M";1946;"7_Retraités";;;;;;;"";
"2018-08-31-GUER-SEN-034";"2018-08-31_GUER_3B_393009";;;;"pour la journée";;;;;;;;"F";1957;"5_Employés";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2019-02-26_GUER_3B_393045";"2019-02-26-GUER-SEN-003";"RAMBOUILLET";;;"en séjour sur une commune";"LA BAULE ESCOUBLAC";;"Résidence secondaire";;;;;"F";1983;"5_Employés";"M";2009;"8-82-84_Elèves, étudiants";"Récolte non vérifiée";"Bon";"Oui";"";
"2019-02-26_GUER_3B_393045";"2019-02-26-GUER-SEN-003";"RAMBOUILLET";;;"en séjour sur une commune";"LA BAULE ESCOUBLAC";;"Résidence secondaire";;;;;"F";1983;"5_Employés";"F";2006;"8-82-84_Elèves, étudiants";"Récolte non vérifiée";"Bon";"Oui";"";
"2019-03-05-GUER-SEN-002";"2019-03-05_GUER_3B_393059";"NANTES";;;"pour la journée";;;;;;;;"F";1950;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2019-03-12-GUER-SEN-001";"2019-03-12_GUER_3A_393121";"GUICHEN";;;"en séjour sur une commune";"LA TURBALLE";3;;"Non renseigné";;;;"F";1955;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2019-03-12-GUER-SEN-003";"2019-03-12_GUER_3A_393105";"LE POULIGUEN";;;"en séjour sur une commune";;;;"Non";;;;"F";1964;"1-10-12-122c_Ostréiculteur";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-034";"2018-08-31_GUER_3B_393120";"LA REGRIPPIERE";;;"pour la journée";;;;;;;;"F";1957;"5_Employés";;;;;"Bon";"Oui";"";
"2019-02-27-GUER-SEN-001";"2019-02-27_GUER_3A_393133";"LE POULIGUEN";;;"en séjour sur une commune";;;;;;;;"M";1959;"5_Employés";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-038";"2018-08-31_GUER_3B_393142";"CORDEMAIS";;;"pour la journée";;;;;;;;"F";1950;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-036";"2018-08-31_GUER_3B_393150";"JOSSELIN";;;"pour la journée";;;;;;;;"F";1942;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-31-GUER-SEN-037";"2018-08-31_GUER_3B_393153";"EVRY";;;"en séjour sur une commune";;;;;;;;"M";1946;"7_Retraités";;;;;;;"";
"2019-03-13-GUER-SEN-001";"2019-03-13_GUER_3A_393165";"LA BAULE ESCOUBLAC";;;"en séjour sur une commune";;;;;;;;"M";1939;"7-76-77_Anciens employés";;;;"Récolte non vérifiée";"Moyen";"Oui";"";
"2019-03-13-GUER-SEN-002";"2019-03-13_GUER_3A_393168";"LE POULIGUEN";;;"en séjour sur une commune";;;;;;;;"F";1956;"7_Retraités";;;;;"Bon";;"";
"2018-10-12-GUER-SEN-005";"2018-10-12_GUER_3B_393189";"PORNICHET";;;"en séjour sur une commune";;;;;;;;"F";1949;"7_Retraités";;;;;;;"";
"2018-10-12-GUER-SEN-006";"2018-10-12_GUER_3B_393199";"ST NAZAIRE";;;"en séjour sur une commune";;;;;;;;"F";1957;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-12-GUER-SEN-007";"2018-10-12_GUER_3B_393202";"LE POULIGUEN";;;"en séjour sur une commune";;;;;;;;"M";1952;"5_Employés";;;;;;;"";
"2019-03-19_GUER_3B_393392";"2019-03-19-GUER-SEN-001";"LE POULIGUEN";;;"en séjour sur une commune";;;;;;;;"M";1956;"7_Retraités";"F";1958;"7_Retraités";;"Bon";"Oui";"";
"2019-03-19-GUER-SEN-002";"2019-03-19_GUER_3A_393390";"LE MANS";;;"en séjour sur une commune";"LE POULIGUEN";7;"Résidence secondaire";"Non";12.0;;;"M";1946;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2019-03-19-GUER-SEN-003";"2019-03-19_GUER_3B_393391";"PONTCHATEAU";;;"pour la journée";;;;;;;;"M";1948;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2019-03-19-GUER-SEN-005";"2019-03-19_GUER_3A_393405";"GUERANDE";;;"pour la journée";;;;;;;;"M";1950;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";""
"2019-03-19-GUER-SEN-005";"2019-03-19_GUER_3A_393408";"TOULOUSE";;;"en séjour sur une commune";"LE POULIGUEN";7;;;;;;"M";1960;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";
"2019-03-19-GUER-SEN-006";"2019-03-19_GUER_3A_393422";"NANTES";;;"en séjour sur une commune";"LA BAULE ESCOUBLAC";;;;;;;"F";1947;"7_Retraités";;;;"Non Triée";"Bon";"Oui";"";
"2019-03-19-GUER-SEN-007";"2019-03-19_GUER_3A_393433";"HERBIGNAC";;;"en séjour sur une commune";;;;;;;;"F";1973;"6_Ouvriers";;;;;"Moyen";"Oui";"";
"2019-03-19-GUER-SEN-008";"2019-03-19_GUER_3A_393432";"GUERANDE";;;"en séjour sur une commune";;;;;;;;"M";1955;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2019-03-26-GUER-SEN-001";"GUER_3A_393630";"LE POULIGUEN";;;"en séjour sur une commune";;;;;;;;"F";1988;"5_Employés";;;;"Non Triée";"Moyen";"Non";"";
"2019-03-21-ORNE-SEN-025";"2019-03-21_ORNE_04_393734";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-027";"2019-03-21_ORNE_04_393741";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Moyen";;"";
"2019-03-21-ORNE-SEN-096";"2019-03-21_ORNE_04_393748";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";"Interrogation sur l'autorisation de la pêche à la coque sur Gefosse-Fontenay"
"2019-03-21-ORNE-SEN-029";"2019-03-21_ORNE_04_393754";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-030";"2019-03-21_ORNE_04_393760";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-031";"2019-03-21_ORNE_04_393766";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-032";"2019-03-21_ORNE_04_393772";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-033";"2019-03-21_ORNE_04_393778";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-034";"2019-03-21_ORNE_04_393784";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-035";"2019-03-21_ORNE_04_393790";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-036";"2019-03-21_ORNE_04_393796";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-037";"2019-03-21_ORNE_05_393802";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-038";"2019-03-21_ORNE_05_393808";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-039";"2019-03-21_ORNE_05_393814";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-040";"2019-03-21_ORNE_04_393824";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-03-21-ORNE-SEN-041";"2019-03-21_ORNE_04_393830";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-03-21-ORNE-SEN-042";"2019-03-21_ORNE_04_393836";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-03-21-ORNE-SEN-043";"2019-03-21_ORNE_04_393842";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-03-21-ORNE-SEN-044";"2019-03-21_ORNE_04_393848";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-03-21-ORNE-SEN-045";"2019-03-21_ORNE_04_393854";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";"Remarques sur la réglementation et sur les ressources et environnement"
"2019-03-21-ORNE-SEN-046";"2019-03-21_ORNE_04_393860";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-03-21-ORNE-SEN-047";"2019-03-21_ORNE_04_393866";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Etat sanitaire";"Remarque du pêcheur concernant la réglementation et l'état sanitaire du site"
"2019-03-21-ORNE-SEN-048";"2019-03-21_ORNE_04_393872";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-03-21-ORNE-SEN-049";"2019-03-21_ORNE_04_393878";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-03-21-ORNE-SEN-050";"2019-03-21_ORNE_05_394563";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-051";"2019-03-21_ORNE_05_394569";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";"Interrogation quant à où se renseigner sur la réglementation "
"2019-03-21-ORNE-SEN-052";"2019-03-21_ORNE_05_394575";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-054";"2019-03-21_ORNE_05_394587";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-055";"2019-03-21_ORNE_05_394593";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Moyen";;"";
"2019-03-21-ORNE-SEN-056";"2019-03-21_ORNE_05_394599";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-057";"2019-03-21_ORNE_05_394605";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-03-21-ORNE-SEN-059";"2019-03-21_ORNE_04_394612";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";"NB : La pêche du bouquet (espèce pêchée) était fermée à cette date. "
"2019-03-21-ORNE-SEN-060";"2019-03-21_ORNE_04_394618";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";"NB : La pêche du bouquet (espèce pêchée) était fermée à cette date. "
"2019-03-21-ORNE-SEN-061";"2019-03-21_ORNE_04_394624";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-03-21-ORNE-SEN-062";"2019-03-21_ORNE_04_394630";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-03-21-ORNE-SEN-063";"2019-03-21_ORNE_04_397232";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Pêcheurs militant pour les bonnes pratiques de pêches. Retournent les ""pierres"" déplacées sur l'estran."
"2019-03-21-ORNE-SEN-064";"2019-03-21_ORNE_04_397244";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-03-21-ORNE-SEN-065";"2019-03-21_ORNE_04_397251";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Remarque du pêcheur sur la réglementation de la pêche spécifique de chaque département. "
"2019-03-21-ORNE-SEN-066";"2019-03-21_ORNE_04_397263";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-03-21-ORNE-SEN-067";"2019-03-21_ORNE_04_397269";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-04-18-ORNE-SEN-001";"2019-04-18_ORNE_02_397314";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-04-18-ORNE-SEN-003";"2019-04-18_ORNE_02_397320";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-04-18-ORNE-SEN-004";"2019-04-18_ORNE_02_397326";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-04-18-ORNE-SEN-005";"2019-04-18_ORNE_02_397332";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-04-18-ORNE-SEN-006";"2019-04-18_ORNE_02_397338";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-04-18-ORNE-SEN-007";"2019-04-18_ORNE_02_397344";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-04-18-ORNE-SEN-008";"2019-04-18_ORNE_02_397350";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-04-18-ORNE-SEN-009";"2019-04-18_ORNE_02_397356";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-04-18-ORNE-SEN-010";"2019-04-18_ORNE_02_397362";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-04-18-ORNE-SEN-011";"2019-04-18_ORNE_02_397368";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
