"Libellé Sortie";"Code Enquète";"Commune résidence";"Département";"Pays";"De passage";"Commune séjour";"Durée séjour";"Hebergement";"Premier Séjour";"Fréquence Visites";"Influence Destination";"Influence Date";"Sexe - Pécheur";"Annee Naissance - Pécheur";"CSP - Pécheur";"Sexe - Autre membre";"Annee Naissance - Autre membre";"CSP - Autre membre";"Tri récolte";"Accueil";"Sensibilisation";"Remarques pécheur";"Précisions remarques"
"2018-10-19-GONB-SEN-004";"2018-10-19_GONB_01A_381294";"ERQUY";;;"en séjour sur une commune";;;;;;;;"M";1953;"7-71-71_Anciens agriculteurs exploitants";;;;"Récolte conforme";"Bon";"Oui";"";"ancien pêcheur"
"2018-10-19-GONB-SEN-005";"2018-10-19_GONB_01A_381302";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1951;"7-76-78_Anciens ouvriers";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-09-GONB-SEN-023";"2018-10-09_GONB_12A_381322";"CHATEAUNEUF D ILLE ET VILAINE";;;"en séjour sur une commune";;;;;;;;"M";1953;"7-72-72_Anciens artisans, commerçants. chefs d'entreprise";;;;;;;"";
"2018-10-09-GONB-SEN-024";"2018-10-09_GONB_12A_381330";"ST PERE";;;"en séjour sur une commune";;;;;;;;"M";1957;"7_Retraités";;;;;;;"";
"2018-10-09_GONB_12A_381337";"2018-10-09-GONB-SEN-025";"DINARD";;;"en séjour sur une commune";;;;;;;;"F";1963;"7_Retraités";"M";1966;"8_Autres personnes sans activité professionnelle";;;;"";
"2018-10-09-GONB-SEN-026";"2018-10-09_GONB_12A_381347";"ST BENOIT DES ONDES";;;"en séjour sur une commune";;;;;;;;"M";1949;"7_Retraités";;;;"Non Triée";"Moyen";"Moyen";"";
"2018-10-09-GONB-SEN-027";"2018-10-09_GONB_12A_381356";"ST PIERRE DE PLESGUEN";;;"en séjour sur une commune";;;;;;;;"M";1956;"7_Retraités";;;;;;;"";
"2018-10-09-GONB-SEN-028";"2018-10-09_GONB_12A_381362";"ST SULIAC";;;"en séjour sur une commune";;;;;;;;"M";1947;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25_GONB_01A_383966";"2018-10-25-GONB-SEN-001";"LE MANS";;;"en séjour sur une commune";"ST CAST LE GUILDO";8;"Camping car";"Non";3.0;"Non, secondaire";"Non, secondaire";"F";1943;"0_Non Renseigné";"M";1940;"7-72-72_Anciens artisans, commerçants. chefs d'entreprise";"Tri complet";"Bon";"Moyen";"";"trop de contrôle
retraité commerçante"
"2018-10-25-GONB-SEN-003";"2018-10-25_GONB_01A_383977";"HENANBIHEN";;;"en séjour sur une commune";;;;;;;;"M";1961;"6_Ouvriers";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-25-GONB-SEN-004";"2018-10-25_GONB_01A_383996";"LA GUIERCHE";;;"en séjour sur une commune";"ST CAST LE GUILDO";7;"Camping car";"Non";10.0;"Non, secondaire";"Non, secondaire";"F";1944;"0_Non Renseigné";;;;"Tri partiel";"Bon";"Oui";"";"retraité de la fonction publique"
"2018-10-25_GONB_01B_384044";"2018-10-25-GONB-SEN-004";"GUICHEN";;;"en séjour sur une commune";"ST CAST LE GUILDO";14;;;;;;"M";1969;"4_Professions Intermédiaires";"F";1970;"4_Professions Intermédiaires";"Tri complet";"Bon";"Oui";"";
"2018-10-25-GONB-SEN-006";"2018-10-25_GONB_01B_384104";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1959;"8_Autres personnes sans activité professionnelle";;;;;;;"";
"2018-10-25_GONB_01B_384121";"2018-10-25-GONB-SEN-007";"LOUDEAC";;;"en séjour sur une commune";;;;;;;;"F";1957;"7_Retraités";"F";1957;"7_Retraités";;;;"";
"2018-10-25-GONB-SEN-008";"2018-10-25_GONB_01B_384151";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1949;"7_Retraités";;;;"Récolte non vérifiée";"Moyen";"Moyen";"";
"2018-10-25_GONB_01B_384172";"2018-10-25-GONB-SEN-009";"TOURS";;;"en séjour sur une commune";"PLANCOET";4;;;;;;"M";1988;"0_Non Renseigné";"F";2011;"8-82-84_Elèves, étudiants";;;;"";
"2018-10-25_GONB_01B_384172";"2018-10-25-GONB-SEN-009";"TOURS";;;"en séjour sur une commune";"PLANCOET";4;;;;;;"M";1988;"0_Non Renseigné";"F";1987;"0_Non Renseigné";;;;"";
"2018-10-26_GONB_12A_384335";"2018-10-26-GONB-SEN-001";"CHATEAUNEUF D ILLE ET VILAINE";;;"en séjour sur une commune";;;;;;;;"M";1980;"6_Ouvriers";"M";1981;"8_Autres personnes sans activité professionnelle";"Récolte conforme";"Bon";"Oui";"";
"2018-10-29_GONB_01A_385191";"2018-10-29-GONB-SEN-001";"VALENCIENNES";;;"en séjour sur une commune";"ERQUY";7;"Camping car";"Non";1.0;"Non, secondaire";"Non, secondaire";"F";1962;"0_Non Renseigné";"F";1964;"3_Cadres et professions intellectuelles supérieures";"Récolte conforme";"Bon";"Oui";"";"une femme 1962 ATSEM / chomage
une femme 1964 cadre / chargée d'affaire"
"2018-10-29_GONB_01A_385201";"2018-10-29-GONB-SEN-003";"PLEVENON";;;"en séjour sur une commune";;;;;;;;"M";1951;"7_Retraités";"F";1958;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-10-29-GONB-SEN-004";"2018-10-29_GONB_01A_385209";"PLEVENON";;;"en séjour sur une commune";;;;;;;;"M";1947;"7_Retraités";;;;"Panier vide";"Bon";"Non";"";
"2018-11-06-GONB-SEN-001";"2018-11-06_GONB_01A_386247";"CHARLY SUR MARNE";;;"en séjour sur une commune";"ST CAST LE GUILDO";20;"Camping car";"Non";10.0;"Non, secondaire";"Non, secondaire";"M";1950;"0_Non Renseigné";;;;"Panier vide";"Bon";"Oui";"";"C'est un ancien viticulteur. "
"2018-11-06-GONB-SEN-003";"2018-11-06_GONB_01A_386270";"LA FLECHE";;;"en séjour sur une commune";"ST CAST LE GUILDO";15;"Camping car";"Non";;"Non, secondaire";"Non, secondaire";"M";1935;"0_Non Renseigné";;;;"Panier vide";"Bon";"Moyen";"";"retraité de l'administration"
"2018-11-06-GONB-SEN-004";"2018-11-06_GONB_01A_386276";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";;;;"Panier vide";"Bon";"Moyen";"";
"2018-11-06_GONB_01A_386282";"2018-11-06-GONB-SEN-005";"MATIGNON";;;"en séjour sur une commune";;;;;;;;"M";1956;"7-72-72_Anciens artisans, commerçants. chefs d'entreprise";"M";1951;"7_Retraités";;;;"";
"2018-11-06-GONB-SEN-006";"2018-11-06_GONB_12A_386298";"PLEUDIHEN SUR RANCE";;;"en séjour sur une commune";;;;;;;;"M";1965;"5_Employés";;;;"Non Triée";"Bon";"Oui";"";
"2018-11-06_GONB_12A_386317";"2018-11-06-GONB-SEN-008";"CHATEAUNEUF D ILLE ET VILAINE";;;"en séjour sur une commune";;;;;;;;"M";1948;"7_Retraités";"F";1948;"7_Retraités";"Non Triée";"Moyen";"Non";"";
"2018-11-07-GONB-SEN-001";"2018-11-07_GONB_01A_386459";"PLEVENON";;;"en séjour sur une commune";;;;;;;;"M";1936;"7-72-72_Anciens artisans, commerçants. chefs d'entreprise";;;;"Non Triée";"Bon";"Moyen";"";"connaissance de la période mais pas des horaires "
"2018-11-07_GONB_01A_386494";"2018-11-07-GONB-SEN-006";"LAMBALLE";;;"en séjour sur une commune";;;;;;;;"M";1953;"7-76-77_Anciens employés";"F";1953;"7-76-77_Anciens employés";"Récolte conforme";"Bon";"Oui";"";"connaissance de la période mais pas des horaires"
"2018-11-07-GONB-SEN-007";"2018-11-07_GONB_01A_386513";"RENNES";;;"en séjour sur une commune";"ST ALBAN";15;"Camping car";"Non";;"Non, secondaire";"Non, secondaire";"M";1950;"0_Non Renseigné";;;;"Récolte non vérifiée";"Bon";"Moyen";"";"retraité des sapeurs pompiers"
"2018-07-12-GUER-SEN-029";"2018-07-12_GUER_3A_386576";"LE POULIGUEN";;;"en séjour sur une commune";;;;;;;;"M";1934;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";
"2018-07-12-GUER-SEN-031";"2018-07-12_GUER_3A_386584";"MONTOIR DE BRETAGNE";;;"pour la journée";;;;"Non renseigné";;;;"M";1953;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-11-08_GONB_01A_386587";"2018-11-08-GONB-SEN-002";"ST ALBAN";;;"en séjour sur une commune";;;;;;;;"F";1944;"7_Retraités";"M";1943;"7_Retraités";"Panier vide";"Bon";"Oui";"";"retraitée éducation nationale et retraité armée"
"2018-11-08-GONB-SEN-004";"2018-11-08_GONB_01A_386594";"ST BRANDAN";;;"en séjour sur une commune";"PLEVENON";3;"Camping car";"Non";5.0;"Non, secondaire";"Non, secondaire";"M";1943;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";"retraité artisanat"
"2018-11-08_GONB_01A_386605";"2018-11-08-GONB-SEN-005";"MAGNY LES HAMEAUX";;;"en séjour sur une commune";"ERQUY";15;"Camping car";"Non";10.0;"Non, secondaire";"Non, secondaire";"M";1943;"0_Non Renseigné";"F";1946;"7-76-77_Anciens employés";"Tri complet";"Bon";"Oui";"";"retraité chauffeur poids lourds"
"2018-07-13-GUER-SEN-165";"2018-07-13_GUER_3A_386618";"COGNAC";;;"en séjour sur une commune";;;"Résidence secondaire";;;;;"M";1976;"2_Artisans, commerçants et chefs d'entreprise";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-11-12_GONB_01A_387018";"2018-11-12-GONB-SEN-001";"PLEVENON";;;"en séjour sur une commune";;;;;;;;"F";1943;"7_Retraités";"F";1950;"7_Retraités";"Panier vide";"Bon";"Oui";"";
"2018-11-12_GONB_01A_387018";"2018-11-12-GONB-SEN-001";"PLEVENON";;;"en séjour sur une commune";;;;;;;;"F";1943;"7_Retraités";"F";1945;"7_Retraités";"Panier vide";"Bon";"Oui";"";
"2018-11-12-GONB-SEN-003";"2018-11-12_GONB_01A_387029";"MATIGNON";;;"en séjour sur une commune";;;;;;;;"F";1947;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";"toute première pêche et avide d'information"
"2018-07-13-GUER-SEN-166";"2018-07-13_GUER_3A_388061";"ANGERS";;;"en séjour sur une commune";"LE POULIGUEN";7;;"Non renseigné";;;;"M";1949;"7_Retraités";;;;"Non Triée";"Bon";"Oui";"";
"2018-07-13_GUER_3A_388110";"2018-07-13-GUER-SEN-167";"LE MANS";;;"en séjour sur une commune";"GUERANDE";21;;;;;;"M";1966;"2-21_Artisans";"F";1972;"8_Autres personnes sans activité professionnelle";"Non Triée";;;"";
"2018-07-12-GUER-SEN-031";"2018-07-12_GUER_3A_388335";"COGNAC";;;"en séjour sur une commune";"HERBIGNAC";15;"Résidence secondaire";;;;;"M";1953;"7_Retraités";;;;"Non Triée";"Bon";"Moyen";"";
"2018-07-12-GUER-SEN-033";"2018-07-12_GUER_3A_388361";"MAYENNE";;;"en séjour sur une commune";"BATZ SUR MER";4;"Résidence secondaire";;;;;"M";1947;"7_Retraités";;;;"Non Triée";"Bon";"Moyen";"";
"2018-07-14-GUER-SEN-022";"2018-07-14_GUER_3A_388368";"NANTES";;;"pour la journée";;;;;;;;"M";1966;"5_Employés";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-14-GUER-SEN-023";"2018-07-14_GUER_3A_388375";"RENNES";;;"pour la journée";;;;;;;;"F";1974;"4_Professions Intermédiaires";;;;"Récolte conforme";"Bon";"Moyen";"";
"2018-08-13-LEGD-SEN-117";"2018-08-13_LEGD_00_389495";"GUISSENY";;;"en séjour sur une commune";;;;;;;;"M";1957;"5_Employés";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-13-LEGD-SEN-119";"2018-08-13_LEGD_00_389545";"KERNILIS";;;"en séjour sur une commune";;;;;;;;"M";1963;"5_Employés";;;;"Récolte conforme";"Bon";"Oui";"";"l'intégralité de la récolte n'a pas été vue mais l'ensemble des prises semblaient à la bonne taille"
"2018-08-13_LEGD_00_389617";"2018-08-13-LEGD-SEN-120";"LUYNES";;;"en séjour sur une commune";"PLOUGUERNEAU";7;"Camping";"Non";;"Non, secondaire";"Non, secondaire";"M";1953;"7-76-78_Anciens ouvriers";"M";2011;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-13_LEGD_00_389617";"2018-08-13-LEGD-SEN-120";"LUYNES";;;"en séjour sur une commune";"PLOUGUERNEAU";7;"Camping";"Non";;"Non, secondaire";"Non, secondaire";"M";1953;"7-76-78_Anciens ouvriers";"F";1967;"5_Employés";"Récolte conforme";"Bon";"Oui";"";
"2018-08-13-LEGD-SEN-121";"2018-08-13_LEGD_00_389662";"BRASPARTS";;;"en séjour sur une commune";"PLOUGUERNEAU";;"Famille/Amis";"Non";;"Oui, en partie";"Non, secondaire";"F";1960;"8_Autres personnes sans activité professionnelle";;;;"Non Triée";"Bon";"Moyen";"";
"2018-08-13-LEGD-SEN-122";"2018-08-13_LEGD_00_389945";"BREST";;;"en séjour sur une commune";"GUISSENY";150;"Terrain privé";"Non";1.0;"Non, secondaire";"Non, secondaire";"M";1947;"5_Employés";;;;"Récolte conforme";"Bon";"Oui";"";" Sensibilisé à milieu marin avec naufrage Amocco"
"2018-08-13-LEGD-SEN-123";"2018-08-13_LEGD_00_389958";"TOULOUSE";;;"en séjour sur une commune";"PLOUDALMEZEAU";15;"Location/Hotel";"Non";1.0;"Non, secondaire";"Non, secondaire";"M";1969;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte non vérifiée";"Bon";"Oui";"";"trouve que certains locaux respectent peu"
"2018-08-13-LEGD-SEN-124";"2018-08-13_LEGD_00_390013";"LA CHAPELLE DES FOUGERETZ";;;"en séjour sur une commune";"PLOUGUERNEAU";7;"Camping";"Oui";;"Non, secondaire";"Non, secondaire";"F";1970;"5_Employés";;;;"Récolte conforme";"Bon";"Oui";"";""
"2018-09-10_LEGD_00_390029";"2018-09-10-LEGD-SEN-179";"CROZON";;;"en séjour sur une commune";"PLOUGUERNEAU";100;"Résidence secondaire";"Non";1.0;"Non, secondaire";"Non, secondaire";"F";1952;"7-76-77_Anciens employés";"M";1949;"7_Retraités";"Non Triée";"Moyen";"Moyen";"";"(sur parking)"
"2018-09-10_LEGD_00_390055";"2018-09-10-LEGD-SEN-180";"LANDERNEAU";;;"pour la journée";;;;"Non";2.0;;;"M";1959;"7-73-75_Anciennes professions intermédiaires";"M";1959;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-09-10_LEGD_00_390055";"2018-09-10-LEGD-SEN-180";"LANDERNEAU";;;"pour la journée";;;;"Non";2.0;;;"M";1959;"7-73-75_Anciennes professions intermédiaires";"F";1958;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-09-10_LEGD_00_390055";"2018-09-10-LEGD-SEN-180";"LANDERNEAU";;;"pour la journée";;;;"Non";2.0;;;"M";1959;"7-73-75_Anciennes professions intermédiaires";"F";1965;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-09-10_LEGD_00_390055";"2018-09-10-LEGD-SEN-180";"LANDERNEAU";;;"pour la journée";;;;"Non";2.0;;;"M";1959;"7-73-75_Anciennes professions intermédiaires";"M";1953;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-09-10_LEGD_00_390084";"2018-09-10-LEGD-SEN-181";"PLOUGASTEL DAOULAS";;;"en séjour sur une commune";"LESNEVEN";21;"Famille/Amis";"Non";3.0;"Oui, en partie";"Non, secondaire";"M";1991;"8_Autres personnes sans activité professionnelle";"F";1988;"8_Autres personnes sans activité professionnelle";"Tri complet";"Bon";"Oui";"";
"2018-09-10-LEGD-SEN-182";"2018-09-10_LEGD_00_390093";"BREUVILLE";;;"en séjour sur une commune";"PLOUGUERNEAU";7;"Camping";"Oui";;"Oui, en partie";"Oui, en partie";"F";1948;"7-76-77_Anciens employés";;;;"Panier vide";"Bon";"Oui";"";"connaissent un peu la réglementation mais sur autre région
pêchent coques à l'observation des trous"
"2018-09-11-LEGD-SEN-138";"2018-09-11_LEGD_00_390100";"LESNEVEN";;;"pour la journée";;;;;;;;"M";1961;"8_Autres personnes sans activité professionnelle";;;;"Non Triée";"Bon";"Oui";"";"S'interroge sur la mesure pour tourteau, faut-il prendre en compte la rotondité pour la mesure "
"2018-09-11_LEGD_00_390110";"2018-09-11-LEGD-SEN-139";"LES OLLIERES SUR EYRIEUX";;;"en séjour sur une commune";"PLOUGUERNEAU";2;"Camping car";"Oui";;"Non, secondaire";"Non, secondaire";"M";1953;"7-71-71_Anciens agriculteurs exploitants";"F";1950;"7-71-71_Anciens agriculteurs exploitants";"Tri complet";"Bon";"Oui";"";
"2018-09-11-LEGD-SEN-140";"2018-09-11_LEGD_00_390119";"KERNILIS";;;"pour la journée";;;;;;;;"F";1973;"6_Ouvriers";;;;"Récolte conforme";"Bon";"Oui";"";"mentionne outil de mesure obtenu au musée des goémoniers"
"2018-09-11-LEGD-SEN-141";"2018-09-11_LEGD_00_390126";"LANDERNEAU";;;"pour la journée";;;;"Non";3.0;;;"M";1976;"5_Employés";;;;"Non Triée";"Bon";"Oui";"";"n'a pas trié mais n'avait pas de bonne connaissance sur taille."
"2018-09-11-LEGD-SEN-142";"2018-09-11_LEGD_00_390134";"GUISSENY";;;"en séjour sur une commune";;;;;;;;"F";1943;"7-71-71_Anciens agriculteurs exploitants";;;;"Tri complet";"Bon";"Oui";"";""
"2018-09-26_LEGD_00_390141";"2018-09-26-LEGD-SEN-009";"EPINAY SUR SEINE";;;"en séjour sur une commune";"PLOUGUERNEAU";6;"Location/Hotel";"Non";;"Non, secondaire";"Non, secondaire";"F";1954;"5_Employés";"M";1990;"4_Professions Intermédiaires";"Panier vide";"Bon";"Oui";"";
"2018-09-26_LEGD_00_390141";"2018-09-26-LEGD-SEN-009";"EPINAY SUR SEINE";;;"en séjour sur une commune";"PLOUGUERNEAU";6;"Location/Hotel";"Non";;"Non, secondaire";"Non, secondaire";"F";1954;"5_Employés";"M";1991;"5_Employés";"Panier vide";"Bon";"Oui";"";
"2018-09-10-GONB-SEN-183";"2018-09-10_GONB_02B_390236";"DINARD";;;"en séjour sur une commune";;;;;;;;"F";1955;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-09-10-GONB-SEN-184";"2018-09-10_GONB_02B_390246";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-08-LEGD-SEN-030";"2018-10-08_LEGD_00_390301";"GUISSENY";;;"en séjour sur une commune";;;;;;;;"M";1950;"7-76-77_Anciens employés";;;;"Tri partiel";"Bon";"Oui";"";
"2018-10-08-LEGD-SEN-031";"2018-10-08_LEGD_00_390309";"GUISSENY";;;"en séjour sur une commune";;;;;;;;"F";1959;"5_Employés";;;;"Tri partiel";"Bon";"Moyen";"";"Râle un peu sur les contrôles pour les ormeaux. Elle dit faire attention globalement."
"2018-10-09-LEGD-SEN-052";"2018-10-09_LEGD_00_390320";"LE RELECQ KERHUON";;;"pour la journée";;;;"Non";30.0;;;"M";1946;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-10-09_LEGD_00_390327";"2018-10-09-LEGD-SEN-053";"GUISSENY";;;"en séjour sur une commune";"ROSCOFF";;"Location/Hotel";"Non";;"Non, secondaire";"Oui, en partie";"M";1969;"3_Cadres et professions intellectuelles supérieures";"F";1948;"7_Retraités";"Tri complet";"Bon";"Oui";"";"FARMOUTH"
"2018-10-09_LEGD_00_390327";"2018-10-09-LEGD-SEN-053";"GUISSENY";;;"en séjour sur une commune";"ROSCOFF";;"Location/Hotel";"Non";;"Non, secondaire";"Oui, en partie";"M";1969;"3_Cadres et professions intellectuelles supérieures";"F";1957;"5_Employés";"Tri complet";"Bon";"Oui";"";"FARMOUTH"
"2018-10-09-LEGD-SEN-054";"2018-10-09_LEGD_00_390336";"LESNEVEN";;;"pour la journée";;;;"Non";;;;"M";1950;"7-72-72_Anciens artisans, commerçants. chefs d'entreprise";;;;"Récolte conforme";"Bon";"Oui";"";"allait à Keremma avant
2ème fois à Guissény, une première fois il y a 10 ans"
"2018-10-09-LEGD-SEN-055";"2018-10-09_LEGD_00_390343";"LOCMARIA PLOUZANE";;;"pour la journée";;;;"Non";;;;"M";1947;"4_Professions Intermédiaires";;;;"Tri complet";"Bon";"Oui";"";"a commencé à pêché sur le banc de Saint-Marc à Brest (avant polder)"
"2018-10-25-LEGD-SEN-073";"2018-10-25_LEGD_00_390350";"LE FOLGOET";;;"pour la journée";;;;"Non";12.0;;;"M";1962;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";"- inquiet sur qualité milieu (plastique...)
- apprécie le site car sentiment pas de surconsommation"
"2018-11-12_LEGD_00_390359";"2018-11-12-LEGD-SEN-004";"PLOUVIEN";;;"pour la journée";;;;;;;;"F";1967;"5_Employés";"F";1936;"7_Retraités";"Panier vide";"Bon";"Oui";"";"sur taille coque a dit 30 ou 40 mm on peut considérer qu'elle n'avait qu'une idée vague"
"2018-11-21-GONB-SEN-001";"2018-11-21_GONB_01A_390372";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1962;"6_Ouvriers";;;;"Tri complet";"Bon";"Oui";"";
"2018-11-21-GONB-SEN-003";"2018-11-21_GONB_01A_390379";"ST MEEN LE GRAND";;;"pour la journée";;;;"Non";4.0;;;"M";1967;"6_Ouvriers";;;;"Non Triée";"Moyen";"Moyen";"";
"2018-11-23-GONB-SEN-001";"2018-11-23_GONB_01A_390388";"PLEVENON";;;"en séjour sur une commune";;;;;;;;"M";1956;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-11-23-GONB-SEN-003";"2018-11-23_GONB_01A_390395";"BRY SUR MARNE";;;"en séjour sur une commune";"FREHEL";15;"Location/Hotel";"Non";2.0;"Non, secondaire";"Non, secondaire";"M";1952;"7_Retraités";;;;"Panier vide";"Bon";"Oui";"";
"2018-11-24_LEGD_00_390409";"2018-11-24-LEGD-SEN-002";"LA CHAPELLE LAUNAY";;;"en séjour sur une commune";"GUISSENY";2;"Résidence secondaire";"Non";6.0;"Non, secondaire";"Non, secondaire";"M";1967;"2-21_Artisans";"M";2001;;"Récolte conforme";"Bon";"Oui";"";
"2018-11-26-LEGD-SEN-002";"2018-11-26_LEGD_00_390481";"CONCARNEAU";;;"en séjour sur une commune";"KERLOUAN";3;"Famille/Amis";"Non";20.0;"Non, secondaire";"Non, secondaire";"F";1932;"7-73-74_Anciens cadres";;;;"Tri partiel";"Bon";"Oui";"";"fait tri à la maison (séjourne à côté) / un peu vexée d'avoir beaucoup de petites"
"2018-07-14-GUER-SEN-024";"2018-07-14_GUER_3A_391047";"BRAINS";;;"en séjour sur une commune";;;;;;;;"M";1957;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-07-14-GUER-SEN-027";"2018-07-14_GUER_3A_391054";"MARNES";;;"en séjour sur une commune";"GUERANDE";;"Résidence secondaire";;;;;"M";1982;"0_Non Renseigné";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-14_GUER_3A_391062";"2018-07-14-GUER-SEN-027";"LE GAVRE";;;"pour la journée";;;;;;;;"M";1954;"7_Retraités";"F";1958;"7_Retraités";"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-14-GUER-SEN-027";"2018-07-14_GUER_3A_391071";"LE POULIGUEN";;;"en séjour sur une commune";;;;;;;;"F";1968;"5_Employés";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-15_GUER_3A_391083";"2018-07-15-GUER-SEN-053";"PARIS 01";;;"en séjour sur une commune";"LE POULIGUEN";;"Résidence secondaire";;;;;"F";1957;"3_Cadres et professions intellectuelles supérieures";"M";1955;"3_Cadres et professions intellectuelles supérieures";"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-15_GUER_3A_391091";"2018-07-15-GUER-SEN-055";"GUERANDE";;;"en séjour sur une commune";;;;;;;;"M";1946;"7_Retraités";"F";1961;;"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-07-15_GUER_3A_391091";"2018-07-15-GUER-SEN-055";"GUERANDE";;;"en séjour sur une commune";;;;;;;;"M";1946;"7_Retraités";"F";1950;;"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-07-15-GUER-SEN-057";"2018-07-15_GUER_3A_391108";"NANTES";;;"en séjour sur une commune";"LE POULIGUEN";;"Résidence secondaire";;;;;"F";1949;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-07-15_GUER_3A_391123";"2018-07-15-GUER-SEN-059";"ST ANDRE DES EAUX";;;"en séjour sur une commune";;;;;;;;"F";1954;"0_Non Renseigné";"M";;"3_Cadres et professions intellectuelles supérieures";"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-16-GUER-SEN-065";"2018-07-16_GUER_3A_391141";"NANTES";;;"pour la journée";;;;;;;;"F";1990;"5_Employés";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-16_GUER_3A_391147";"2018-07-16-GUER-SEN-067";"ANGERS";;;"pour la journée";;;;;;;;"M";1975;"0_Non Renseigné";"F";1972;;"Non Triée";"Bon";"Oui";"";
"2018-07-16-GUER-SEN-068";"2018-07-16_GUER_3A_391157";"SAVENAY";;;"en séjour sur une commune";;;;;;;;"M";1950;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-07-16_GUER_3A_391165";"2018-07-16-GUER-SEN-069";"GUERANDE";;;"en séjour sur une commune";;;;;;;;"M";1953;"0_Non Renseigné";"F";1945;;"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-07-16-GUER-SEN-070";"2018-07-16_GUER_3A_391173";"BLOIS";;;"en séjour sur une commune";"LA TURBALLE";;"Résidence secondaire";;;;;"F";1949;"0_Non Renseigné";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-16_GUER_3A_391180";"2018-07-16-GUER-SEN-071";"PARIS 01";;;"en séjour sur une commune";"ST ANDRE DES EAUX";;"Résidence secondaire";;;;;"M";1957;"3_Cadres et professions intellectuelles supérieures";"F";1951;"2-22_Commerçants et assimilés";"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-16_GUER_3A_391188";"2018-07-16-GUER-SEN-072";"ORLEANS";;;"en séjour sur une commune";;;;;;;;"F";1973;"3_Cadres et professions intellectuelles supérieures";"M";1973;"3_Cadres et professions intellectuelles supérieures";"Récolte conforme";"Bon";"Oui";"";
