"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"2018-11-23-GONB-SEN-003";"2018-11-23_GONB_01A_390395";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Oui";"Non";"1960";"Oui";"";"Avr | Nov";"2";"Seule pratique";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"Non";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-11-24-LEGD-SEN-002";"2018-11-24_LEGD_00_390409";"Cuvettes de sédiments | Champs de blocs";"Crevettes";"Epuisette (générique)";"";"Oui";"Oui";"Non";"1985";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"10";"Rare (<5%)";"";"Coques | Palourdes | Ormeaux | Bigorneaux | Etrille";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"75";"";"Oui";"Finistère | Loire-Atlantique";"Kerlouan
Carantec
Le Croisic";"Qualité des produits | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"2018-11-26-LEGD-SEN-002";"2018-11-26_LEGD_00_390481";"Sables vaseux";"Coques";"Rateau  ";"";"Oui";"Oui";"Non";"1957";"Non";"";"";"0";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"Non";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-14-GUER-SEN-024";"2018-07-14_GUER_3A_391047";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-14-GUER-SEN-027";"2018-07-14_GUER_3A_391054";"Sables vaseux";"Palourdes | Coques";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-14-GUER-SEN-027";"2018-07-14_GUER_3A_391062";"Sables vaseux";"Palourdes | Coques";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"12";"";"";"";"";"";"Uniquement aux grandes marées";"70";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"2018-07-14-GUER-SEN-027";"2018-07-14_GUER_3A_391071";"Sables vaseux";"Palourdes | Coques";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"12";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-15-GUER-SEN-053";"2018-07-15_GUER_3A_391083";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Non";"Non";"";"";"Non";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-15-GUER-SEN-055";"2018-07-15_GUER_3A_391091";"Sables vaseux";"Palourdes | Moules";"Griffe à dents";"";"Oui";"";"";"";"Oui";"";"";"18";"";"";"";"";"";"N'importe quel jour de la semaine";"95";"";"";"";"";"Plaisir : aspect ludique";"En bateau : Ligne | En bateau : Engins dormants"
"2018-07-15-GUER-SEN-057";"2018-07-15_GUER_3A_391108";"Sables vaseux";"Palourdes | Coques";"Couteau";"";"Oui";"Oui";"";"";"Oui";"";"";"60";"";"";"";"";"";"N'importe quel jour de la semaine";"45";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-07-15-GUER-SEN-059";"2018-07-15_GUER_3A_391123";"Sables vaseux";"Palourdes | Coques";"Griffe à dents | Binette (générique)";"";"Non";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-07-16-GUER-SEN-065";"2018-07-16_GUER_3A_391141";"Sables vaseux";"Palourdes | Coques";"";"";"";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"95";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-16-GUER-SEN-067";"2018-07-16_GUER_3A_391147";"Sables vaseux";"Palourdes | Coques | Moules";"";"";"";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement en week-end/vacances";"80";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-16-GUER-SEN-068";"2018-07-16_GUER_3A_391157";"Sables vaseux";"Moules | Huitres";"Rateau  ";"";"Oui";"Non";"";"";"Oui";"";"";"7";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-16-GUER-SEN-069";"2018-07-16_GUER_3A_391165";"Sables vaseux";"Palourdes | Moules";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-07-16-GUER-SEN-070";"2018-07-16_GUER_3A_391173";"Sables vaseux";"Palourdes";"";"";"";"";"";"";"Oui";"";"";"60";"";"";"";"";"";"N'importe quel jour de la semaine";"75";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-16-GUER-SEN-071";"2018-07-16_GUER_3A_391180";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-07-16-GUER-SEN-072";"2018-07-16_GUER_3A_391188";"Sables vaseux";"Palourdes | Coques";"Rateau  ";"";"Non";"Oui";"";"";"Non";"";"";"1";"";"";"";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-12-GUER-SEN-024";"2018-08-12_GUER_3A_391203";"Sables vaseux";"Palourdes";"Griffe à dents | Couteau";"";"Oui";"Oui";"";"";"Oui";"";"";"24";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-12-GUER-SEN-026";"2018-08-12_GUER_3A_391209";"Sables vaseux";"Palourdes";"Griffe à dents | Binette";"";"Oui";"Oui";"";"";"Oui";"";"";"24";"";"";"";"";"";"Uniquement en week-end/vacances";"70";"";"";"";"";"Qualité des produits | Paysage et bon air";"Du  bord : Ligne"
"2018-08-12-GUER-SEN-027";"2018-08-12_GUER_3A_391216";"Sables vaseux";"Palourdes | Coques";"Rateau  ";"";"Oui";"Non";"";"";"Oui";"";"";"12";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-08-12-GUER-SEN-028";"2018-08-12_GUER_3A_391224";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"8";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"70";"";"";"";"";"Qualité des produits";"Aucune autre pêche"
"2018-08-12-GUER-SEN-031";"2018-08-12_GUER_3A_391246";"Sables vaseux";"Bouquet";"Haveneau";"";"Non";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"En bateau : Ligne | Du  bord : Ligne"
"2018-10-22-GUER-SEN-001";"2018-10-22_GUER_3A_391253";"Sables vaseux";"Algues";"Pas d'engin";"";"";"";"";"";"Oui";"";"Sep | Oct | Nov";"3";"";"";"";"";"";"N'importe quel jour de la semaine";"21";"";"";"";"";"Plaisir : aspect ludique";"Eaux douces"
"2018-06-21-GUER-SEN-001";"2018-06-21_GUER_3B_391294";"Sables vaseux";"Palourdes | Coques";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"8";"";"";"";"";"";"N'importe quel jour de la semaine";"21";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Du  bord : Engins dormants"
"2018-06-21-GUER-SEN-003";"2018-06-21_GUER_3B_391302";"Sables vaseux";"Coques";"";"";"";"";"";"";"Oui";"";"";"5";"";"";"";"";"";"N'importe quel jour de la semaine";"50";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-06-21-GUER-SEN-004";"2018-06-21_GUER_3B_391310";"Sables vaseux";"Palourdes | Coques";"Griffe à dents | Couteau";"";"Oui";"Oui";"";"";"Oui";"";"";"12";"";"";"";"";"";"N'importe quel jour de la semaine";"60";"";"";"";"";"Qualité des produits | Habitude/Tradition";"Aucune autre pêche"
"2018-07-13-GUER-SEN-169";"2018-07-13_GUER_3B_391339";"";"Palourdes";"Rateau  ";"";"Oui";"Non";"";"";"Oui";"";"";"12";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GUER-SEN-171";"2018-07-13_GUER_3B_391348";"";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Non";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GUER-SEN-172";"2018-07-13_GUER_3B_391356";"Sables vaseux";"Palourdes";"Binette";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GUER-SEN-174";"2018-07-13_GUER_3B_391370";"Sables vaseux";"Palourdes";"Au doigt";"";"";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Qualité des produits";"Aucune autre pêche"
"2018-07-13-GUER-SEN-175";"2018-07-13_GUER_3B_391377";"Sables vaseux";"Palourdes | Coques";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"Juil | Aou | Sep";"";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"En bateau : Ligne"
"2018-07-13-GUER-SEN-176";"2018-07-13_GUER_3B_391386";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Paysage et bon air";"En bateau : Engins dormants | Du  bord : Ligne"
"2018-07-17-GUER-SEN-037";"2018-07-17_GUER_3B_391404";"Sables vaseux";"Palourdes | Coques";"Binette";"";"Oui";"Oui";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-17-GUER-SEN-039";"2018-07-17_GUER_3B_391412";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-17-GUER-SEN-040";"2018-07-17_GUER_3B_391420";"Sables vaseux";"Palourdes | Moules";"Grattoir";"";"Oui";"Non";"";"";"Oui";"";"";"3";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-07-17-GUER-SEN-041";"2018-07-17_GUER_3B_391426";"Sables vaseux";"Palourdes | Moules";"Griffe à dents";"";"Oui";"Oui";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-17-GUER-SEN-042";"2018-07-17_GUER_3B_391435";"Sables vaseux";"Palourdes | Moules";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"12";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Du  bord : Ligne"
"2018-07-17-GUER-SEN-043";"2018-07-17_GUER_3B_391443";"Sables vaseux";"Moules";"Couteau";"";"Ne Sait Pas";"Non Renseigné";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-07-17-GUER-SEN-044";"2018-07-17_GUER_3B_391450";"Sables vaseux";"Moules";"Couteau";"";"Oui";"Oui";"";"";"Oui";"";"";"24";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-17-GUER-SEN-045";"2018-07-17_GUER_3B_391457";"Sables vaseux";"Moules";"Binette";"";"Oui";"Oui";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-07-17-GUER-SEN-046";"2018-07-17_GUER_3B_391466";"Sables vaseux";"Palourdes | Praire | Coques | Moules | Bigorneaux";"Grattoir";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-17-GUER-SEN-047";"2018-07-17_GUER_3B_391476";"Sables vaseux";"Palourdes | Coques | Bigorneaux";"Rateau  ";"";"Ne Sait Pas";"";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Habitude/Tradition";"Aucune autre pêche"
"2018-07-17-GUER-SEN-048";"2018-07-17_GUER_3B_391486";"Sables vaseux";"Palourdes";"Binette";"";"Oui";"Oui";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-26-GUER-SEN-001";"2018-07-26_GUER_3B_391495";"Sables vaseux";"Palourdes";"Griffe à dents | Grattoir";"";"Oui";"Non";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement aux grandes marées";"80";"";"";"";"";"Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-07-26-GUER-SEN-003";"2018-07-26_GUER_3B_391503";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-07-26-GUER-SEN-005";"2018-07-26_GUER_3B_391518";"Sables vaseux";"Coques";"Pas d'engin";"";"";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine";"75";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-07-26-GUER-SEN-007";"2018-07-26_GUER_3B_391534";"Sables vaseux";"Coques";"Binette";"";"Non";"Oui";"";"";"Non";"";"";"1";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-07-26-GUER-SEN-008";"2018-07-26_GUER_3B_391541";"Sables vaseux";"Coques";"Rateau  ";"";"Non";"Oui";"";"";"Oui";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-07-26-GUER-SEN-009";"2018-07-26_GUER_3B_391548";"Sables vaseux";"Coques";"";"";"";"";"";"";"Non";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2019-01-09-GUER-SEN-001";"2019-01-09_GUER_3A_391666";"Sables vaseux";"Palourdes";"Grapette à main";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine";"40";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2019-01-09-GUER-SEN-002";"2019-01-09_GUER_3B_391676";"Sables vaseux";"Palourdes | Coques | Huitres";"Rateau   | Griffe à dents";"";"Oui";"Non";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-11-GUER-SEN-051";"2018-08-11_GUER_3B_391693";"Sables vaseux";"Palourdes | Coques";"Rateau  ";"";"Non";"Oui";"";"";"Non";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-08-11-GUER-SEN-053";"2018-08-11_GUER_3B_391701";"Sables vaseux";"Palourdes";"Rateau  ";"";"Oui";"Non";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"En bateau : Ligne"
"2018-08-11-GUER-SEN-054";"2018-08-11_GUER_3B_391715";"Sables vaseux";"Palourdes | Coques";"Rateau  ";"";"Ne Sait Pas";"";"";"";"Non";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-08-11-GUER-SEN-055";"2018-08-11_GUER_3B_391723";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-08-11-GUER-SEN-056";"2018-08-11_GUER_3B_391734";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"8";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"80";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-11-GUER-SEN-057";"2018-08-11_GUER_3B_391839";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-11-GUER-SEN-058";"2018-08-11_GUER_3B_391847";"Sables vaseux";"Palourdes croisées | Coque commune";"Rateau  ";"";"Oui";"Non";"Non Renseigné";"";"Non Renseigné";"";"";"5";"Première fois";"";"Palourdes croisées | Coque commune";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-08-11-GUER-SEN-059";"2018-08-11_GUER_3B_391856";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"90";"";"";"";"";"Gratuité des produits";"Du  bord : Ligne"
"2018-08-11-GUER-SEN-060";"2018-08-11_GUER_3B_391864";"Sables vaseux";"Palourdes croisées";"Rateau  ";"";"Oui";"Non";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"Non Renseigné";"";"";"Qualité des produits";"Aucune autre pêche"
"2019-01-18-GONB-SEN-001";"2019-01-18_GONB_05E_391865";"Sables battus";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"Non";"1989";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"12";"Principale (>60%)";"";"Praire | Bigorneaux";"";"";"N'importe quel jour de la semaine";"65";"";"Oui";"Manche";"Saint-Martin de Bréhal
Sol Roc - Champeaux";"Plaisir : aspect ludique";"En bateau : Ligne"
"2018-08-11-GUER-SEN-061";"2018-08-11_GUER_3B_391876";"Sables vaseux";"Coque commune | Couteaux | Myes";"Au doigt";"";"Oui";"Non";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-23-GUER-SEN-001";"2018-08-23_GUER_3B_391939";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"Non";"";"Oui";"";"";"4";"";"";"Palourdes";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"";"Ne Sait pas";"Non Renseigné";"";"";"Qualité des produits | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-08-23-GUER-SEN-002";"2018-08-23_GUER_3B_391947";"Sables vaseux";"Coque commune";"Haveneau";"";"Oui";"Non";"Non";"";"Oui";"";"";"2";"";"";"Coque commune";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"70";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-23-GUER-SEN-003";"2018-08-23_GUER_3B_391962";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement en week-end/vacances";"50";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-23-GUER-SEN-004";"2018-08-23_GUER_3B_391989";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"5";"";"";"";"";"";"N'importe quel jour de la semaine";"50";"";"Non Renseigné";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-016";"2018-08-31_GUER_3B_392002";"Sables vaseux";"Palourdes croisées | Coque commune";"";"";"Oui";"Oui";"Non";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"";"Ne Sait pas";"Non Renseigné";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-007";"2018-08-31_GUER_3B_392033";"Sables vaseux";"Palourdes croisées";"Au doigt";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"5";"";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-08-31-GUER-SEN-009";"2018-08-31_GUER_3B_392050";"Sables vaseux";"Palourdes croisées | Coque commune";"Rateau (générique)";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"Non Renseigné";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-12-GUER-SEN-004";"2018-10-12_GUER_3B_392060";"Sables vaseux";"Coques";"Grattoir";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2018-08-31-GUER-SEN-010";"2018-08-31_GUER_3B_392072";"Sables vaseux";"Palourdes croisées";"Rateau  ";"";"Ne Sait Pas";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"";"Ne Sait pas";"Non Renseigné";"";"";"Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-12-11-GUER-SEN-002";"2018-12-11_GUER_3B_392081";"Sables vaseux";"Coque commune";"Au doigt";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"24";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"60";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-12-11-GUER-SEN-004";"2018-12-11_GUER_3B_392097";"Sables vaseux";"Palourdes croisées | Coque commune";"Rateau (générique)";"";"Oui";"Non";"Non Renseigné";"";"Non Renseigné";"";"";"4";"";"";"";"";"";"Lorsque la météo favorable";"70";"";"";"";"";"Gratuité des produits";"Aucune autre pêche"
"2019-01-21-GUER-SEN-005";"2019-01-21_GUER_3B_392106";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Non";"";"";"0";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2019-01-21-GUER-SEN-006";"2019-01-21_GUER_3B_392114";"Sables vaseux";"Palourdes";"Grapette à main";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"0";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-10-22-GUER-SEN-006";"2018-10-22_GUER_3A_392161";"Sables vaseux";"Coques | Couteaux | Bigorneaux";"Au sel | Au doigt";"";"Oui";"";"Non";"";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Sep | Oct | Nov | Dec";"12";"";"";"";"";"";"N'importe quel jour de la semaine";"21";"";"Non Renseigné";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-10-22-GUER-SEN-008";"2018-10-22_GUER_3A_392194";"Sables vaseux";"Coques | Huitres";"Au doigt";"";"";"";"Non Renseigné";"";"Oui";"";"";"6";"";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"Non Renseigné";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-08-31-GUER-SEN-009";"2018-08-31_GUER_3B_392225";"Sables vaseux";"Palourdes croisées | Coque commune";"Couteau";"";"Ne Sait Pas";"Non Renseigné";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Paysage et bon air | Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-08-31-GUER-SEN-011";"2018-08-31_GUER_3B_392235";"Sables vaseux";"Coque commune";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"1";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Qualité des produits";"Aucune autre pêche"
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392246";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"80";"";"";"";"";"Qualité des produits | Gratuité des produits | Paysage et bon air | Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2019-02-05-GUER-SEN-002";"2019-02-05_GUER_3A_392256";"Sables vaseux";"Huitres | Bigorneau";"Griffe à dents";"";"Oui";"Oui";"Oui";"";"Non";"";"";"";"Première fois";"";"Huitres | Bigorneau";"";"";"Uniquement aux grandes marées";"80";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
