"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"2019-01-24-GUER-SEN-001";"2019-01-24_GUER_3A_392261";"Sables vaseux";"Huître creuse";"Griffe à dents";"";"Ne Sait Pas";"Oui";"Non Renseigné";"";"Non";"";"";"1";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2019-01-24-GUER-SEN-003";"2019-01-24_GUER_3A_392278";"Sables vaseux";"Bigorneaux | Bigorneau";"Au doigt";"";"Oui";"Oui";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"100";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2019-02-05-GUER-SEN-002";"2019-02-05_GUER_3A_392283";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"Non";"";"Oui";"";"";"3";"";"";"Palourdes";"";"";"Uniquement aux grandes marées";"85";"";"Non Renseigné";"";"";"Gratuité des produits | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-08-31-GUER-SEN-012";"2018-08-31_GUER_3B_392286";"Sables vaseux";"Palourdes";"Grapette à main";"";"Oui";"Oui";"Non Renseigné";"";"Non";"";"";"2";"";"";"";"";"";"Uniquement en week-end/vacances";"65";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2019-02-06-GUER-SEN-001";"2019-02-06_GUER_3B_392311";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Non";"2.0";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2019-02-07-GUER-SEN-001";"2019-02-07_GUER_3B_392337";"Sables vaseux";"Palourdes croisées | Coques";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"Non Renseigné";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2019-02-07-GUER-SEN-003";"2019-02-07_GUER_3B_392345";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Non";"Non Renseigné";"";"Non";"";"";"1";"";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"Non Renseigné";"";"";"Passer le temps, s'occuper";"Aucune autre pêche"
"2019-02-07-GUER-SEN-004";"2019-02-07_GUER_3B_392352";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"2019-02-07-GUER-SEN-005";"2019-02-07_GUER_3B_392358";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"90";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | Eaux douces"
"2019-02-07-GUER-SEN-006";"2019-02-07_GUER_3B_392369";"Sables vaseux";"Vers";"Pelle";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"80";"";"Non Renseigné";"";"";"Recherche/gratuité d'appâts";"En bateau : Ligne"
"2019-02-07-GUER-SEN-011";"2019-02-07_GUER_3B_392380";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"6";"";"";"";"";"";"Lorsque la météo favorable";"80";"";"Non Renseigné";"";"";"Passer le temps, s'occuper";"Aucune autre pêche"
"2019-02-07-GUER-SEN-009";"2019-02-07_GUER_3B_392394";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"8";"";"";"";"";"";"Lorsque la météo favorable";"80";"";"Non Renseigné";"";"";"Qualité des produits | Paysage et bon air";"En bateau : Ligne"
"2018-08-31-GUER-SEN-014";"2018-08-31_GUER_3B_392647";"Sables vaseux";"Palourdes croisées";"Rateau (générique)";"";"Oui";"Non Renseigné";"";"";"Non";"";"";"";"";"";"Palourdes croisées";"";"";"Uniquement aux grandes marées";"79";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-036";"2018-08-31_GUER_3B_392654";"Sables vaseux";"Palourdes croisées";"Cuillère";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"1";"";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Habitude/Tradition";"Aucune autre pêche"
"2018-08-31-GUER-SEN-018";"2018-08-31_GUER_3B_392682";"Sables vaseux";"Coque commune";"Pas d'engin";"";"Oui";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"90";"";"";"";"";"Qualité des produits | Paysage et bon air";"Du  bord : Ligne | Eaux douces"
"2019-02-12-GUER-SEN-001";"2019-02-12_GUER_3A_392688";"Sables vaseux";"Bigorneaux";"Griffe à dents";"";"Oui";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2019-02-12-GUER-SEN-002";"2019-02-12_GUER_3A_392698";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement en week-end/vacances";"80";"";"";"";"";"Gratuité des produits | Passer le temps, s'occuper";"Du  bord : Ligne"
"2019-02-22-GUER-SEN-001";"2019-02-22_GUER_3A_392700";"Sables vaseux";"Huitres | Bigorneaux";"Couteau";"";"Ne Sait Pas";"Non Renseigné";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2019-02-22-GUER-SEN-005";"2019-02-22_GUER_3A_392714";"Sables vaseux";"Palourdes croisées | Huitres | Bigorneau";"Grapette à main";"";"Ne Sait Pas";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"";"";"";"Plaisir : aspect ludique";"En bateau : Ligne"
"2019-02-22-GUER-SEN-004";"2019-02-22_GUER_3A_392728";"Sables vaseux";"Palourdes croisées";"Griffe (générique)";"";"Oui";"Oui";"";"";"Oui";"";"";"4";"";"";"";"";"";"N'importe quel jour de la semaine";"100";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2019-02-22-GUER-SEN-005";"2019-02-22_GUER_3A_392747";"Sables vaseux";"Palourdes croisées | Coque commune | Moules | Huitres | Bigorneaux";"Rateau (générique)";"";"Oui";"Non";"";"";"Oui";"";"";"20";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Paysage et bon air | Convivialité";"En bateau : Ligne"
"2018-08-31-GUER-SEN-020";"2018-08-31_GUER_3B_392758";"Sables vaseux";"Palourdes croisées";"Fourche";"";"Oui";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"70";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392768";"Sables vaseux";"Palourdes croisées | Coque commune";"Rateau (générique)";"";"";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"70";"";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392784";"Sables vaseux";"Palourdes croisées | Coque commune";"Rateau  ";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"4";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"75";"";"";"";"";"Qualité des produits | Paysage et bon air";"En bateau : Ligne"
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392797";"Sables vaseux";"Palourdes croisées | Coque commune";"Griffe à dents";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement en week-end/vacances";"80";"";"";"";"";"Gratuité des produits | Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | En bateau : Engins dormants"
"2018-08-31-GUER-SEN-025";"2018-08-31_GUER_3B_392810";"Sables vaseux";"Coque commune";"Griffe (générique)";"";"Oui";"Non";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"";"";"";"Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-036";"2018-08-31_GUER_3B_392821";"Sables vaseux";"Palourdes croisées";"Au doigt";"";"Oui";"Oui";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Du  bord : Ligne"
"2019-03-05-GUER-SEN-001";"2019-03-05_GUER_3A_392904";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"Non";"";"Oui";"";"Jan | Fev";"15";"Régulière (>25%)";"25.0";"Palourdes";"";"";"Uniquement aux grandes marées";"74";"";"Oui";"Bouches-du-Rhône | Loire-Atlantique";"Le Croisic,Marseille, tours";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"2018-08-31-GUER-SEN-026";"2018-08-31_GUER_3B_392919";"Sables vaseux";"Palourdes croisées";"Rateau à coques";"";"Oui";"Oui";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"108";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392934";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"20";"";"";"";"";"";"Uniquement aux grandes marées";"80";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2019-02-26-GUER-SEN-001";"2019-02-26_GUER_3A_392937";"Sables vaseux";"Coques";"Grapette à main";"";"Oui";"Non";"Non";"";"Oui";"3.0";"";"3";"Régulière (>25%)";"";"Coques";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"70";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392945";"Sables vaseux";"Bivalves fouisseurs | Palourdes croisées";"Rateau à coques";"";"Oui";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Gratuité des produits | Habitude/Tradition";"Du  bord : Ligne"
"2018-08-31-GUER-SEN-031";"2018-08-31_GUER_3B_392959";"Sables vaseux";"Palourdes croisées";"Cuillère";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement en week-end/vacances";"70";"";"";"";"";"Plaisir : aspect ludique";"En bateau : Ligne"
"2018-08-31-GUER-SEN-030";"2018-08-31_GUER_3B_392969";"Sables vaseux";"Coques";"Rateau  ";"";"Oui";"Non";"Oui";"";"Oui";"1.0";"";"";"Première fois";"";"Coques";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392976";"Sables vaseux";"Coque commune";"Rateau  ";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"2";"";"";"Coque commune";"";"";"Uniquement aux grandes marées";"85";"";"";"";"";"Qualité des produits | Gratuité des produits";"Aucune autre pêche"
"2018-08-31-GUER-SEN-035";"2018-08-31_GUER_3B_392989";"Sables vaseux";"Palourdes croisées";"Crochet/croc";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"6";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"2018-08-31-GUER-SEN-033";"2018-08-31_GUER_3B_392992";"Sables vaseux";"Palourdes";"Griffe (générique)";"";"Oui";"Oui";"Non";"";"Oui";"1.0";"";"1";"Rare (<5%)";"";"Palourdes";"";"";"Uniquement en week-end/vacances";"65";"";"Non Renseigné";"";"";"Paysage et bon air";"En bateau : Ligne"
"2018-08-31-GUER-SEN-034";"2018-08-31_GUER_3B_393009";"Sables vaseux";"Coques";"Tournevis | Au doigt";"";"Oui";"Oui";"Oui";"";"Oui";"4.0";"";"";"Première fois";"";"Coques";"";"";"";"80";"";"Non Renseigné";"";"";"Qualité des produits | Gratuité des produits | Paysage et bon air | Plaisir : aspect ludique | Passer le temps, s'occuper";"En bateau : Engins dormants"
"2019-02-26-GUER-SEN-003";"2019-02-26_GUER_3B_393045";"Sables vaseux";"Coques";"Rateau (générique)";"";"Oui";"Oui";"Non";"";"Oui";"";"";"2";"Occasionnelle (>5%)";"";"Coques";"";"";"Uniquement en week-end/vacances";"40";"";"Non";"";"";"Paysage et bon air";"Aucune autre pêche"
"2019-03-05-GUER-SEN-002";"2019-03-05_GUER_3B_393059";"Sables vaseux";"Coques";"Rateau (générique)";"";"Oui";"Oui";"Non";"";"Oui";"6.0";"";"6";"";"";"Coques";"";"";"N'importe quel jour de la semaine";"21";"";"Non";"";"";"Qualité des produits | Gratuité des produits | Paysage et bon air";"Du  bord : Ligne"
"2019-03-12-GUER-SEN-001";"2019-03-12_GUER_3A_393121";"Sables vaseux";"Palourdes | Bigorneaux";"Binette (générique)";"";"Ne Sait Pas";"Non Renseigné";"Non";"";"Oui";"5.0";"";"5";"";"";"Palourdes | Bigorneaux";"";"";"Uniquement en week-end/vacances";"60";"";"Non Renseigné";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2019-03-12-GUER-SEN-003";"2019-03-12_GUER_3A_393105";"Sables vaseux";"Palourdes | Huitres | Bigorneaux";"Grattoir";"";"Ne Sait Pas";"Non";"Non";"";"Oui";"3.0";"";"36";"Régulière (>25%)";"";"Palourdes";"";"";"N'importe quel jour de la semaine";"60";"";"Non Renseigné";"";"";"Qualité des produits | Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-034";"2018-08-31_GUER_3B_393120";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"80";"";"";"";"";"Qualité des produits | Gratuité des produits | Paysage et bon air | Plaisir : aspect ludique | Passer le temps, s'occuper";"Du  bord : Engins dormants"
"2019-02-27-GUER-SEN-001";"2019-02-27_GUER_3A_393133";"Sables vaseux";"Palourdes | Huitres";"Autres outils à main";"";"Oui";"Oui";"Non";"";"Oui";"";"";"3";"";"";"Huitres | Palourdes";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"Non";"";"";"Qualité des produits";"Aucune autre pêche"
"2018-08-31-GUER-SEN-038";"2018-08-31_GUER_3B_393142";"Sables vaseux";"Coques";"Rateau (générique)";"";"Oui";"Oui";"Non";"";"Oui";"";"";"1";"";"";"Coques";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-036";"2018-08-31_GUER_3B_393150";"Sables vaseux";"Palourdes";"Autres outils à main";"";"Oui";"Oui";"Non";"";"Oui";"";"";"1";"";"";"Palourdes";"";"";"Uniquement en week-end/vacances";"70";"";"Non Renseigné";"";"";"Qualité des produits | Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-31-GUER-SEN-037";"2018-08-31_GUER_3B_393153";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Ne Sait Pas";"Non Renseigné";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement en week-end/vacances";"65";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"En bateau : Ligne"
"2019-03-13-GUER-SEN-001";"2019-03-13_GUER_3A_393165";"Sables vaseux";"Bigorneaux";"Griffe à dents";"";"";"";"Non Renseigné";"";"Oui";"";"";"24";"";"";"";"";"";"N'importe quel jour de la semaine";"50";"";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Du  bord : Ligne"
"2019-03-13-GUER-SEN-002";"2019-03-13_GUER_3A_393168";"Sables vaseux";"Palourdes | Coques | Bigorneaux";"Griffe (générique) | Griffe à dents";"";"Oui";"Oui";"Non";"";"Oui";"";"";"4";"";"";"Coques | Palourdes | Bigorneaux";"";"";"N'importe quel jour de la semaine";"21";"";"Non";"";"";"Habitude/Tradition";"Aucune autre pêche"
"2018-10-12-GUER-SEN-005";"2018-10-12_GUER_3B_393189";"Sables vaseux";"Palourdes croisées";"Grapette à main";"";"Oui";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"80";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-12-GUER-SEN-006";"2018-10-12_GUER_3B_393199";"Sables vaseux";"Coque commune";"Grapette à main";"";"Oui";"Oui";"Non";"";"Oui";"";"";"6";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Qualité des produits";"Aucune autre pêche"
"2018-10-12-GUER-SEN-007";"2018-10-12_GUER_3B_393202";"Sables vaseux";"Coques";"Grattoir";"";"Oui";"";"Non Renseigné";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Gratuité des produits";"Aucune autre pêche"
"2019-03-19-GUER-SEN-001";"2019-03-19_GUER_3B_393392";"Sables vaseux";"Palourdes";"Griffe (générique)";"";"Oui";"Oui";"Non";"";"Oui";"";"";"5";"";"";"Palourdes";"";"";"Lorsque la météo favorable";"85";"";"Non Renseigné";"";"";"Qualité des produits | Paysage et bon air | Passer le temps, s'occuper";"En bateau : Ligne"
"2019-03-19-GUER-SEN-002";"2019-03-19_GUER_3A_393390";"Sables vaseux";"Palourdes";"";"";"";"";"Non";"";"Oui";"";"";"6";"";"";"Palourdes";"";"";"N'importe quel jour de la semaine";"70";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2019-03-19-GUER-SEN-003";"2019-03-19_GUER_3B_393391";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"2019-03-19-GUER-SEN-005";"2019-03-19_GUER_3A_393405";"Sables vaseux";"Palourdes croisées";"Couteau";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"80";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2019-03-19-GUER-SEN-005";"2019-03-19_GUER_3A_393408";"Sables vaseux";"Palourdes | Coques";"";"";"";"Non Renseigné";"Non";"";"Oui";"";"";"10";"Régulière (>25%)";"";"Coques | Palourdes";"";"";"Uniquement aux grandes marées";"70";"";"Non Renseigné";"";"";"Qualité des produits | Paysage et bon air";"En bateau : Ligne | Du  bord : Ligne"
"2019-03-19-GUER-SEN-006";"2019-03-19_GUER_3A_393422";"Sables vaseux";"Coque commune";"Rateau (générique)";"";"Ne Sait Pas";"Non Renseigné";"";"";"Oui";"";"";"6";"";"";"Coque commune";"";"";"N'importe quel jour de la semaine";"60";"";"";"";"";"Qualité des produits";"Aucune autre pêche"
"2019-03-19-GUER-SEN-007";"2019-03-19_GUER_3A_393433";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"";"";"";"Oui";"";"";"80";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2019-03-19-GUER-SEN-008";"2019-03-19_GUER_3A_393432";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"Non";"";"Oui";"";"";"12";"";"";"Palourdes";"";"";"N'importe quel jour de la semaine";"90";"";"Non Renseigné";"";"";"Paysage et bon air";"Aucune autre pêche"
"2019-03-26-GUER-SEN-001";"GUER_3A_393630";"Sables vaseux";"Vers";"Pelle, fourche et assimilé | Pelle et bêche (générique)";"";"Ne Sait Pas";"Oui";"";"";"Oui";"42.0";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air";"Du  bord : Ligne"
"2019-03-21-ORNE-SEN-025";"2019-03-21_ORNE_04_393734";"Flaques rocheuses";"Etrille | Tourteau";"Epuisette (générique) | Picots, pompes et tiges fines";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-027";"2019-03-21_ORNE_04_393741";"Flaques rocheuses";"Homard | Tourteau";"Epuisette (générique) | Harpons, lances et foënes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-096";"2019-03-21_ORNE_04_393748";"Flaques rocheuses";"Crabes comestibles";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-029";"2019-03-21_ORNE_04_393754";"Flaques rocheuses";"Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-030";"2019-03-21_ORNE_04_393760";"Flaques rocheuses";"Crabes comestibles";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-031";"2019-03-21_ORNE_04_393766";"Flaques rocheuses";"Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-032";"2019-03-21_ORNE_04_393772";"Flaques rocheuses";"Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-033";"2019-03-21_ORNE_04_393778";"Flaques rocheuses";"Etrille | Bouquet commun";"Epuisette (générique)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-034";"2019-03-21_ORNE_04_393784";"Flaques rocheuses";"Etrille | Bouquet commun";"Epuisette (générique)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-035";"2019-03-21_ORNE_04_393790";"Flaques rocheuses";"Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-036";"2019-03-21_ORNE_04_393796";"Flaques rocheuses";"Bigorneau | Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-037";"2019-03-21_ORNE_05_393802";"Flaques rocheuses";"Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-038";"2019-03-21_ORNE_05_393808";"Flaques rocheuses";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-039";"2019-03-21_ORNE_05_393814";"Flaques rocheuses";"Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-040";"2019-03-21_ORNE_04_393824";"Flaques rocheuses";"Mactre | Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-041";"2019-03-21_ORNE_04_393830";"Flaques rocheuses";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-21-ORNE-SEN-042";"2019-03-21_ORNE_04_393836";"Flaques rocheuses";"Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
