"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"Santec_21/04/2015_MT_44";"";"Cuvettes de sédiments";"Vers";"Fourche";"";"Oui";"Non";"Non";"2012";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"2";"Régulière (>25%)";"";"Palourdes croisées | Coque commune";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"";"";"Oui";"";"Plouescat";"Paysage et bon air | Recherche/gratuité d'appâts";"En bateau : Ligne"
"Santec_21/04/2015_MT_45";"";"Roche nue";"Algues";"Pas d'engin";"";"";"Non Renseigné";"Non";"1995";"Oui";"";"Jan | Fev | Mar | Avr | Oct | Nov | Dec";"3";"Principale (>60%)";"";"Bigorneau";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"80";"";"Oui";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"Santec_21/04/2015_MT_46";"";"Cuvettes de sédiments";"Coque commune";"Rateau  ";"";"Ne Sait Pas";"Non";"Non";"1985";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Principale (>60%)";"";"Palourdes croisées";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"";"";"Oui";"";"Guillec";"Paysage et bon air";"Aucune autre pêche"
"Santec_29/03/2014_Antoine_42";"";"";"Oursin violet";"Rateau  ";"";"";"Non Renseigné";"Non";"1949";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"";"";"";"";"";"";"90";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Santec_29/03/2014_Antoine_43";"";"";"Oursin violet";"Griffe à dents";"";"";"Non Renseigné";"Non";"1974";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"";"";"Palourdes croisées | Coque commune | Couteau gaine | Patelles | Bigorneau | Etrille | Crevettes";"";"";"";"80";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Santec_29/03/2014_Florine_41";"";"";"Tellines";"Autres outils à main";"";"";"Non Renseigné";"Non";"1949";"Oui";"";"Mar | Avr | Mai | Juin | Juil | Aou | Sep";"";"";"";"Bigorneau";"";"";"";"50";"";"Non Renseigné";"";"";"";"En bateau : Ligne"
"Santec_29/03/2014_no name_44";"";"";"";"Crochet/croc";"";"";"Non Renseigné";"Non";"1974";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"";"";"Palourdes croisées | Couteau-silique | Ormeaux | Homard | Araignée de mer | Etrille | Crevettes";"";"";"";"90";"";"Non Renseigné";"";"";"";"En bateau : Ligne"
"Santec_29/12/2015_MT_47";"";"Roche nue | Cuvettes de sédiments | Champs de blocs";"Bigorneau";"Pas d'engin";"";"";"Non Renseigné";"Non";"1956";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"30";"Principale (>60%)";"";"Palourdes croisées | Coque commune | Etrille";"";"";"Uniquement en week-end/vacances";"90";"";"Oui";"";"Plouescat";"Paysage et bon air | Habitude/Tradition";"En bateau : Ligne"
"Santec_29/12/2015_MT_48";"";"Roche nue";"Bigorneau";"Pas d'engin";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Santec_30/09/2015_MT_47";"";"Roche nue | Flaques rocheuses";"Patelles | Bigorneau | Crevettes";"Epuisette (générique) | Crochet/croc";"";"Oui";"Oui";"Non";"1982";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"12";"Principale (>60%)";"";"Ormeaux";"";"";"Uniquement aux grandes marées";"100";"";"Oui";"Finistère";"Paimpol";"Paysage et bon air | Habitude/Tradition";"Aucune autre pêche"
"Santec_30/09/2015_MT_48";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"St Pol_07/06/2016_MT_1";"";"Roche nue | Cuvettes de sédiments";"Palourdes croisées";"Rateau  ";"";"Oui";"Oui";"Non";"1967";"Oui";"";"Mai | Juin | Juil | Aou | Sep";"4";"Régulière (>25%)";"";"Palourdes croisées | Coque commune | Myes | Bigorneau | Crevettes";"";"";"N'importe quel jour de la semaine";"";"";"Oui";"Finistère";"Trégonden";"";"En bateau : Ligne"
"St Pol_07/06/2016_MT_2";"";"Roche nue | Cuvettes de sédiments";"Palourdes croisées | Coque commune";"Rateau   | Couteau à palourdes";"";"Ne Sait Pas";"Non";"Non";"1956";"Oui";"";"";"4";"Régulière (>25%)";"";"Palourdes croisées | Coque commune | Bigorneau";"";"";"N'importe quel jour de la semaine";"100";"";"Oui";"Finistère";"Santec";"";"Du  bord : Ligne"
"St Pol_07/06/2016_MT_3";"";"Cuvettes de sédiments";"Vers";"Fourche";"";"Ne Sait Pas";"Non";"Non";"";"Non";"0.5";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"1";"Rare (<5%)";"";"Palourdes croisées | Coque commune";"";"";"";"";"";"Oui";"Finistère";"Carantec (château du taureau)";"";"Du  bord : Ligne"
"St Pol_07/06/2016_MT_4";"";"";"Coque commune";"Griffe à dents";"";"Oui";"Oui";"Non";"1969";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"1";"Seule pratique";"";"Coque commune";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"St Pol_07/06/2016_MT_5";"";"Cuvettes de sédiments";"Palourdes croisées | Couteau gaine";"Pas d'engin | Au sel";"";"Oui";"Oui";"Non";"1973";"Non";"0.5";"";"1";"Occasionnelle (>5%)";"";"Palourdes croisées | Coque commune | Couteau gaine | Crevettes";"";"";"";"";"";"Oui";"Finistère";"Locquirec";"";"Aucune autre pêche"
"St Pol_07/10/2014_Joy_1";"";"";"Palourdes croisées | Coque commune | Bigorneau | Tourteau";"Rateau  ";"";"";"Non Renseigné";"Non";"1964";"Oui";"";"Juin | Juil | Aou | Sep";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"St Pol_07/10/2014_Joy_2";"";"";"Palourdes croisées | Coque commune | Bigorneau";"Rateau  ";"";"";"Non Renseigné";"Non";"1994";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"St Pol_07/10/2014_Joy_3";"";"";"Coque commune | Bigorneau";"Griffe à dents";"";"";"Non Renseigné";"Non";"2004";"Oui";"";"Juin | Sep";"";"";"";"";"";"";"";"";"";"Oui";"";"Manche. Eure";"";"Aucune autre pêche"
"St Pol_09/06/2016_ED_1";"";"Roche nue | Cuvettes de sédiments";"Coque commune";"Griffe à dents";"";"Oui";"Oui";"Non";"1969";"Non";"0.5";"";"1";"Occasionnelle (>5%)";"";"Palourdes croisées | Coque commune | Bigorneau";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"St Pol_14/07/2014_andreas_1";"";"Sables battus";"Couteau-silique";"Rateau   | Au sel";"";"";"Non Renseigné";"Non";"";"Oui";"";"Juin | Juil | Aou | Sep";"";"";"";"Palourdes croisées | Coque commune | Couteau gaine";"";"";"";"";"";"Non";"";"";"Qualité des produits | Gratuité des produits";"Eaux douces"
"St Pol_14/07/2014_andreas_2";"";"Sables battus";"Coque commune | Couteau-silique";"";"";"";"Non Renseigné";"Non";"2012";"Oui";"";"Juil | Aou";"";"";"";"";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"St Pol_14/07/2014_andreas_3";"";"Sables battus";"Palourdes croisées | Coque commune | Couteaux";"Griffe à dents";"";"";"Non Renseigné";"Non";"";"Oui";"";"Juil | Aou";"";"";"";"Crevettes";"";"";"";"";"";"Non";"";"";"";"Du  bord : Ligne"
"St Pol_14/07/2014_andreas_4";"";"Sables battus";"Coque commune | Couteau gaine";"Au sel";"";"";"Non Renseigné";"Non";"";"Oui";"";"Juin | Juil | Aou | Sep";"";"";"";"Palourdes croisées | Ormeaux";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"St Pol_14/07/2014_andreas_5";"";"Sables battus";"Couteau gaine";"Au sel";"";"";"Non Renseigné";"Non";"2011";"Oui";"";"Juin | Juil | Aou | Sep";"";"";"";"Coque commune";"";"";"Uniquement aux grandes marées";"";"";"Oui";"";"roscoff";"";"Aucune autre pêche"
"St Pol_14/07/2014_andreas_6";"";"Sables battus";"Couteau gaine";"";"";"";"Non Renseigné";"Non";"1994";"Oui";"";"Juin | Juil | Aou | Sep";"";"";"";"Coque commune | Ormeaux";"";"";"";"";"";"Oui";"";"callot";"";"Aucune autre pêche"
"St Pol_14/07/2014_Florine_1";"";"Sables battus";"Coque commune | Couteau gaine";"";"";"";"Non Renseigné";"Non";"1959";"Oui";"";"Juil | Aou | Sep";"";"";"";"Palourdes croisées | Bigorneau";"";"";"";"";"";"Non";"";"";"";"En bateau : Ligne"
"St Pol_14/07/2014_Florine_2";"";"Sables battus";"Coque commune | Couteau gaine";"Bêche";"";"";"Non Renseigné";"Non";"";"Oui";"";"Juil | Aou | Sep";"";"Principale (>60%)";"";"Palourdes croisées | Bigorneau";"";"";"Lorsque la météo favorable";"60";"";"Non";"";"";"Qualité des produits | Gratuité des produits | Plaisir : aspect ludique";"En bateau : Ligne"
"St Pol_14/07/2014_Florine_3";"";"Sables battus | Sables grossiers et graviers";"Palourdes croisées | Coque commune";"Rateau  ";"";"";"Non Renseigné";"Non";"";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Principale (>60%)";"";"Couteau gaine | Bigorneau";"";"";"Uniquement aux grandes marées";"90";"";"Non";"";"";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_14/07/2014_Florine_4";"";"Roche nue | Sables battus";"Palourdes croisées | Coque commune | Bigorneau";"";"";"";"Non Renseigné";"Non";"";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep";"";"";"";"Palourdes croisées | Couteau gaine";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"St Pol_14/07/2014_Mickael_1";"";"Sables battus";"Palourdes croisées | Praire | Coque commune";"Autres outils à main";"";"Oui";"Oui";"Non";"2012";"Oui";"";"Juin | Juil | Aou | Sep";"";"Principale (>60%)";"";"Palourdes croisées | Couteau gaine";"";"";"Uniquement en week-end/vacances";"";"";"Non";"";"";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique | Habitude/Tradition";"En bateau : Ligne"
"St Pol_14/07/2014_Mickael_2";"";"Sables battus";"Palourdes croisées";"Binette";"";"Oui";"Oui";"Non";"1974";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Régulière (>25%)";"";"Coque commune | Couteau gaine";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"100";"";"Non";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"St Pol_14/07/2014_Mickael_3";"";"Flaques rocheuses";"Crevettes";"Haveneau";"";"Oui";"Oui";"Non";"1974";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Régulière (>25%)";"";"Palourdes croisées | Coque commune | Couteau gaine | Huître creuse | Pétoncles";"";"";"N'importe quel jour de la semaine";"95";"";"Oui";"";"brest";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_14/07/2014_Mickael_4";"";"Sables battus";"Coque commune | Couteau gaine";"Au sel";"";"";"Non Renseigné";"Non";"2008";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Principale (>60%)";"";"Palourdes croisées | Bigorneau";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"110";"";"Non";"";"";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_14/07/2014_Mickael_5";"";"Sables battus";"Palourdes croisées | Coque commune | Couteau gaine";"Rateau  ";"";"Oui";"Non Renseigné";"Non";"";"Oui";"";"Jan | Fev | Mar | Juil | Aou | Sep";"";"Principale (>60%)";"";"Ormeaux | Bigorneau";"";"";"Uniquement en week-end/vacances";"";"";"Oui";"";"kerema.treflez.kerlouan";"Qualité des produits | Gratuité des produits";"Eaux douces"
"St Pol_14/07/2014_Orélie_1";"";"Roche nue | Sables battus";"Palourdes croisées | Coque commune | Bigorneau";"Grattoir | Autres outils à main";"";"Oui";"Oui";"Non";"";"Non Renseigné";"";"Mai | Juin | Juil | Aou | Sep | Oct";"";"Régulière (>25%)";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"80";"";"Oui";"";"carantec. plouezoc'h";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"St Pol_14/07/2014_Orélie_2";"";"Roche nue | Sables battus | Sables grossiers et graviers";"Palourdes croisées | Coque commune | Bigorneau";"Rateau  ";"";"Oui";"Oui";"Non";"1974";"Oui";"";"Aou";"";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"";"";"Oui";"";"goulven";"Qualité des produits | Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"St Pol_14/07/2014_Orélie_3";"";"Roche nue";"Palourdes croisées | Coque commune | Bigorneau";"Griffe à dents";"";"";"Non Renseigné";"Non";"";"Oui";"";"Juin | Juil | Aou | Sep";"";"Principale (>60%)";"";"";"";"";"Uniquement aux grandes marées";"100";"";"Oui";"";"roscoff. brest";"";"Du  bord : Ligne"
"St Pol_14/07/2014_Orélie_4";"";"Roche nue | Flaques rocheuses | Sables battus";"Palourdes croisées | Bigorneau | Homard | Etrille | Congre";"Crochet/croc";"";"Oui";"Oui";"Non";"";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Régulière (>25%)";"";"Coque commune | Bigorneau | Crevettes";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"80";"";"Oui";"";"Roscoff. Callot";"Qualité des produits";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_48";"";"Sables battus";"Palourdes croisées | Coque commune";"Autres outils à main";"";"Oui";"Oui";"Non";"1974";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Régulière (>25%)";"";"Crevettes";"";"";"N'importe quel jour de la semaine";"";"";"Non";"";"";"Qualité des produits";"En bateau : Ligne"
"St Pol_15/06/2014_Florine_49";"";"Roche nue";"Bigorneau";"Pas d'engin";"";"";"Non Renseigné";"Non";"2009";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Principale (>60%)";"";"Coque commune";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées | Lorsque la météo favorable";"";"";"Oui";"";"sibiril";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_50";"";"Sables grossiers et graviers";"Palourdes croisées";"Rateau  ";"";"Oui";"Oui";"Non";"1994";"Oui";"";"Juil | Aou | Sep";"";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"Non";"";"";"Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne | Eaux douces"
"St Pol_15/06/2014_Florine_51";"";"Sables battus | Sables grossiers et graviers";"Palourdes croisées | Couteau gaine";"Griffe à dents | Au sel";"";"";"Non Renseigné";"Non";"1964";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"90";"";"Oui";"";"callot. santec. roscoff";"Qualité des produits | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"St Pol_15/06/2014_Florine_52";"";"Sables grossiers et graviers";"Palourdes croisées";"Rateau   | Binette";"";"Oui";"Oui";"Non";"";"Oui";"";"Mar | Avr | Mai | Juin | Juil | Aou | Sep";"";"Principale (>60%)";"";"";"";"";"Lorsque la météo favorable";"80";"";"Oui";"";"plougastel. logonat";"Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_53";"";"Sables grossiers et graviers";"Couteau gaine";"Au sel";"";"Oui";"Oui";"Non";"1964";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Régulière (>25%)";"";"Ormeaux";"";"";"Uniquement aux grandes marées";"90";"";"Oui";"";"santec";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_54";"";"Sables battus";"Couteau gaine";"Au sel";"";"Oui";"Oui";"Non";"1964";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Occasionnelle (>5%)";"";"Huître creuse | Patelles";"";"";"Uniquement aux grandes marées";"40";"";"Oui";"";"plouénan";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_55";"";"Sables battus";"Couteau gaine";"Au sel";"";"Oui";"Oui";"Non";"1974";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Régulière (>25%)";"";"Palourdes croisées";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"40";"";"Oui";"";"carantec";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_56";"";"Sables battus | Sables grossiers et graviers";"Palourdes croisées | Coque commune | Couteau gaine";"Rateau   | Au sel";"";"Oui";"Oui";"Non";"";"Oui";"";"Mai | Juin | Juil | Aou | Sep | Oct";"";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"40";"";"Non";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_57";"";"Sables grossiers et graviers";"Palourdes croisées | Coque commune";"Autres outils à main";"";"Oui";"Oui";"Non";"1964";"Oui";"";"Juin | Juil | Aou | Sep";"";"Principale (>60%)";"";"Bigorneau";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"40";"";"Oui";"";"roscoff";"Qualité des produits | Gratuité des produits | Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_58";"";"Sables grossiers et graviers";"Palourdes croisées | Coque commune";"Bêche";"";"Oui";"Oui";"Non";"2007";"Oui";"";"Mai | Juin | Juil | Aou | Sep";"";"Principale (>60%)";"";"Couteau gaine";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"40";"";"Non";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Florine_60";"";"Sables battus";"Palourdes croisées | Coque commune";"Rateau  ";"";"";"Non Renseigné";"Non";"";"Non";"";"Juin | Juil | Aou | Sep";"";"Seule pratique";"";"";"";"";"Uniquement aux grandes marées";"";"";"Non";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_15/06/2014_Mickael_59";"";"Sables battus";"Coque commune";"Rateau  ";"";"";"Non Renseigné";"Non";"1964";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"Oui";"";"trézvez";"Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_16/06/2014_Bénédicte_1";"";"Sables grossiers et graviers";"Palourdes croisées";"Grattoir";"";"";"Non Renseigné";"Non";"";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep | Oct";"";"";"";"Bigorneau";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"80";"";"Oui";"";"callot";"Qualité des produits | Paysage et bon air";"Du  bord : Ligne"
"St Pol_16/06/2014_Bénédicte_2";"";"";"Palourdes croisées | Coque commune | Etrille";"Grattoir | Autres outils à main";"";"";"Non Renseigné";"Non";"1959";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"";"";"Bigorneau";"";"";"N'importe quel jour de la semaine";"";"";"Oui";"";"santec. roscoff";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne | Du  bord : Chasse sous-marine"
"St Pol_16/06/2014_Bénédicte_3";"";"Sables grossiers et graviers";"Palourdes croisées | Bigorneau";"Autres outils à main";"";"";"Non Renseigné";"Non";"";"Oui";"";"";"";"";"";"Crevettes";"";"";"N'importe quel jour de la semaine";"";"";"Non";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_16/06/2014_Maïween_1";"";"Flaques rocheuses";"Bigorneau";"Pas d'engin";"";"";"Non Renseigné";"Non";"";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Régulière (>25%)";"";"";"";"";"Uniquement aux grandes marées";"";"";"Oui";"";"barnenez. locquirec. callot. locquémeau";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"St Pol_29/08/2014_Mickael_1";"";"Sables battus";"Couteau gaine";"Au sel";"";"Oui";"Oui";"Non";"2004";"Non";"";"Juil | Aou | Sep";"";"Principale (>60%)";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"80";"";"Non";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_29/08/2014_Mickael_2";"";"Sables battus";"Couteau gaine";"Au sel";"";"Oui";"Oui";"Non";"2011";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Première fois";"";"Coque commune | Moule | Crevettes";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"";"";"Oui";"";"baie de somme";"Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_29/08/2014_Mickael_3";"";"Sables battus";"Palourdes croisées | Couteau gaine";"Autres outils à main";"";"Oui";"Oui";"Non";"1964";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Régulière (>25%)";"";"Bigorneau";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées | Lorsque la météo favorable";"80";"";"Oui";"";"santec";"Plaisir : aspect ludique";"Aucune autre pêche"
"St Pol_30/03/2014_Bénédicte_1";"";"Sables grossiers et graviers";"Palourdes croisées";"Autres outils à main";"";"";"Non Renseigné";"Non";"";"Oui";"";"";"";"";"";"Coque commune | Ormeaux | Bigorneau | Araignée de mer | Etrille | Crevettes";"";"";"";"";"";"Oui";"";"Roscoff. Santec";"";"Du  bord : Chasse sous-marine"
"St Pol_30/03/2014_Maïween_1";"";"Sables grossiers et graviers";"Palourdes croisées";"Bêche";"";"";"Non Renseigné";"Non";"";"Oui";"";"";"";"";"";"Palourdes croisées | Praire | Ormeaux | Etrille | Crevettes";"";"";"Lorsque la météo favorable";"";"";"Oui";"";"Roscoff. Santec";"";"Aucune autre pêche"
"St Pol_30/03/2014_Maïween_2";"";"Sables grossiers et graviers";"Palourdes croisées";"Rateau  ";"";"";"Non Renseigné";"Non";"1974";"Oui";"";"Juin | Juil | Aou | Sep";"";"";"";"Palourdes croisées | Praire | Coque commune | Couteau gaine | Moule | Pétoncles | Ormeaux | Patelles | Bigorneau | Crabe vert d'Europe, crabe enragé | Crevettes";"";"";"Lorsque la météo favorable";"";"";"Oui";"";"plouezoc'h. callot";"";"Eaux douces"
"St Pol_30/03/2014_Maïween_3";"";"Sables battus | Sables grossiers et graviers";"";"Rateau   | Crochet/croc";"";"";"Non Renseigné";"Non";"";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"";"";"Palourdes croisées | Praire | Coque commune | Couteau gaine | Moule | Huître creuse | Coquille Saint-Jacques | Pétoncles | Ormeaux | Patelles | Bigorneau | Oursin violet | Araignée de mer | Crabe vert d'Europe, crabe enragé | Etrille | Tourteau | Autres crabes (appâts uniquement et découverte) | Poissons | Congre | Seiche commune";"";"";"";"";"";"Oui";"";"toulon. côtesd'armor";"";"Eaux douces"
"St Pol_30/03/2014_Maïween_4";"";"Roche nue | Sables battus | Sables grossiers et graviers";"Palourdes croisées | Coque commune | Bigorneau";"Rateau   | Griffe à dents | Crochet/croc";"";"";"Non Renseigné";"Non";"1968";"Oui";"";"";"";"";"";"";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"St Pol_30/03/2014_Maïween_5";"";"Roche nue | Sables battus";"Coque commune | Bigorneau";"";"";"";"Non Renseigné";"Non";"";"Oui";"";"";"";"";"";"";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"St Pol_30/03/2014_Maïween_6";"";"Roche nue | Sables battus";"Palourdes croisées | Coque commune | Bigorneau";"Griffe à dents";"";"";"Non Renseigné";"Non";"1994";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"";"";"";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"St Pol_30/03/2014_Maïween_7";"";"Roche nue | Sables battus";"Bigorneau";"";"";"";"Non Renseigné";"Non";"1946";"Oui";"";"Mar | Avr | Mai | Juin | Juil | Aou";"";"";"";"Coque commune | Couteau gaine | Ormeaux | Araignée de mer";"";"";"";"";"";"Oui";"";"santec. callot";"";"Aucune autre pêche"
"Le Veillon_22/09/2016_Justine VALLEE_S00006";"";"Champs de blocs | Massifs d'hermelles";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rochers et port de Jard_08/09/2014_E.Kerbellec_S00034";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rochers et port de Jard_08/09/2014_E.Kerbellec_S00035";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rochers et port de Jard_08/09/2014_E.Kerbellec_S00036";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rochers et port de Jard_08/09/2014_E.Kerbellec_S00037";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rochers et port de Jard_08/09/2014_E.Kerbellec_S00038";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
