"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"Arcouest_13/08/2014_Franck Delisle+Jérémy Allain_3";"";"";"";"Rateau   | Epuisette (générique)";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_13/08/2014_Franck Delisle+Jérémy Allain_4";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_13/08/2014_Franck Delisle+Jérémy Allain_5";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_13/08/2014_Franck Delisle+Jérémy Allain_6";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_14/06/2014_Franck Delisle_1";"";"";"Couteau gaine";"Pelle et bêche (générique) | Au sel";"";"";"Non Renseigné";"Non";"1974";"Oui";"";"Fev | Mar | Avr | Mai | Juin";"2";"Occasionnelle (>5%)";"";"";"";"";"Uniquement aux grandes marées";"90";"";"Oui";"";"Kerbors (île à Poule). 5. 29 (Baie de Goulven. Île à Poule)";"Paysage et bon air";"Aucune autre pêche"
"Arcouest_14/06/2014_Franck Delisle_2";"";"Flaques rocheuses";"Etrille | Crevettes";"Epuisette (générique)";"";"";"Non Renseigné";"Non";"2007";"Oui";"";"Juin | Juil | Aou | Sep";"8";"Principale (>60%)";"";"";"";"";"Uniquement aux grandes marées";"95";"";"Non";"";"";"Convivialité";"Aucune autre pêche"
"Arcouest_14/06/2014_Jean-Pierre Guillosson_1";"";"";"Praire";"Pas d'engin";"";"";"Non Renseigné";"Non";"1955";"Non";"1.0";"";"1";"Principale (>60%)";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"Non";"";"";"Paysage et bon air";"En bateau : Ligne"
"Arcouest_14/06/2014_Jean-Pierre Guillosson_2";"";"";"Praire";"Rateau   | Picot";"";"Oui";"Oui";"Non";"1956";"Oui";"";"Avr | Mai | Juin | Oct | Nov";"3";"Principale (>60%)";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"95";"";"Oui";"";"Ploubazlanec > Baie de Launay";"Paysage et bon air";"Aucune autre pêche"
"Arcouest_14/06/2014_Jean-Pierre Guillosson_3";"";"";"Palourdes croisées | Praire";"Rateau  ";"";"Ne Sait Pas";"Non";"Non";"1954";"Non";"";"";"";"Occasionnelle (>5%)";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"";"";"Oui";"";"76 (NR)";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"Arcouest_14/06/2014_Jean-Pierre Guillosson_4";"";"";"Palourdes croisées | Praire";"Rateau  ";"";"Non";"Non";"Non";"1979";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"12";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"95";"";"Non";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"Arcouest_14/06/2014_Olivier Massard_1";"";"";"Praire | Etrille";"";"";"";"Non Renseigné";"Non";"1961";"Oui";"";"Mar | Avr | Mai | Juin | Sep | Oct";"4";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"105";"";"Oui";"";"Boulguief";"Gratuité des produits | Paysage et bon air | Habitude/Tradition";"Du  bord : Ligne"
"Arcouest_14/06/2014_Olivier Massard_2";"";"";"Praire";"Rateau  ";"";"Oui";"Oui";"Non";"1959";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep | Oct";"";"Principale (>60%)";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"100";"";"Non";"";"";"Paysage et bon air";"Aucune autre pêche"
"Arcouest_14/06/2014_Olivier Massard_3";"";"";"Praire";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_14/06/2014_Olivier Massard_4";"";"";"Praire | Etrille";"Griffe à dents";"";"";"Non Renseigné";"Non";"2007";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov";"5";"Principale (>60%)";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"95";"";"Non";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"Arcouest_14/06/2014_Olivier Massard_5";"";"";"Praire | Etrille";"Rateau  ";"";"";"Non Renseigné";"Non";"2006";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"12";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"";"";"Oui";"";"Pointe de Guilben";"Qualité des produits | Paysage et bon air | Convivialité | Habitude/Tradition";"Aucune autre pêche"
"Arcouest_14/06/2014_Olivier Massard_6";"";"";"Praire";"Rateau   | Crochet/croc";"";"Oui";"Oui";"Non";"1979";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"10";"Principale (>60%)";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"100";"";"Non";"";"";"Paysage et bon air";"Aucune autre pêche"
"Arcouest_14/06/2014_Olivier Massard_7";"";"";"Coquille Saint-Jacques | Ormeaux | Etrille";"Pas d'engin";"";"";"Non Renseigné";"Non";"";"Oui";"";"Juin | Juil | Aou | Sep";"";"Principale (>60%)";"";"";"";"";"Uniquement en week-end/vacances";"30";"";"Non Renseigné";"";"";"Paysage et bon air";"En bateau : Ligne | Du  bord : Ligne | Du  bord : Chasse sous-marine"
"Arcouest_17/05/2015_Jérémy Allain_11";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_17/05/2015_Jérémy Allain_12";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_17/05/2015_Jérémy Allain_13";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_17/05/2015_Jérémy Allain_14";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_17/05/2015_Jérémy Allain_15";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_1";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_10";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_11";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_12";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_2";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_3";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_4";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_5";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_6";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_7";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_8";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_9";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_1";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_10";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_11";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_12";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_13";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_14";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_15";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_2";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_3";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_4";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_5";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_6";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_7";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_8";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_JeanPierre Guillosson_9";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_1";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_10";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_2";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_3";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_4";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_5";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_6";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_7";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_8";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Arcouest_28/09/2015_Jérémy Allain_9";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_1";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_10";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_11";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_12";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_13";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_14";"";"";"";"Autres outils à main";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_15";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_16";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_17";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_18";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_19";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_2";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_20";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_21";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_22";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_23";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_24";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_25";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_26";"";"";"";"Couteau";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_27";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_28";"";"";"";"Pas d'engin";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_29";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_3";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_4";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_5";"";"";"";"Rateau   | Au sel";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_6";"";"";"";"Griffe à dents | Au sel";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_7";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_8";"";"";"";"Epuisette (générique) | Crochet/croc";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_9";"";"";"";"Rateau   | Epuisette (générique) | Autres outils à main";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+Nathalie DuboisLavergne_3";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_1";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_2";"";"";"";"";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_11";"";"";"";"Griffe à dents | Autres outils à main";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_12";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_1";"";"";"";"Epuisette (générique)";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_10";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_11";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_12";"";"";"";"Couteau";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_13";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_2";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_3";"";"";"";"Rateau  ";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_4";"";"";"";"Rateau   | Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_5";"";"";"";"Epuisette (générique)";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_6";"";"";"";"Epuisette (générique)";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_7";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_8";"";"";"";"Griffe à dents";"";"";"Non Renseigné";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non Renseigné";"";"";"";"Aucune autre pêche"
